Date,Team,Acquired,Relinquished,Notes
2021-08-16,Lions,• Michael Warren II / Mike Warren II,,activated from IR
2021-08-16,Rams,• Dayan Lake,,activated from IR
2021-08-17,Browns,,• Kiondre Thomas,placed on IR with hamstring injury
2021-08-17,Buccaneers,,• Sadarius Hutcherson,placed on IR with torn ACL in knee
2021-08-17,Chiefs,,• Elijah McGuire,placed on IR with ankle injury
2021-08-17,Colts,,• Damontre Moore,placed on IR with undisclosed injury
2021-08-17,Cowboys,,• Reggie Robinson II,placed on IR with toe injury
2021-08-17,Cowboys,,• Sewo Olonilua,placed on IR with neck injury
2021-08-17,Dolphins,,• Allen Hurns,placed on IR with wrist injury
2021-08-17,Giants,,• Clayton Thorson,placed on IR with concussion
2021-08-17,Jaguars,,• Daniel Ross,placed on IR with undisclosed injury
2021-08-17,Jets,,• Cameron Clark / Cameron Clarke,placed on IR with back/spine injury (out for season)
2021-08-17,Lions,,• Charlie Taumoepeau,placed on reserve/non-football injury list with neck injury
2021-08-17,Lions,,• Shaun Dion Hamilton,placed on IR with undisclosed injury
2021-08-17,Panthers,,• Troy Pride Jr.,placed on IR with knee injury
2021-08-17,Patriots,,• Marvin Hall,placed on IR with undisclosed injury
2021-08-17,Saints,,• Brett Maher,placed on IR with undisclosed injury
2021-08-17,Seahawks,• D'Wayne Eskridge / Dee Eskridge,,activated from physically unable to perform list
2021-08-17,Texans,,• Dontrell Hilliard,placed on IR with undisclosed injury
2021-08-17,Titans,,• Maurice Smith (Bernard),placed on IR with undisclosed injury
2021-08-17,Titans,,• Tedric Thompson,placed on IR with leg injury
2021-08-17,Titans,,• Trevon Coley,placed on IR with foot injury
2021-08-17,Vikings,,• Blake Proehl,placed on IR with knee injury
2021-08-17,Vikings,,• Riley Patterson,placed on IR with undisclosed injury
2021-08-17,Falcons,• Jeff Badet,,activated from IR
2021-08-17,Titans,• Cody Hollister,,activated from IR
2021-08-17,Chiefs,,• Chad Williams (b. 1994-10-19),placed on IR with undisclosed injury
2021-08-18,49ers,,• Austin Watkins Jr.,placed on IR with fractured foot
2021-08-18,Bears,,• Ledarius Mack,placed on IR with undisclosed injury
2021-08-18,Bears,,• Michael Joseph,placed on IR with undisclosed injury
2021-08-18,Broncos,,• DeVontres Dukes,placed on IR with undisclosed injury
2021-08-18,Broncos,,• Deyon Sizer,placed on IR with hamstring injury
2021-08-18,Broncos,,• LeVante Bellamy,placed on IR with ankle injury
2021-08-18,Buccaneers,,• Donell Stanley,placed on IR with undisclosed injury
2021-08-18,Buccaneers,,• John Franklin III,placed on reserve/physically unable to perform list with knee injury
2021-08-18,Cardinals,,• Justin Pugh,placed on reserve/COVID-19 list
2021-08-18,Chiefs,,• Antonio Callaway,placed on IR with knee injury
2021-08-18,Chiefs,,• Evan Baylis,placed on IR with ankle injury
2021-08-18,Colts,,• Nick Nelson,placed on IR with undisclosed injury
2021-08-18,Colts,,• Quartney Davis,placed on IR with shoulder injury
2021-08-18,Cowboys,,• Anthony Hines III,placed on IR with undisclosed injury
2021-08-18,Dolphins,,• Jaytlin Askew,placed on IR with quadriceps injury
2021-08-18,Dolphins,,• Sam Eguavoen,placed on reserve/COVID-19 list
2021-08-18,Eagles,,• Casey Tucker,placed on IR with biceps injury
2021-08-18,Eagles,,• Kerryon Johnson,placed on IR with knee injury
2021-08-18,Eagles,,• Luke Juriga,placed on IR with undisclosed injury
2021-08-18,Giants,,• Jarren Williams,placed on IR with quadriceps injury
2021-08-18,Jaguars,,• Josh Imatorbhebhe,placed on IR with undisclosed injury
2021-08-18,Jaguars,,• Tim Jones (b. 1998-05-15),placed on IR with undisclosed injury
2021-08-18,Jets,,• Austin Walter,placed on IR with undisclosed injury
2021-08-18,Jets,,• Michael Dwumfour,placed on IR with undisclosed injury
2021-08-18,Packers,,• DeAndre Thompkins,placed on IR with shoulder injury
2021-08-18,Packers,,• Isaac Nauta,placed on IR with chest injury
2021-08-18,Panthers,,• Matt Kaskey,placed on IR with foot injury
2021-08-18,Panthers,,• Mike Panasiuk,placed on IR with undisclosed injury
2021-08-18,Panthers,,• Nate Hall,placed on IR with undisclosed injury
2021-08-18,Patriots,,• Troy Fumagalli,placed on IR with undisclosed injury
2021-08-18,Texans,• Tytus Howard,,activated from reserve/COVID-19 list
2021-08-18,Jets,• Alex Lewis (b. 1992-04-21),,activated from IR
2021-08-18,Texans,• Roderick Johnson,,activated from reserve/COVID-19 list
2021-08-19,Bills,• Marquel Lee,,activated from reserve/COVID-19 list
2021-08-19,Buccaneers,,• Raven Greene,placed on IR with undisclosed injury
2021-08-19,Cardinals,,• Jordan Phillips,placed on reserve/COVID-19 list
2021-08-19,Dolphins,• Elandon Roberts,,activated from physically unable to perform list
2021-08-19,Dolphins,• Preston Williams,,activated from physically unable to perform list
2021-08-19,Jaguars,• Daniel Thomas,,activated from reserve/COVID-19 list
2021-08-19,Lions,• Nick Williams (b. 1990-02-21),,activated from reserve/COVID-19 list
2021-08-19,Saints,,• Adonis Alexander,placed on IR with undisclosed injury
2021-08-19,Saints,,• Michael Brown / Mike Brown (b. 1994-09-19),placed on IR with undisclosed injury
2021-08-19,Titans,,• Brent Qvale,placed on IR with undisclosed injury
2021-08-19,Broncos,• Deyon Sizer,,activated from IR
2021-08-19,Jaguars,• Daniel Ross,,activated from IR
2021-08-19,Texans,• Dontrell Hilliard,,activated from IR
2021-08-20,Chargers,,• Nasir Adderley,placed on reserve/COVID-19 list
2021-08-20,Chargers,,• Ryan Smith (b. 1993-09-07),placed on reserve/COVID-19 list
2021-08-20,Cowboys,,• Hunter Niswander,placed on IR with back injury
2021-08-20,Dolphins,• Sam Eguavoen,,activated from reserve/COVID-19 list
2021-08-20,Falcons,,• Ryan Becker,placed on IR with undisclosed injury
2021-08-20,Jets,,• Zane Lewis,placed on IR with torn patella tendon in knee
2021-08-20,Bears,• Thomas Ives,,activated from IR
2021-08-20,Saints,• Michael Brown / Mike Brown (b. 1994-09-19),,activated from IR
2021-08-20,Titans,• Tedric Thompson,,activated from IR
2021-08-21,Dolphins,,• Kylan Johnson,placed on reserve/COVID-19 list
2021-08-21,Eagles,,• Jason Croom,placed on IR with patella tendon in right knee injury
2021-08-21,Rams,,• Corey Bojorquez,placed on reserve/COVID-19 list
2021-08-21,Rams,,• Johnny Hekker,placed on reserve/COVID-19 list
2021-08-21,Saints,,• Tommylee Lewis,placed on IR with undisclosed injury
2021-08-21,Eagles,• Luke Juriga,,activated from IR
2021-08-21,Giants,• Jarren Williams,,activated from IR
2021-08-21,Saints,• Adonis Alexander,,activated from IR
2021-08-21,Saints,• Brett Maher,,activated from IR
2021-08-21,Saints,• Jalen McCleskey,,activated from IR
2021-08-21,Saints,• Quentin Poling,,activated from IR
2021-08-22,Bengals,• Drue Chrisman,,activated from non-football injury list
2021-08-22,Saints,• Tommylee Lewis,,activated from IR
2021-08-23,Bears,,• Austin Calitro,placed on IR with hamstring injury / hand injury
2021-08-23,Bears,• Germain Ifedi,,activated from physically unable to perform list
2021-08-23,Bills,,• Forrest Lamp,placed on IR with calf injury
2021-08-23,Broncos,,• Brett Jones,placed on IR with biceps injury
2021-08-23,Browns,,• Cody Parkey,placed on IR with quadriceps injury
2021-08-23,Browns,,• Connor Davis,placed on IR with shoulder injury
2021-08-23,Browns,,• Montrel Meander,placed on IR with ruptured Achilles tendon
2021-08-23,Cardinals,• Andy Isabella,,activated from reserve/COVID-19 list
2021-08-23,Cardinals,• Dennis Gardeck,,activated from physically unable to perform list
2021-08-23,Cardinals,• J.J. Watt,,activated from physically unable to perform list
2021-08-23,Cowboys,,• Carlos Watkins,placed on reserve/COVID-19 list
2021-08-23,Cowboys,,• CeeDee Lamb,placed on reserve/COVID-19 list
2021-08-23,Cowboys,,• Israel Mukuamu,placed on reserve/COVID-19 list
2021-08-23,Cowboys,,• Malik Hooker,placed on reserve/COVID-19 list
2021-08-23,Jaguars,,• Josh Hines-Allen / Josh Allen (b. 1997-07-13),placed on reserve/COVID-19 list
2021-08-23,Jets,,• Carl Lawson,placed on IR with ruptured Achilles tendon
2021-08-23,Ravens,,• L.J. Fort,placed on IR with torn ACL in knee
2021-08-23,Seahawks,,• Ben Burr-Kirven,placed on IR with torn ACL in knee
2021-08-23,Seahawks,,• John Ursua,placed on IR with torn ACL in knee
2021-08-23,Titans,,• Anthony Rush,placed on reserve/COVID-19 list
2021-08-23,Vikings,,• Janarius Robinson,placed on IR with undisclosed injury
2021-08-23,Washington,• David Sharpe,,activated from reserve/COVID-19 list
2021-08-23,49ers,• Tony Jefferson,,activated from IR
2021-08-23,Bears,• Ledarius Mack,,activated from IR
2021-08-23,Lions,• Evan Boehm,,activated from IR
2021-08-23,Bears,,• Isaiah Coulter,placed on IR with hamstring injury
2021-08-24,49ers,,• Mychal Kendricks,placed on IR with turf toe
2021-08-24,Bears,,• Jordan Lucas,placed on IR with quadriceps injury
2021-08-24,Bears,,• Mike Pennel,placed on IR with groin injury
2021-08-24,Bengals,,• Donnie Lewis Jr.,placed on IR with hamstring injury
2021-08-24,Bills,,• Cole Beasley,placed on reserve/COVID-19 list
2021-08-24,Bills,,• D'haquille Williams / Duke Williams (b),placed on IR with hamstring injury
2021-08-24,Bills,,• Gabriel Davis / Gabe Davis,placed on reserve/COVID-19 list
2021-08-24,Bills,,• Star Lotulelei,placed on reserve/COVID-19 list
2021-08-24,Bills,,• Vernon Butler,placed on reserve/COVID-19 list
2021-08-24,Broncos,,• Adrian Killins Jr.,placed on IR with ankle injury
2021-08-24,Browns,,• Alex Taylor / Armani Taylor-Prioleau,placed on IR with ankle injury
2021-08-24,Buccaneers,,• Ryan Succop,placed on reserve/COVID-19 list
2021-08-24,Buccaneers,,• Troymaine Pope,placed on IR with undisclosed injury
2021-08-24,Cardinals,,• Jack Crawford,placed on IR with undisclosed injury
2021-08-24,Chargers,• Nasir Adderley,,activated from reserve/COVID-19 list
2021-08-24,Colts,,• Skai Moore,placed on IR with undisclosed injury
2021-08-24,Dolphins,,• Lynn Bowden Jr.,placed on IR with hamstring injury
2021-08-24,Falcons,,• A.J. McCarron,placed on IR with torn ACL in right knee
2021-08-24,Giants,,• Quincy Wilson (b. 1996-08-16),placed on IR with ankle injury
2021-08-24,Giants,,• Rysen John,placed on IR with ankle injury
2021-08-24,Jaguars,,• Travis Etienne,placed on IR with Lisfranc injury in left foot
2021-08-24,Jets,,• Corey Ballentine,placed on IR with knee injury
2021-08-24,Jets,,• Vinny Curry,placed on reserve/non-football injury list with blood clots
2021-08-24,Packers,,• Will Redmond,placed on IR with toe injury
2021-08-24,Patriots,,• Marcus Martin (b. 1993-11-29),placed on IR with undisclosed injury
2021-08-24,Raiders,,• Darron Lee,placed on IR with undisclosed injury
2021-08-24,Rams,,• Raymond Calais,placed on IR with foot injury
2021-08-24,Rams,• Corey Bojorquez,,activated from reserve/COVID-19 list
2021-08-24,Saints,,• Brian Poole,placed on IR with undisclosed injury
2021-08-24,Saints,,• Ethan Greenidge,placed on IR with arm injury
2021-08-24,Saints,,• Jalen Dalton,placed on IR with torn triceps
2021-08-24,Seahawks,• Travis Homer,,activated from physically unable to perform list
2021-08-24,Titans,,• Jeremy McNichols,placed on reserve/COVID-19 list
2021-08-24,Titans,,• Nick Dzubnar,placed on reserve/COVID-19 list
2021-08-24,Titans,,• Paul Adams (b. 1996-05-17),placed on IR with wrist injury
2021-08-24,Titans,,• Ross Reynolds,placed on IR with undisclosed injury
2021-08-24,Titans,,• Tucker McCann,placed on IR with undisclosed injury
2021-08-24,Vikings,,• Jordon Scott,placed on IR with undisclosed injury
2021-08-24,Browns,• Cody Parkey,,activated from IR
2021-08-24,Eagles,• Casey Tucker,,activated from IR
2021-08-24,Falcons,• J'Mon Moore,,activated from IR
2021-08-24,Titans,• Kevin Peterson (Lamont),,activated from IR
2021-08-25,49ers,• Jaquiski Tartt,,activated from reserve/COVID-19 list
2021-08-25,49ers,• Tegray Scales,,activated from reserve/COVID-19 list
2021-08-25,Buccaneers,,• Chidi Okeke,placed on IR with undisclosed injury
2021-08-25,Cardinals,,• Jamell Garcia-Williams,placed on IR with undisclosed injury
2021-08-25,Chargers,,• Chris Okoye,placed on IR with undisclosed injury
2021-08-25,Chargers,,• Damon Lloyd,placed on IR with undisclosed injury
2021-08-25,Colts,,• Noah Togiai,placed on IR with undisclosed injury
2021-08-25,Cowboys,,• Connor Williams,placed on reserve/COVID-19 list
2021-08-25,Cowboys,,• Damontae Kazee,placed on reserve/COVID-19 list
2021-08-25,Cowboys,,• Rico Dowdle,placed on IR with hip injury
2021-08-25,Cowboys,• Greg Zuerlein,,activated from physically unable to perform list
2021-08-25,Cowboys,• Israel Mukuamu,,activated from reserve/COVID-19 list
2021-08-25,Dolphins,,• Robert Foster,placed on IR with undisclosed injury
2021-08-25,Eagles,,• Joe Ostman,placed on IR with undisclosed injury
2021-08-25,Giants,,• Cole Hikutini,placed on IR with hip injury
2021-08-25,Giants,,• Montre Hartage,placed on IR with undisclosed injury
2021-08-25,Giants,• Kyle Rudolph,,activated from physically unable to perform list
2021-08-25,Packers,,• Devin Funchess,placed on IR with hamstring injury
2021-08-25,Raiders,,• Darius Stills,placed on IR with undisclosed injury
2021-08-25,Saints,,• Marcus Willoughby,placed on IR with undisclosed injury
2021-08-25,Steelers,,• Antoine Brooks Jr.,placed on IR with undisclosed injury
2021-08-25,Texans,,• Taywan Taylor,placed on IR with undisclosed injury
2021-08-25,Titans,,• Harold Landry III,placed on reserve/COVID-19 list
2021-08-25,Washington,,• Rick Leonard,placed on IR with undisclosed injury
2021-08-25,49ers,• Austin Watkins Jr.,,activated from IR
2021-08-25,Bears,• Austin Calitro,,activated from IR
2021-08-25,Colts,• Damontre Moore,,activated from IR
2021-08-25,Giants,• Clayton Thorson,,activated from IR
2021-08-25,Packers,• DeAndre Thompkins,,activated from IR
2021-08-25,Packers,• Isaac Nauta,,activated from IR
2021-08-25,Panthers,• Nate Hall,,activated from IR
2021-08-25,Patriots,• Marvin Hall,,activated from IR
2021-08-25,Saints,• Kyle Murphy (Neil),,activated from IR
2021-08-25,Titans,• Maurice Smith (Bernard),,activated from IR
2021-08-25,Vikings,• Riley Patterson,,activated from IR
2021-08-26,Cardinals,,• Robert Alford,placed on reserve/COVID-19 list
2021-08-26,Colts,,• Eric Fisher,placed on reserve/COVID-19 list
2021-08-26,Colts,,• Quenton Nelson,placed on reserve/COVID-19 list
2021-08-26,Saints,• KeiVarae Russell,,activated from reserve/COVID-19 list
2021-08-26,Titans,,• Geoff Swaim,placed on reserve/COVID-19 list
2021-08-26,Titans,,• Justin March-Lillard / Justin March,placed on reserve/COVID-19 list
2021-08-26,Titans,,• Kyle Peko,placed on IR with undisclosed injury
2021-08-26,Titans,,• Ryan Tannehill,placed on reserve/COVID-19 list
2021-08-26,Titans,• Aaron Brewer (Jamal),,activated from non-football injury list
2021-08-26,Bears,• Michael Joseph,,activated from IR
2021-08-26,Bills,• D'haquille Williams / Duke Williams (b),,activated from IR
2021-08-26,Bills,• Forrest Lamp,,activated from IR
2021-08-26,Broncos,• DeVontres Dukes,,activated from IR
2021-08-26,Buccaneers,• John Franklin III,,activated from reserve/physically unable to perform list with knee injury
