avgCushion,avgExpectedYAC,avgIntendedAirYards,avgSeparation,avgYAC,avgYACAboveExpectation,catchPercentage,percentShareOfIntendedAirYards,recTouchdowns,receptions,targets,yards,player,playerName,position,teamId,season,player_clean,team_abbr,birth_date,total_round_trip_miles
5.512325581,3.841708671,7.198723404,2.913437429,3.466486486,-0.375222184,78.72340426,8.926399548,2,37,47,374,"{'season': 2019, 'currentTeamId': '2100', 'displayName': 'Adam Humphries', 'esbId': 'HUM721507', 'firstName': 'Adam', 'footballName': 'Adam', 'gsisId': '00-0032009', 'gsisItId': 43010, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/k0vkjiqxo1qntcqye1p3', 'jerseyNumber': 10, 'lastName': 'Humphries', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'A.Humphries', 'smartId': '32004855-4d72-1507-4b02-e4f7666b5805', 'status': 'ACT', 'uniformNumber': '10'}",Adam Humphries,WR,2100,2019,adam humphries,TEN,6/24/1993,14043.33279
5.490350877,3.397810685,10.22842105,2.585142808,3.308363636,-0.089447049,72.36842105,15.7768478,5,55,76,652,"{'season': 2019, 'currentTeamId': '4400', 'displayName': 'Hunter Henry', 'esbId': 'HEN617052', 'firstName': 'Hunter', 'footballName': 'Hunter', 'gsisId': '00-0033090', 'gsisItId': 43324, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/qtvftqcocs3z3pdghtrm', 'jerseyNumber': 86, 'lastName': 'Henry', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'H.Henry', 'smartId': '32004845-4e61-7052-805d-daad1175a3b2', 'status': 'ACT', 'uniformNumber': '86'}",Hunter Henry,TE,4400,2019,hunter henry,LAC,12/7/1994,24880.73956
5.487,6.218431623,7.843181818,2.71618084,8.4905,2.272068377,60.60606061,15.18271168,3,40,66,562,"{'season': 2019, 'currentTeamId': '1400', 'displayName': 'Noah Fant', 'esbId': 'FAN405165', 'firstName': 'Noah', 'footballName': 'Noah', 'gsisId': '00-0035644', 'gsisItId': 47824, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/fe7fi7oi3jxthvf7siyf', 'jerseyNumber': 87, 'lastName': 'Fant', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'N.Fant', 'smartId': '32004641-4e40-5165-5070-db7e36dbc0d7', 'status': 'ACT', 'uniformNumber': '87'}",Noah Fant,TE,1400,2019,noah fant,DEN,11/20/1997,13782.74332
5.473178295,3.770422164,9.160878378,2.642543886,4.157888889,0.387466725,60.81081081,28.45590396,5,90,148,1046,"{'season': 2019, 'currentTeamId': '0920', 'displayName': 'Tyler Boyd', 'esbId': 'BOY378353', 'firstName': 'Tyler', 'footballName': 'Tyler', 'gsisId': '00-0033009', 'gsisItId': 43344, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/qr6agqmp7waq9oqmogjb', 'jerseyNumber': 83, 'lastName': 'Boyd', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'T.Boyd', 'smartId': '3200424f-5937-8353-b941-dfa7122ba16b', 'status': 'ACT', 'uniformNumber': '83'}",Tyler Boyd,WR,920,2019,tyler boyd,CIN,11/15/1994,15572.18963
5.430212766,5.512180121,11.38021277,2.397657302,6.007037037,0.494856916,57.44680851,11.41367669,1,27,47,426,"{'season': 2019, 'currentTeamId': '4600', 'displayName': 'Josh Gordon', 'esbId': 'GOR190310', 'firstName': 'Josh', 'footballName': 'Josh', 'gsisId': '00-0029664', 'gsisItId': 39646, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/atwcq5nczzb5k85fince', 'jerseyNumber': 10, 'lastName': 'Gordon', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'J.Gordon', 'smartId': '3200474f-5219-0310-af1f-30d8c9d32e21', 'status': 'SUS', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",Josh Gordon,WR,4600,2019,josh gordon,SEA,4/13/1991,35553.16235
5.421111111,2.227854575,7.151636364,2.570152218,2.779444444,0.551589869,65.45454545,6.160665341,4,36,55,311,"{'season': 2019, 'currentTeamId': '4900', 'displayName': 'Cameron Brate', 'esbId': 'BRA663798', 'firstName': 'Cameron', 'footballName': 'Cameron', 'gsisId': '00-0031273', 'gsisItId': 42033, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/og8g0lqdnbrwcbmjwbfu', 'jerseyNumber': 84, 'lastName': 'Brate', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'C.Brate', 'smartId': '32004252-4166-3798-c2b3-ef206ba23ba8', 'status': 'ACT', 'uniformNumber': '84'}",Cameron Brate,TE,4900,2019,cameron brate,TB,7/3/1991,15718.19533
5.394745763,3.649277368,12.84865546,2.555398621,3.275063291,-0.374214077,66.38655462,27.98425989,8,79,119,1189,"{'season': 2019, 'currentTeamId': '1200', 'displayName': 'Amari Cooper', 'esbId': 'COO487703', 'firstName': 'Amari', 'footballName': 'Amari', 'gsisId': '00-0031544', 'gsisItId': 42347, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/ekwyie7av318q4eaffiy', 'jerseyNumber': 19, 'lastName': 'Cooper', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'A.Cooper', 'smartId': '3200434f-4f48-7703-16a5-c78426109031', 'status': 'ACT', 'uniformNumber': '19'}",Amari Cooper,WR,1200,2019,amari cooper,DAL,6/17/1994,18251.1564
5.390392157,5.346033977,7.117083333,3.531383293,5.391162791,0.045128813,59.72222222,13.01614476,4,43,72,448,"{'season': 2019, 'currentTeamId': '2200', 'displayName': 'Jack Doyle', 'esbId': 'DOY403968', 'firstName': 'John', 'footballName': 'Jack', 'gsisId': '00-0030181', 'gsisItId': 40641, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/obbagomjnsgsyxrsolfb', 'jerseyNumber': 84, 'lastName': 'Doyle', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'J.Doyle', 'smartId': '3200444f-5940-3968-7855-934761d8ebfe', 'status': 'ACT', 'uniformNumber': '84'}",Jack Doyle,TE,2200,2019,jack doyle,IND,5/5/1990,11926.73936
5.390367647,3.595639092,10.04677852,2.745371925,3.722211538,0.126572446,69.79865772,30.38163508,6,104,149,1199,"{'season': 2019, 'currentTeamId': '4400', 'displayName': 'Keenan Allen', 'esbId': 'ALL532966', 'firstName': 'Keenan', 'footballName': 'Keenan', 'gsisId': '00-0030279', 'gsisItId': 40024, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/vwlmmfcjxsx82ahs0fpb', 'jerseyNumber': 13, 'lastName': 'Allen', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'K.Allen', 'smartId': '3200414c-4c53-2966-dfa9-55ae464e7b3d', 'status': 'ACT', 'uniformNumber': '13'}",Keenan Allen,WR,4400,2019,keenan allen,LAC,4/27/1992,24880.73956
5.39,3.811219479,9.310514706,3.077840743,4.494639175,0.683419696,71.32352941,26.9855613,5,97,136,1229,"{'season': 2019, 'currentTeamId': '2310', 'displayName': 'Travis Kelce', 'esbId': 'KEL012458', 'firstName': 'Travis', 'footballName': 'Travis', 'gsisId': '00-0030506', 'gsisItId': 40011, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/n0gfqddteoputgezwl0k', 'jerseyNumber': 87, 'lastName': 'Kelce', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'T.Kelce', 'smartId': '32004b45-4c01-2458-b7b6-3a14cdb414dd', 'status': 'ACT', 'uniformNumber': '87'}",Travis Kelce,TE,2310,2019,travis kelce,KC,10/5/1989,13548.70984
5.384,2.709388908,8.44031746,2.418961464,2.937906977,0.228518069,68.25396825,11.16022331,3,43,63,436,"{'season': 2019, 'currentTeamId': '0920', 'displayName': 'Tyler Eifert', 'esbId': 'EIF131143', 'firstName': 'Tyler', 'footballName': 'Tyler', 'gsisId': '00-0030549', 'gsisItId': 39967, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/mtpnivcnfgtz8sbkkvax', 'jerseyNumber': 85, 'lastName': 'Eifert', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'T.Eifert', 'smartId': '32004549-4613-1143-bfd0-182bad3b5b94', 'status': 'ACT', 'uniformNumber': '85'}",Tyler Eifert,TE,920,2019,tyler eifert,CIN,9/8/1990,15572.18963
5.376315789,3.583268621,6.058510638,2.989143628,3.886944444,0.303675823,76.59574468,8.088661387,2,36,47,311,"{'season': 2019, 'currentTeamId': '3000', 'displayName': 'Irv Smith', 'esbId': 'SMI000018', 'firstName': 'Irvin', 'footballName': 'Irv', 'gsisId': '00-0034970', 'gsisItId': 47833, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/cjlvftb8bdj5qoarcll2', 'jerseyNumber': 84, 'lastName': 'Smith', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'I.Smith', 'smartId': '3200534d-4900-0018-f675-8c060d792d35', 'status': 'ACT', 'uniformNumber': '84'}",Irv Smith,TE,3000,2019,irv smith,MIN,8/9/1998,17987.18723
5.36606383,5.567095238,7.208376068,3.143290086,6.862444444,1.295349207,76.92307692,25.95846055,3,90,117,1145,"{'season': 2019, 'currentTeamId': '2520', 'displayName': 'Darren Waller', 'esbId': 'WAL509040', 'firstName': 'Darren', 'footballName': 'Darren', 'gsisId': '00-0031610', 'gsisItId': 42547, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/avo1vfnndm2ickx907sj', 'jerseyNumber': 83, 'lastName': 'Waller', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'D.Waller', 'smartId': '32005741-4c50-9040-67d6-042691fb535a', 'status': 'ACT', 'uniformNumber': '83'}",Darren Waller,TE,2520,2019,darren waller,OAK,9/13/1992,"30,810.65"
5.363703704,3.49591791,13.35909091,3.077793218,3.3753125,-0.12060541,58.18181818,15.65879908,4,32,55,449,"{'season': 2019, 'currentTeamId': '2310', 'displayName': 'Demarcus Robinson', 'esbId': 'ROB399065', 'firstName': 'Demarcus', 'footballName': 'Demarcus', 'gsisId': '00-0032775', 'gsisItId': 43415, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/pvmfanhriut1pewvvpq4', 'jerseyNumber': 11, 'lastName': 'Robinson', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'D.Robinson', 'smartId': '3200524f-4239-9065-1db8-5ff5da8a3829', 'status': 'ACT', 'uniformNumber': '11'}",Demarcus Robinson,WR,2310,2019,demarcus robinson,KC,9/21/1994,13548.70984
5.341710526,5.3331758,9.648111111,2.867584117,5.880769231,0.547593431,57.77777778,18.50562097,3,52,90,673,"{'season': 2019, 'currentTeamId': '2310', 'displayName': 'Sammy Watkins', 'esbId': 'WAT270480', 'firstName': 'Samuel', 'footballName': 'Sammy', 'gsisId': '00-0031325', 'gsisItId': 41230, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/njpkvqr7lmjsc5hccdcr', 'jerseyNumber': 14, 'lastName': 'Watkins', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'S.Watkins', 'smartId': '32005741-5427-0480-637c-854aaf86ba0e', 'status': 'ACT', 'suffix': 'IV', 'uniformNumber': '14'}",Sammy Watkins,WR,2310,2019,sammy watkins,KC,6/14/1993,13548.70984
5.341025641,4.017919094,15.27737288,2.424221524,4.310447761,0.292528667,56.77966102,28.23515592,8,67,118,1157,"{'season': 2019, 'currentTeamId': '4900', 'displayName': 'Mike Evans', 'esbId': 'EVA534309', 'firstName': 'Mike', 'footballName': 'Mike', 'gsisId': '00-0031408', 'gsisItId': 41233, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/tof3xxtq6lajs03ctwpu', 'jerseyNumber': 13, 'lastName': 'Evans', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'M.Evans', 'smartId': '32004556-4153-4309-b2ed-6b8233f6fea5', 'status': 'RES', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",Mike Evans,WR,4900,2019,mike evans,TB,8/21/1993,15718.19533
5.329038462,4.033852751,13.89314815,2.895081677,3.164482759,-0.869369993,53.7037037,16.98475011,5,29,54,397,"{'season': 2019, 'currentTeamId': '3200', 'displayName': 'Phillip Dorsett', 'esbId': 'DOR488199', 'firstName': 'Phillip', 'footballName': 'Phillip', 'gsisId': '00-0032208', 'gsisItId': 42372, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/imisp1exzlw9m0yvy5rh', 'jerseyNumber': 13, 'lastName': 'Dorsett', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'P.Dorsett II', 'smartId': '3200444f-5248-8199-3ca5-f2de722dd057', 'status': 'ACT', 'suffix': 'Jr.', 'uniformNumber': '13'}",Phillip Dorsett,WR,3200,2019,phillip dorsett,NE,1/5/1993,10121.62254
5.271041667,4.420150617,8.563269231,3.256236562,4.630357143,0.210206525,53.84615385,13.06038768,1,28,52,297,"{'season': 2019, 'currentTeamId': '1400', 'displayName': 'DaeSean Hamilton', 'esbId': 'HAM200565', 'firstName': 'DaeSean', 'footballName': 'DaeSean', 'gsisId': '00-0034370', 'gsisItId': 46182, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/iz3vfnnc3rwi6mpdsvia', 'jerseyNumber': 17, 'lastName': 'Hamilton', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'D.Hamilton', 'smartId': '32004841-4d20-0565-a51e-2028f6290d41', 'status': 'ACT', 'uniformNumber': '17'}",DaeSean Hamilton,WR,1400,2019,daesean hamilton,DEN,3/10/1995,13782.74332
5.270877193,4.189462071,15.40327586,1.947506026,4.889076923,0.699614852,56.03448276,33.09949039,11,65,116,1190,"{'season': 2019, 'currentTeamId': '1540', 'displayName': 'Kenny Golladay', 'esbId': 'GOL573546', 'firstName': 'Kenneth', 'footballName': 'Kenny', 'gsisId': '00-0033932', 'gsisItId': 44908, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/okf4aktpg4odbuhvtwtn', 'jerseyNumber': 19, 'lastName': 'Golladay', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'K.Golladay', 'smartId': '3200474f-4c57-3546-c21d-b780be32aca0', 'status': 'ACT', 'uniformNumber': '19'}",Kenny Golladay,WR,1540,2019,kenny golladay,DET,11/3/1993,13055.6118
5.25625,3.976858448,11.14214815,2.640551015,4.783103448,0.806245001,64.44444444,30.18522235,4,87,135,1175,"{'season': 2019, 'currentTeamId': '0750', 'displayName': 'D.J. Moore', 'esbId': 'MOO272423', 'firstName': 'Denniston', 'footballName': 'D.J.', 'gsisId': '00-0034827', 'gsisItId': 46093, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/hcupqutgexfiy98ln3me', 'jerseyNumber': 12, 'lastName': 'Moore', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'D.Moore', 'smartId': '32004d4f-4f27-2423-f0b4-728a741b03cb', 'status': 'INA', 'uniformNumber': '12', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",D.J. Moore,WR,750,2019,dj moore,CAR,4/14/1997,15103.22834
5.233258427,3.43113793,17.38944444,2.003895259,4.761020408,1.329882478,54.44444444,31.76334728,2,49,90,1001,"{'season': 2019, 'currentTeamId': '4400', 'displayName': 'Mike Williams', 'esbId': 'WIL000009', 'firstName': 'Michael', 'footballName': 'Mike', 'gsisId': '00-0033536', 'gsisItId': 44819, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/fjnnliuxjyqzb7oo5hgi', 'jerseyNumber': 81, 'lastName': 'Williams', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'M.Williams', 'smartId': '32005749-4c00-0009-75a2-9fccf6994099', 'status': 'ACT', 'uniformNumber': '81'}",Mike Williams,WR,4400,2019,mike williams,LAC,10/4/1994,24880.73956
5.23173913,2.634287753,14.14709677,2.111865233,3.896551724,1.262263971,62.3655914,37.09160415,7,58,93,919,"{'season': 2019, 'currentTeamId': '5110', 'displayName': 'Terry McLaurin', 'esbId': 'MCL278328', 'firstName': 'Terry', 'footballName': 'Terry', 'gsisId': '00-0035659', 'gsisItId': 47859, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/bt4s1goiaogipi9fluzx', 'jerseyNumber': 17, 'lastName': 'McLaurin', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'T.McLaurin', 'smartId': '32004d43-4c27-8328-8097-b130ba0e8060', 'status': 'INA', 'uniformNumber': '17', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",Terry McLaurin,WR,5110,2019,terry mclaurin,WAS,9/15/1995,9378.526001
5.200952381,4.680495531,8.764146341,2.821402272,4.449038462,-0.231457069,63.41463415,14.42165677,2,52,82,597,"{'season': 2019, 'currentTeamId': '0750', 'displayName': 'Greg Olsen', 'esbId': 'OLS094822', 'firstName': 'Gregory', 'footballName': 'Greg', 'gsisId': '00-0025418', 'gsisItId': 32224, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/k6v0zo7ofhdmmqmqtwc5', 'jerseyNumber': 88, 'lastName': 'Olsen', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'G.Olsen', 'smartId': '32004f4c-5309-4822-46ea-83c77b58b18c', 'status': 'ACT', 'uniformNumber': '88'}",Greg Olsen,TE,750,2019,greg olsen,CAR,3/11/1985,15103.22834
5.162903226,3.884020078,4.634545455,3.780452965,4.748421053,0.864400975,69.09090909,6.748331449,3,38,55,273,"{'season': 2019, 'currentTeamId': '3900', 'displayName': 'Vance McDonald', 'esbId': 'MCD589658', 'firstName': 'Vance', 'footballName': 'Vance', 'gsisId': '00-0030470', 'gsisItId': 40003, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/sk4wyebbceeraudd7cma', 'jerseyNumber': 89, 'lastName': 'McDonald', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'V.McDonald', 'smartId': '32004d43-4458-9658-1fa3-62884c020db7', 'status': 'ACT', 'uniformNumber': '89'}",Vance McDonald,TE,3900,2019,vance mcdonald,PIT,6/13/1990,15126.08471
5.161025641,3.639279424,7.551797753,3.101366127,3.276271186,-0.363008238,66.29213483,15.2161609,2,59,89,520,"{'season': 2019, 'currentTeamId': '3200', 'displayName': 'Mohamed Sanu', 'esbId': 'SAN808447', 'firstName': 'Mohamed', 'footballName': 'Mohamed', 'gsisId': '00-0029632', 'gsisItId': 38613, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/h7hgvvjlefzoy7nbeb2j', 'jerseyNumber': 14, 'lastName': 'Sanu', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'M.Sanu Sr.', 'smartId': '32005341-4e80-8447-be59-af7546fda327', 'status': 'ACT', 'uniformNumber': '14'}",Mohamed Sanu,WR,3200,2019,mohamed sanu,NE,8/22/1989,10121.62254
5.154972376,3.411483824,8.144486486,2.563296073,4.065704698,0.654220874,80.54054054,41.33610603,9,149,185,1725,"{'season': 2019, 'currentTeamId': '3300', 'displayName': 'Michael Thomas', 'esbId': 'THO308912', 'firstName': 'Michael', 'footballName': 'Michael', 'gsisId': '00-0032765', 'gsisItId': 43336, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/liuzt7209f2hqa9mu1zw', 'jerseyNumber': 13, 'lastName': 'Thomas', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'M.Thomas', 'smartId': '32005448-4f30-8912-926a-d25d51327661', 'status': 'ACT', 'suffix': 'Jr.', 'uniformNumber': '13'}",Michael Thomas,WR,3300,2019,michael thomas,NYG,3/17/1990,8054.165942
5.154972376,3.411483824,8.144486486,2.563296073,4.065704698,0.654220874,80.54054054,41.33610603,9,149,185,1725,"{'season': 2019, 'currentTeamId': '3300', 'displayName': 'Michael Thomas', 'esbId': 'THO308912', 'firstName': 'Michael', 'footballName': 'Michael', 'gsisId': '00-0032765', 'gsisItId': 43336, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/liuzt7209f2hqa9mu1zw', 'jerseyNumber': 13, 'lastName': 'Thomas', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'M.Thomas', 'smartId': '32005448-4f30-8912-926a-d25d51327661', 'status': 'ACT', 'suffix': 'Jr.', 'uniformNumber': '13'}",Michael Thomas,WR,3300,2019,michael thomas,NO,3/17/1990,14265.76105
5.151511628,5.826984498,5.746261682,3.268650382,7.533058824,1.706074325,79.43925234,20.19344456,5,85,107,1053,"{'season': 2019, 'currentTeamId': '4500', 'displayName': 'George Kittle', 'esbId': 'KIT388290', 'firstName': 'George', 'footballName': 'George', 'gsisId': '00-0033288', 'gsisItId': 44959, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/n5dvz5zxymahzxnl4cq3', 'jerseyNumber': 85, 'lastName': 'Kittle', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'G.Kittle', 'smartId': '32004b49-5438-8290-eeed-c9c9cca62ec1', 'status': 'ACT', 'uniformNumber': '85'}",George Kittle,TE,4500,2019,george kittle,SF,10/9/1993,28523.45548
5.137659574,3.923006651,10.85134021,2.50301766,3.835151515,-0.087855136,68.04123711,34.56975828,5,66,97,869,"{'season': 2019, 'currentTeamId': '4500', 'displayName': 'Emmanuel Sanders', 'esbId': 'SAN295989', 'firstName': 'Emmanuel', 'footballName': 'Emmanuel', 'gsisId': '00-0027685', 'gsisItId': 35521, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/r6ebggjkzsl1lt3w5ano', 'jerseyNumber': 17, 'lastName': 'Sanders', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'E.Sanders', 'smartId': '32005341-4e29-5989-16d2-05d6a07248e9', 'status': 'ACT', 'uniformNumber': '17'}",Emmanuel Sanders,WR,4500,2019,emmanuel sanders,SF,3/17/1987,28523.45548
5.116422764,3.693511596,11.80395161,2.501444075,5.20625,1.512738404,58.06451613,42.93013284,6,72,124,1112,"{'season': 2019, 'currentTeamId': '1400', 'displayName': 'Courtland Sutton', 'esbId': 'SUT333526', 'firstName': 'Courtland', 'footballName': 'Courtland', 'gsisId': '00-0034348', 'gsisItId': 46109, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/kifp4mpoadcd1qrn3iiv', 'jerseyNumber': 14, 'lastName': 'Sutton', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'C.Sutton', 'smartId': '32005355-5433-3526-b2bf-88d6b83781c0', 'status': 'ACT', 'uniformNumber': '14'}",Courtland Sutton,WR,1400,2019,courtland sutton,DEN,10/10/1995,13782.74332
5.112653061,4.135146858,8.394333333,2.959677204,5.041081081,0.905934223,61.66666667,10.59901725,2,37,60,408,"{'season': 2019, 'currentTeamId': '2510', 'displayName': 'Gerald Everett', 'esbId': 'EVE166115', 'firstName': 'Gerald', 'footballName': 'Gerald', 'gsisId': '00-0033895', 'gsisItId': 44856, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/brbt0jiilylj1v5m16f3', 'jerseyNumber': 81, 'lastName': 'Everett', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'G.Everett', 'smartId': '32004556-4516-6115-f11c-124334bc44da', 'status': 'ACT', 'uniformNumber': '81'}",Gerald Everett,TE,2510,2019,gerald everett,LA,6/25/1994,22213.65715
5.058531469,3.258742668,11.08220779,2.23541376,3.05877551,-0.199967158,63.63636364,38.41337151,7,98,154,1147,"{'season': 2019, 'currentTeamId': '0810', 'displayName': 'Allen Robinson', 'esbId': 'ROB365982', 'firstName': 'Allen', 'footballName': 'Allen', 'gsisId': '00-0031428', 'gsisItId': 41290, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/bk03jfsdlx66m3z22qqi', 'jerseyNumber': 12, 'lastName': 'Robinson', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'A.Robinson', 'smartId': '3200524f-4236-5982-45ce-8ca18ca03af8', 'status': 'ACT', 'suffix': 'II', 'uniformNumber': '12'}",Allen Robinson,WR,810,2019,allen robinson,CHI,8/24/1993,12475.30377
5.050625,4.348480393,5.464375,2.896780837,5.344411765,0.995931371,70.83333333,5.772913154,7,34,48,341,"{'season': 2019, 'currentTeamId': '2120', 'displayName': 'Darren Fells', 'esbId': 'FEL484741', 'firstName': 'Darren', 'footballName': 'Darren', 'gsisId': '00-0029738', 'gsisItId': 39907, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/k9wphsxmikgerwiokwzi', 'jerseyNumber': 87, 'lastName': 'Fells', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'D.Fells', 'smartId': '32004645-4c48-4741-3cde-85c41f8d14ee', 'status': 'ACT', 'uniformNumber': '87'}",Darren Fells,TE,2120,2019,darren fells,HOU,4/22/1986,14809.98987
5.042903226,3.482921735,13.77359375,2.134388209,4.203194444,0.72027271,56.25,33.11781015,9,72,128,1202,"{'season': 2019, 'currentTeamId': '2700', 'displayName': 'DeVante Parker', 'esbId': 'PAR226609', 'firstName': 'DeVante', 'footballName': 'DeVante', 'gsisId': '00-0031547', 'gsisItId': 42357, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/eo6lkabi41o9qmivprcw', 'jerseyNumber': 11, 'lastName': 'Parker', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'D.Parker', 'smartId': '32005041-5222-6609-dc38-38b3aae27410', 'status': 'ACT', 'uniformNumber': '11'}",DeVante Parker,WR,2700,2019,devante parker,MIA,1/20/1993,17539.3791
