is_wr,targets,yards,avgCushion,avgIntendedAirYards,avgSeparation,avgYAC,percentShareOfIntendedAirYards,turf_percentage,total_round_trip_miles,total_snaps,avg_opponent_pass_epa,sos_win_pct,age_season_start,height,weight,forty,past_ir_count,next_season_ir,season
1,74,446,5.843478261,7.062297297,3.189910533,3.500612245,9.732827271,0.6875,13627.09298,516,0.018785335,0.531477092,23,72,184,4.42,0,0,2019
0,59,367,5.8376,7.95559322,2.322400105,6.37125,8.695104488,0.5625,13055.6118,525,0.025489721,0.498228952,22,77,247,4.7,0,0,2019
1,58,433,5.832280702,9.905172414,2.47961691,5.134722222,14.32321857,0.5625,6786.4375,459,0.005515216,0.457261029,31,75,225,4.52,1,0,2019
1,105,627,5.82019802,14.51361905,2.565260402,2.925,30.58135335,0.1875,15103.22834,955,0.04293604,0.536149273,23,71,195,4.31,1,0,2019
1,80,575,5.800125,11.713375,2.270224913,3.9675,19.66733829,0.125,15572.18963,647,-0.030991523,0.536551051,22,77,228,4.68,0,1,2019
0,89,570,5.787575758,10.36831461,2.619313143,3.918431373,17.33414984,0.3125,17539.3791,701,-0.017665174,0.468979779,23,78,252,4.54,0,0,2019
1,56,506,5.786727273,14.93875,2.94261503,7.445714286,17.55803215,0.125,15572.18963,403,-0.030991523,0.536551051,23,71,194,4.22,1,1,2019
0,55,418,5.778484848,7.193454545,3.387950714,7.066944444,8.707901027,0.1875,14809.98987,655,0.006193194,0.534399725,27,76,243,,0,0,2019
1,81,802,5.771447368,7.828888889,3.179719618,8.518245614,20.82698371,0.125,28523.45548,857,0.03880248,0.526458367,23,72,214,4.48,0,1,2019
0,52,375,5.768444444,9.376346154,3.197176865,5.438064516,12.38468025,0.625,11926.73936,325,0.052795835,0.491987283,26,76,253,4.6,0,0,2019
1,85,670,5.742658228,9.525764706,2.169495335,6.098571429,16.59493271,0.6875,8054.165942,624,0.02881312,0.456520629,31,71,197,4.42,0,0,2019
1,46,359,5.736888889,9.713913043,3.163584991,4.9153125,11.83769922,0.1875,21850.53193,455,0.004881634,0.51565725,26,69,180,4.27,2,0,2019
1,72,607,5.731805556,11.54666667,2.824932574,5.864634146,21.11722989,0.625,11926.73936,799,0.052795835,0.491987283,24,74,214,4.55,0,0,2019
1,85,656,5.717236842,10.33858824,3.118524861,4.438461538,19.77951239,0.125,12475.30377,686,0.033500705,0.495241819,24,71,199,4.5,0,0,2019
1,83,576,5.7105,9.937951807,3.129946215,3.318947368,16.90564321,0.6875,8054.165942,602,0.02881312,0.456520629,26,70,201,4.48,0,1,2019
1,56,452,5.695535714,16.62553571,2.550962272,5.893076923,19.2681246,0.3125,16682.30513,548,0.027878672,0.477734539,24,76,207,4.37,0,0,2019
0,97,787,5.695411765,6.815979381,3.538407925,4.548133333,12.31292694,0.6875,13627.09298,724,0.018785335,0.531477092,24,76,254,4.72,0,0,2019
1,153,1117,5.683943662,9.175882353,2.835081643,3.5497,31.78366704,0.125,10121.62254,1058,0.04606132,0.467437878,33,70,200,4.52,2,1,2019
1,138,1174,5.678473282,9.802681159,2.587291263,5.538072289,29.60809119,0.0625,13418.22246,976,-0.011796974,0.518047762,26,71,196,4.65,0,0,2019
1,55,287,5.675098039,8.126363636,3.264178571,3.658823529,9.249850475,0.3125,16682.30513,691,0.027878672,0.477734539,25,75,202,4.67,1,0,2019
0,83,529,5.671481481,6.527710843,3.270660897,2.812222222,9.916266301,0.75,18251.1564,845,0.041035194,0.461345997,37,78,263,4.65,0,0,2019
0,48,367,5.64625,7.08625,3.36194834,5.167179487,9.662080015,0.8125,17987.18723,897,0.05367205,0.501821513,29,78,265,4.83,1,1,2019
0,86,607,5.644428571,5.807325581,3.043334303,6.227241379,10.24253288,0.3125,10341.24902,832,0.044405393,0.456843522,24,77,256,4.64,0,1,2019
1,127,997,5.639669421,10.00181102,3.195246002,4.973012048,26.28803573,0.3125,16682.30513,797,0.027878672,0.477734539,26,73,215,4.56,0,0,2019
0,60,447,5.615,9.219666667,3.893748261,6.818684211,11.44833267,0.3125,16682.30513,673,0.027878672,0.477734539,32,79,265,4.53,1,0,2019
1,113,1107,5.573539823,12.60469027,2.218435904,5.365909091,26.06872569,0.75,18251.1564,846,0.041035194,0.461345997,23,73,200,4.51,0,0,2019
1,157,1394,5.55704698,12.28585987,2.163866476,3.673737374,35.92249644,0.6875,13627.09298,812,0.018785335,0.531477092,30,75,220,4.34,1,0,2019
1,71,670,5.538142857,14.03507042,2.97122408,4.849591837,21.93240394,0.1875,14809.98987,639,0.006193194,0.534399725,25,72,184,4.32,1,0,2019
1,46,339,5.525365854,8.539782609,3.009347814,4.741612903,10.71792031,0.1875,15488.31238,757,0.013195359,0.491458245,26,71,205,4.62,0,0,2019
1,133,1035,5.51484375,13.25729323,2.583158398,4.594054054,38.59161465,0.0625,13418.22246,993,-0.011796974,0.518047762,26,71,198,,1,1,2019
1,47,374,5.512325581,7.198723404,2.913437429,3.466486486,8.926399548,0.125,14043.33279,388,0.044406664,0.529395923,26,71,195,4.53,0,1,2019
0,76,652,5.490350877,10.22842105,2.585142808,3.308363636,15.7768478,0.125,24880.73956,614,0.031250928,0.513774671,24,77,250,4.79,1,0,2019
0,66,562,5.487,7.843181818,2.71618084,8.4905,15.18271168,0.25,13782.74332,695,0.025272379,0.507570627,21,76,249,4.5,0,0,2019
1,148,1046,5.473178295,9.160878378,2.642543886,4.157888889,28.45590396,0.125,15572.18963,978,-0.030991523,0.536551051,24,74,203,4.58,1,0,2019
1,47,426,5.430212766,11.38021277,2.397657302,6.007037037,11.41367669,0.5625,35553.16235,456,0.005700142,0.530688616,28,75,225,4.52,0,0,2019
0,55,311,5.421111111,7.151636364,2.570152218,2.779444444,6.160665341,0.25,15718.19533,431,0.061617047,0.487538162,28,77,245,4.77,1,0,2019
1,119,1189,5.394745763,12.84865546,2.555398621,3.275063291,27.98425989,0.75,18251.1564,845,0.041035194,0.461345997,25,73,211,4.42,0,0,2019
0,72,448,5.390392157,7.117083333,3.531383293,5.391162791,13.01614476,0.625,11926.73936,798,0.052795835,0.491987283,29,78,262,4.9,1,0,2019
1,149,1199,5.390367647,10.04677852,2.745371925,3.722211538,30.38163508,0.125,24880.73956,931,0.031250928,0.513774671,27,74,211,4.58,2,0,2019
0,136,1229,5.39,9.310514706,3.077840743,4.494639175,26.9855613,0.5625,13548.70984,1151,0.006781403,0.5243627,29,77,260,4.63,1,0,2019
0,63,436,5.384,8.44031746,2.418961464,2.937906977,11.16022331,0.125,15572.18963,491,-0.030991523,0.536551051,28,78,255,4.68,4,0,2019
0,47,311,5.376315789,6.058510638,2.989143628,3.886944444,8.088661387,0.8125,17987.18723,684,0.05367205,0.501821513,21,74,240,4.63,0,0,2019
0,117,1145,5.36606383,7.208376068,3.143290086,6.862444444,25.95846055,0.25,"30,810.65",922,0.04344977,0.482524671,26,78,255,4.46,1,0,2019
1,55,449,5.363703704,13.35909091,3.077793218,3.3753125,15.65879908,0.5625,13548.70984,834,0.006781403,0.5243627,24,73,203,4.59,0,0,2019
1,90,673,5.341710526,9.648111111,2.867584117,5.880769231,18.50562097,0.5625,13548.70984,918,0.006781403,0.5243627,26,73,211,4.43,1,0,2019
1,118,1157,5.341025641,15.27737288,2.424221524,4.310447761,28.23515592,0.25,15718.19533,792,0.061617047,0.487538162,26,77,231,4.53,0,0,2019
1,54,397,5.329038462,13.89314815,2.895081677,3.164482759,16.98475011,0.125,10121.62254,591,0.04606132,0.467437878,26,70,192,4.33,0,1,2019
1,52,297,5.271041667,8.563269231,3.256236562,4.630357143,13.06038768,0.25,13782.74332,653,0.025272379,0.507570627,24,73,206,4.52,0,0,2019
1,116,1190,5.270877193,15.40327586,1.947506026,4.889076923,33.09949039,0.5625,13055.6118,937,0.025489721,0.498228952,25,76,213,4.5,0,0,2019
1,135,1175,5.25625,11.14214815,2.640551015,4.783103448,30.18522235,0.1875,15103.22834,910,0.04293604,0.536149273,22,72,215,4.56,0,0,2019
1,90,1001,5.233258427,17.38944444,2.003895259,4.761020408,31.76334728,0.125,24880.73956,839,0.031250928,0.513774671,24,76,218,5.3,3,0,2019
1,93,919,5.23173913,14.14709677,2.111865233,3.896551724,37.09160415,0.25,9378.526001,764,0.01133364,0.486331484,23,72,210,4.35,0,0,2019
0,82,597,5.200952381,8.764146341,2.821402272,4.449038462,14.42165677,0.1875,15103.22834,790,0.04293604,0.536149273,34,77,255,4.51,2,1,2019
0,55,273,5.162903226,4.634545455,3.780452965,4.748421053,6.748331449,0.0625,15126.08471,684,0.011821044,0.485769801,29,76,267,4.69,2,0,2019
1,89,520,5.161025641,7.551797753,3.101366127,3.276271186,15.2161609,0.125,10121.62254,803,0.04606132,0.467437878,30,74,215,4.62,1,0,2019
1,185,1725,5.154972376,8.144486486,2.563296073,4.065704698,41.33610603,0.6875,8054.165942,995,0.02881312,0.456520629,29,70,195,4.57,2,1,2019
0,107,1053,5.151511628,5.746261682,3.268650382,7.533058824,20.19344456,0.125,28523.45548,980,0.03880248,0.526458367,25,76,250,4.52,0,1,2019
1,97,869,5.137659574,10.85134021,2.50301766,3.835151515,34.56975828,0.125,28523.45548,996,0.03880248,0.526458367,32,71,180,4.4,1,0,2019
1,124,1112,5.116422764,11.80395161,2.501444075,5.20625,42.93013284,0.25,13782.74332,933,0.025272379,0.507570627,23,76,216,4.54,0,1,2019
0,60,408,5.112653061,8.394333333,2.959677204,5.041081081,10.59901725,0.1875,22213.65715,440,0.010838929,0.5195635,25,75,240,4.62,0,0,2019
1,154,1147,5.058531469,11.08220779,2.23541376,3.05877551,38.41337151,0.125,12475.30377,1003,0.033500705,0.495241819,26,74,220,4.6,2,0,2019
0,48,341,5.050625,5.464375,2.896780837,5.344411765,5.772913154,0.1875,14809.98987,882,0.006193194,0.534399725,33,79,270,4.94,0,0,2019
1,128,1202,5.042903226,13.77359375,2.134388209,4.203194444,33.11781015,0.3125,17539.3791,905,-0.017665174,0.468979779,26,75,216,4.45,0,0,2019
0,53,459,5.040833333,9.415660377,2.466795176,5.020882353,7.816028944,0.25,15718.19533,782,0.061617047,0.487538162,24,78,250,4.51,2,1,2019
1,150,1165,5.038819444,10.28633333,2.672764359,3.908846154,33.95980156,0.1875,14809.98987,1116,0.006193194,0.534399725,27,73,212,4.57,0,0,2019
1,90,775,5.002222222,14.30633333,2.343314128,5.351489362,29.96028006,0.125,13440.13123,866,0.05485951,0.484174783,26,75,205,4.35,1,0,2019
1,64,651,4.960862069,13.48765625,2.61973489,5.038809524,26.56880971,0.25,"30,810.65",727,0.04344977,0.482524671,27,76,205,4.43,0,1,2019
1,84,1051,4.9575,13.44666667,2.18627347,8.835384615,29.8000438,0.125,14043.33279,842,0.044406664,0.529395923,22,73,226,4.49,0,0,2019
1,100,900,4.9111,13.3591,2.47979123,5.038275862,28.5071977,0.5625,35553.16235,1038,0.005700142,0.530688616,21,76,230,4.33,0,0,2019
0,65,705,4.880784314,10.87353846,2.349453497,6.057209302,19.39002543,0.625,14265.76105,535,0.035927385,0.489400585,32,77,254,4.49,1,0,2019
1,70,552,4.861612903,9.573285714,2.373298046,6.033095238,17.74130778,0.0625,15126.08471,573,0.011821044,0.485769801,22,73,215,4.54,0,0,2019
1,84,740,4.806666667,14.52440476,2.163035078,3.984375,25.00543129,0.6875,8054.165942,701,0.02881312,0.456520629,22,73,190,4.39,0,0,2019
1,73,490,4.767638889,11.21,2.483647299,3.140232558,16.78267611,0.3125,10341.24902,493,0.044405393,0.456843522,29,75,218,4.48,1,0,2019
1,115,1060,4.649553571,14.16173913,2.387455361,3.112777778,36.13842931,0.6875,11158.06649,997,0.019048922,0.460574374,29,71,179,4.34,0,1,2019
1,94,1126,4.621182796,14.89797872,2.504979811,5.098571429,39.78030656,0.8125,17987.18723,877,0.05367205,0.501821513,25,72,191,4.46,0,0,2019
1,60,428,4.540338983,14.3445,2.125521711,2.42,16.16743183,0.3125,17539.3791,404,-0.017665174,0.468979779,22,77,218,4.61,0,1,2019
0,50,388,4.45975,9.4782,2.844542227,5.597142857,10.51600334,0.6875,11158.06649,705,0.019048922,0.460574374,22,76,254,4.51,0,0,2019
1,96,779,4.337446809,15.344375,2.173501235,3.8,36.72577955,0.5625,6786.4375,927,0.005515216,0.457261029,26,75,190,4.36,0,0,2019
1,98,631,7.62752809,11.73540816,3.21906344,4.420327869,24.44892293,0.25,11587.30507,781,0.10003755,0.494425221,22,71,172,4.38,0,0,2020
1,100,769,7.455670103,13.7479,3.265744792,4.845344828,39.29655567,0.0625,8024.270075,914,0.0696412,0.498867676,23,69,170,4.27,0,0,2020
1,55,394,7.141666667,7.708,3.423245681,6.172702703,10.4288487,0.875,21108.92106,290,0.027098445,0.581360724,24,69,190,4.44,1,1,2020
1,79,600,7.064571429,6.410253165,3.311375513,5.222068966,10.52295826,0.1875,15434.58898,585,0.09309268,0.527394812,21,73,220,,0,0,2020
1,43,452,6.963589744,16.91953488,3.34740267,5.998076923,16.75838161,0.25,24146.69033,581,0.048290774,0.531851995,21,72,190,,0,0,2020
1,48,477,6.951458333,10.93416667,3.524658653,8.1090625,14.5610112,0.1875,13707.10152,711,0.05083388,0.46212995,24,77,214,,1,0,2020
1,44,391,6.914634146,2.106818182,4.6000523,12.26939394,2.459362158,0.375,25451.52813,305,0.012677608,0.532670332,24,72,214,4.48,0,0,2020
1,129,936,6.900932203,7.077906977,3.41209112,5.669888889,23.93202942,0.625,31508.9842,1119,0.03644945,0.514152859,28,72,193,4.51,1,1,2020
1,97,851,6.805316456,7.058041237,3.473624456,4.562987013,17.12504033,0.3125,12642.02966,659,0.056065865,0.527917527,24,71,195,4.31,1,1,2020
1,92,984,6.78,12.29195652,2.411305685,4.483076923,28.83890547,0.125,9106.518273,751,0.10302499,0.469137629,25,75,209,,0,1,2020
1,47,417,6.7175,9.268723404,4.093774477,5.173428571,9.435163707,0.6875,28986.91208,513,0.016791783,0.450563043,25,72,215,4.86,0,0,2020
1,119,1143,6.692454545,12.02756303,2.98250915,4.318518519,30.35009224,0.125,14674.35299,801,0.09684313,0.517526391,26,70,183,4.33,1,0,2020
1,50,448,6.68,9.5078,3.48488347,3.855882353,14.56558173,0.625,14008.62707,706,0.08150795,0.475614417,24,74,210,4.49,0,1,2020
1,69,602,6.6728125,8.304202899,3.434234043,6.55326087,11.51875298,0.625,10345.77332,460,0.07628672,0.495302288,34,71,185,4.58,1,1,2020
1,115,978,6.661071429,12.86669565,2.533997025,2.785526316,29.74563818,0.625,10345.77332,939,0.07628672,0.495302288,30,74,198,4.46,3,0,2020
0,89,615,6.647580645,6.737191011,3.065083673,4.491746032,12.84885914,0.75,19448.69305,973,0.024790712,0.45263991,24,77,242,4.75,0,0,2020
1,77,656,6.631029412,6.841688312,3.477421529,6.495892857,12.13470464,0.25,24146.69033,550,0.048290774,0.531851995,24,70,185,4.59,0,0,2020
1,59,466,6.608245614,9.587118644,4.223176901,3.862888889,11.27406232,0.625,17702.04307,845,0.07272215,0.507079101,25,73,203,4.59,0,0,2020
1,54,373,6.589245283,10.11777778,3.146773974,4.798888889,12.85782869,0.125,24425.94498,370,0.0753505,0.456284131,27,67,169,,2,1,2020
1,88,642,6.579012346,11.38920455,3.260938638,3.462727273,20.82627695,0.1875,15434.58898,785,0.09309268,0.527394812,27,73,194,4.59,0,0,2020
1,52,388,6.578958333,9.095,2.136361178,2.413428571,12.0676897,0.6875,15911.48802,424,0.009893209,0.485957925,32,71,197,4.42,0,0,2020
1,82,726,6.559506173,9.351829268,3.125095525,2.860655738,23.49569059,0.625,14008.62707,652,0.08150795,0.475614417,33,71,180,4.4,1,0,2020
0,88,571,6.558548387,6.696136364,3.418660985,4.787142857,10.76795161,0.8125,12167.0377,786,0.064562514,0.54629988,27,76,245,4.67,0,1,2020
1,130,1114,6.5578125,9.109692308,2.531540953,4.61,25.37714501,0.75,19448.69305,944,0.024790712,0.45263991,26,73,211,4.42,0,0,2020
1,54,396,6.530769231,13.85148148,3.281032594,5.553225806,14.36009476,0.125,14898.41217,511,0.006848845,0.51904616,21,71,195,4.47,0,0,2020
0,91,558,6.495735294,7.624395604,2.996042495,3.622857143,14.61935565,0.1875,6626.193273,815,0.07966245,0.467864081,27,76,253,4.6,1,1,2020
1,90,656,6.486853933,8.160222222,3.026044202,3.183939394,18.73969778,0.6875,15911.48802,561,0.009893209,0.485957925,27,70,201,4.48,0,1,2020
1,48,441,6.458292683,6.974375,2.86361529,4.723421053,7.098751034,0.125,14674.35299,369,0.09684313,0.517526391,30,70,192,4.46,1,1,2020
1,84,840,6.435454545,9.795238095,2.953453672,4.811692308,14.69115192,0.25,20782.13439,915,0.0709579,0.51999484,24,73,209,4.42,0,1,2020
1,136,1093,6.432755906,9.594338235,2.882738763,5.475157895,32.63845636,0.3125,12642.02966,805,0.056065865,0.527917527,27,75,190,4.36,0,0,2020
1,108,908,6.428018868,12.045,2.47992286,4.621492537,27.29126544,0.0625,7505.353931,805,0.043029454,0.509957108,21,76,210,4.43,0,0,2020
0,44,243,6.427096774,6.157272727,3.557170997,5.498928571,5.759390472,0.25,11587.30507,644,0.10003755,0.494425221,21,78,258,4.7,0,0,2020
0,65,524,6.407142857,8.760153846,2.850925907,4.491521739,10.93181844,0.125,14898.41217,604,0.006848845,0.51904616,25,77,256,4.64,0,0,2020
0,53,387,6.371621622,7.172830189,2.421021808,3.705384615,9.69474409,0.125,9106.518273,360,0.10302499,0.469137629,25,74,246,,0,0,2020
1,124,974,6.346637931,6.328064516,3.237742267,5.812826087,20.56731268,0.625,31508.9842,902,0.03644945,0.514152859,27,74,208,4.62,1,0,2020
1,62,560,6.343035714,10.56032258,3.40840983,7.19902439,13.04996034,0.625,17702.04307,591,0.07272215,0.507079101,22,70,187,4.33,0,0,2020
1,160,1407,6.304968553,8.9670625,3.142846884,4.690782609,33.20719169,0.3125,22615.58572,1043,0.034151647,0.462357832,28,73,212,4.57,0,1,2020
0,60,504,6.29755102,11.711,2.200846682,3.305675676,21.52895866,0.625,14008.62707,531,0.08150795,0.475614417,33,77,254,4.49,1,0,2020
0,60,349,6.29097561,8.535,2.477850351,3.198055556,10.64119374,0.1875,15434.58898,548,0.09309268,0.527394812,29,78,255,4.68,4,0,2020
1,81,729,6.290133333,10.2908642,3.412791636,3.804576271,28.29588543,0.375,24540.60019,665,0.0476752,0.517482048,23,74,200,4.63,0,0,2020
1,61,503,6.276166667,8.503114754,3.174078157,7.08325,13.0206346,0.5625,9697.411646,772,0.1436799,0.448304296,22,76,220,4.52,0,0,2020
1,101,840,6.26923913,8.78980198,3.208957795,4.885833333,21.1461415,0.1875,9047.314267,815,0.06781257,0.468692667,27,71,196,4.65,0,1,2020
1,62,599,6.266885246,15.905,3.16748388,3.934285714,19.4541222,0.5625,21727.15594,870,0.042374015,0.535151087,21,74,213,4.54,0,0,2020
1,62,483,6.250163934,8.760483871,3.212629714,5.747777778,9.697981484,0.25,20782.13439,406,0.0709579,0.51999484,32,70,185,4.56,0,0,2020
0,45,438,6.238108108,12.61111111,3.904784194,5.808709677,13.13493221,0.3125,22615.58572,469,0.034151647,0.462357832,25,78,220,4.64,1,1,2020
1,46,451,6.223333333,10.18065217,3.691646872,6.091818182,11.57538547,0.25,12380.53793,582,0.116303705,0.448257081,24,77,227,4.55,0,0,2020
0,47,250,6.222926829,7.508723404,3.253626961,3.1675,8.859072196,0.5625,9697.411646,395,0.1436799,0.448304296,28,74,238,4.62,1,0,2020
1,74,667,6.218,9.648783784,2.845233708,4.544897959,18.94292529,0.375,25451.52813,688,0.012677608,0.532670332,25,73,203,4.68,0,0,2020
1,132,1054,6.205583333,10.00545455,3.395380351,3.4658,28.60503044,0.6875,28986.91208,1002,0.016791783,0.450563043,27,70,182,4.4,1,0,2020
1,79,621,6.191351351,11.97417722,3.454007267,3.901875,21.89448541,0.3125,22615.58572,781,0.034151647,0.462357832,23,71,200,4.47,1,0,2020
1,55,511,6.191090909,16.40527273,3.070112757,6.755357143,19.18835118,0.6875,25398.18167,920,0.075409055,0.477087902,23,73,212,4.39,0,0,2020
0,109,654,6.19060241,7.094220183,2.947230694,4.733968254,19.73100693,0.6875,15911.48802,837,0.009893209,0.485957925,25,75,240,4.42,1,0,2020
0,93,673,6.18915493,6.92655914,3.473756995,6.12016129,12.7588734,0.25,18555.71152,733,0.06182024,0.557740476,22,76,249,4.5,0,0,2020
1,53,501,6.188,15.31188679,3.437165888,3.774848485,14.48992528,0.25,20782.13439,495,0.0709579,0.51999484,23,69,174,4.3,1,1,2020
1,107,967,6.18688172,7.87411215,3.510714332,4.452804878,16.62155497,0.5625,21727.15594,817,0.042374015,0.535151087,31,68,174,4.49,0,0,2020
1,68,771,6.172769231,11.73441176,2.73293571,4.708627451,14.58130419,0.8125,12167.0377,468,0.064562514,0.54629988,31,75,220,4.34,1,1,2020
1,48,432,6.159512195,8.636458333,3.226845766,6.026969697,11.84936401,0.0625,8024.270075,632,0.0696412,0.498867676,27,71,205,4.62,0,0,2020
1,108,925,6.159423077,12.13472222,2.668449227,3.21,32.46909298,0.75,12972.40301,926,0.111193106,0.490247141,30,74,200,4.45,0,1,2020
0,59,586,6.153877551,7.873389831,4.243192498,4.457307692,11.48195386,0.25,12380.53793,734,0.116303705,0.448257081,26,77,237,4.58,0,1,2020
1,72,409,6.143,5.915277778,3.312021113,3.557407407,9.857564101,0.3125,22615.58572,745,0.034151647,0.462357832,37,75,218,4.48,0,0,2020
1,56,381,6.141764706,11.01839286,3.189248627,4.418333333,12.22131992,0.25,18555.71152,521,0.06182024,0.557740476,21,69,176,3.93,0,1,2020
1,128,831,6.138846154,5.827265625,3.056727046,4.386185567,15.7165132,0.1875,6626.193273,1009,0.07966245,0.467864081,23,73,215,4.54,0,1,2020
1,67,539,6.100909091,13.06313433,2.491713158,2.898421053,16.80310401,0.125,14898.41217,553,0.006848845,0.51904616,24,74,215,4.58,0,0,2020
0,45,287,6.088,6.796444444,3.640405903,4.546129032,7.52360968,0.875,21108.92106,675,0.027098445,0.581360724,24,76,252,4.78,0,0,2020
1,44,293,6.087142857,13.82909091,2.805171821,3.969130435,12.05197275,0.25,18555.71152,534,0.06182024,0.557740476,25,73,206,4.52,0,0,2020
1,143,1374,6.086571429,14.88398601,2.92646925,3.071222222,38.89389385,0.8125,12167.0377,822,0.064562514,0.54629988,25,73,190,4.43,1,0,2020
1,89,699,6.0845,7.553595506,3.23180278,5.589491525,16.5377226,0.875,21108.92106,593,0.027098445,0.581360724,27,69,177,4.56,0,0,2020
1,57,309,6.038035714,8.152982456,2.854030523,3.332727273,15.77530577,0.375,24540.60019,584,0.0476752,0.517482048,22,76,225,4.53,1,1,2020
1,118,1193,6.029230769,13.40788136,2.51026078,6.096212121,39.57471929,0.3125,12642.02966,836,0.056065865,0.527917527,23,72,215,4.56,0,0,2020
1,60,505,5.930833333,15.574,2.620778234,5.662,22.98705803,0.875,21108.92106,651,0.027098445,0.581360724,26,73,215,4.19,1,0,2020
0,85,703,5.918194444,11.13388235,2.049102035,3.775471698,22.27174742,0.125,24425.94498,621,0.0753505,0.456284131,24,78,252,4.54,0,0,2020
1,110,841,5.903253012,8.620636364,2.741550116,4.762531646,19.89413794,0.0625,7505.353931,746,0.043029454,0.509957108,25,74,203,4.58,1,0,2020
1,111,935,5.873218391,9.376486486,3.015356083,4.560945946,22.3027703,0.75,19448.69305,731,0.024790712,0.45263991,21,74,189,4.5,0,0,2020
0,72,335,5.858305085,7.33875,2.967404201,2.862222222,10.14429593,0.125,14898.41217,635,0.006848845,0.51904616,29,77,250,4.76,0,0,2020
0,53,349,5.8521875,4.45490566,3.855346143,5.1995,4.953446706,0.0625,7505.353931,868,0.043029454,0.509957108,24,76,259,4.71,1,0,2020
1,71,629,5.831290323,10.93887324,2.94331581,5.584772727,19.49643539,0.5625,9697.411646,907,0.1436799,0.448304296,25,74,214,4.55,0,0,2020
1,79,419,5.821,6.059240506,3.523452703,3.032830189,9.18993845,0.125,14898.41217,791,0.006848845,0.51904616,25,71,190,4.59,0,0,2020
1,77,604,5.806184211,11.85441558,2.981461598,3.493617021,30.98541348,0.375,24540.60019,901,0.0476752,0.517482048,27,69,180,4.27,2,0,2020
1,125,1400,5.797131148,11.50008,2.634390197,5.318977273,35.61454798,0.75,12972.40301,886,0.111193106,0.490247141,21,73,192,4.43,0,0,2020
0,145,1196,5.777477477,7.883931034,2.953782116,5.679906542,26.33213171,0.25,24146.69033,993,0.048290774,0.531851995,27,78,255,4.46,1,0,2020
0,110,670,5.768918919,7.288090909,2.902572639,4.099166667,22.24185861,0.1875,13707.10152,1081,0.05083388,0.46212995,29,78,250,4.61,0,1,2020
0,76,456,5.759047619,7.101842105,3.037817974,4.1266,11.4741378,0.25,11587.30507,649,0.10003755,0.494425221,33,79,265,4.53,1,0,2020
0,62,417,5.726792453,6.31,3.601964477,6.026341463,10.25429993,0.625,31508.9842,707,0.03644945,0.514152859,26,75,240,4.62,0,0,2020
1,147,992,5.726766917,7.237823129,2.944502019,4.6515,22.62647056,0.6875,25398.18167,874,0.075409055,0.477087902,28,74,211,4.58,2,0,2020
0,65,448,5.722307692,5.683692308,3.27276598,6.260487805,9.421365364,0.125,9106.518273,778,0.10302499,0.469137629,25,75,248,4.62,1,0,2020
1,109,859,5.712242991,13.30431193,2.513778395,5.209354839,30.55626962,0.1875,6626.193273,761,0.07966245,0.467864081,22,76,227,4.42,0,0,2020
1,79,742,5.700263158,12.46189873,2.595981618,4.995098039,19.49948503,0.25,18555.71152,750,0.06182024,0.557740476,26,76,212,4.47,1,0,2020
0,101,723,5.689506173,7.167425743,3.325123785,5.062686567,14.55268062,0.625,10345.77332,766,0.07628672,0.495302288,23,77,248,4.7,1,1,2020
1,63,471,5.675862069,10.82031746,2.785846581,4.70325,14.16498526,0.1875,15434.58898,439,0.09309268,0.527394812,27,75,205,4.35,1,0,2020
1,56,392,5.671454545,12.99357143,2.276561617,4.607333333,15.33197075,0.1875,6626.193273,514,0.07966245,0.467864081,24,71,213,4.54,0,0,2020
0,63,634,5.670377358,6.921904762,3.859116871,6.624583333,11.56934897,0.375,25451.52813,443,0.012677608,0.532670332,26,76,250,4.52,0,1,2020
0,88,701,5.632089552,10.42590909,2.595598192,3.386551724,26.22495355,0.0625,8024.270075,699,0.0696412,0.498867676,24,77,255,4.67,0,0,2020
1,135,1276,5.626465517,13.22511111,3.433063851,5.22183908,35.58552813,0.625,17702.04307,1083,0.07272215,0.507079101,26,70,185,4.29,0,0,2020
0,60,521,5.625490196,7.607666667,3.065636977,5.817045455,11.96431099,0.625,31508.9842,908,0.03644945,0.514152859,27,78,257,4.77,0,1,2020
1,93,706,5.609230769,14.21709677,2.280449723,3.317924528,27.47447755,0.1875,15434.58898,702,0.09309268,0.527394812,23,76,198,4.34,0,1,2020
1,44,276,5.609210526,9.224772727,2.760845132,2.876071429,9.552061074,0.125,24425.94498,374,0.0753505,0.456284131,24,74,195,4.61,1,0,2020
1,151,1250,5.600753425,9.500066225,2.307674202,3.64127451,30.4957302,0.25,11587.30507,954,0.10003755,0.494425221,27,74,220,4.6,2,0,2020
1,105,843,5.556952381,12.12619048,2.718619436,4.511016949,27.28408448,0.75,19448.69305,1004,0.024790712,0.45263991,24,73,200,4.51,0,1,2020
1,96,748,5.548461538,9.6671875,2.780034138,4.8825,24.62147843,0.375,25451.52813,728,0.012677608,0.532670332,22,72,206,4.5,0,0,2020
0,46,231,5.539069767,8.464782609,2.092486751,3.260384615,10.33038228,0.375,25451.52813,247,0.012677608,0.532670332,30,74,242,4.72,4,0,2020
1,63,690,5.532666667,18.02825397,3.120286621,7.623939394,28.07347976,0.25,12380.53793,875,0.116303705,0.448257081,25,76,207,4.37,0,1,2020
