is_wr,recTouchdowns,receptions,targets,yards,avgCushion,avgExpectedYAC,avgIntendedAirYards,avgSeparation,avgYAC,avgYACAboveExpectation,catchPercentage,percentShareOfIntendedAirYards,turf_percentage,total_round_trip_miles,total_snaps,avg_opponent_pass_epa,sos_win_pct,age_season_start,height,weight,forty,past_ir_count,next_season_ir
1,5,61,82,726,6.559506173,3.330620329,9.351829268,3.125095525,2.860655738,-0.469964591,74.3902439,23.49569059,0.625,14008.62707,652,0.08150795,0.475614417,33,71,180,4.4,1,0
0,6,56,88,571,6.558548387,5.1954414,6.696136364,3.418660985,4.787142857,-0.408298543,63.63636364,10.76795161,0.8125,12167.0377,786,0.064562514,0.54629988,27,76,245,4.67,0,1
1,5,92,130,1114,6.5578125,3.68697514,9.109692308,2.531540953,4.61,0.92302486,70.76923077,25.37714501,0.75,19448.69305,944,0.024790712,0.45263991,26,73,211,4.42,0,0
1,1,31,54,396,6.530769231,5.470692288,13.85148148,3.281032594,5.553225806,0.082533519,57.40740741,14.36009476,0.125,14898.41217,511,0.006848845,0.51904616,21,71,195,4.47,0,0
0,5,56,91,558,6.495735294,3.656230579,7.624395604,2.996042495,3.622857143,-0.033373436,61.53846154,14.61935565,0.1875,6626.193273,815,0.07966245,0.467864081,27,76,253,4.6,1,1
1,3,66,90,656,6.486853933,3.492237986,8.160222222,3.026044202,3.183939394,-0.308298592,73.33333333,18.73969778,0.6875,15911.48802,561,0.009893209,0.485957925,27,70,201,4.48,0,1
1,3,38,48,441,6.458292683,4.732513176,6.974375,2.86361529,4.723421053,-0.009092124,79.16666667,7.098751034,0.125,14674.35299,369,0.09684313,0.517526391,30,70,192,4.46,1,1
1,7,65,84,840,6.435454545,3.738555946,9.795238095,2.953453672,4.811692308,1.073136361,77.38095238,14.69115192,0.25,20782.13439,915,0.0709579,0.51999484,24,73,209,4.42,0,1
1,3,95,136,1093,6.432755906,4.811136186,9.594338235,2.882738763,5.475157895,0.664021709,69.85294118,32.63845636,0.3125,12642.02966,805,0.056065865,0.527917527,27,75,190,4.36,0,0
1,6,67,108,908,6.428018868,3.244749659,12.045,2.47992286,4.621492537,1.376742878,62.03703704,27.29126544,0.0625,7505.353931,805,0.043029454,0.509957108,21,76,210,4.43,0,0
0,2,28,44,243,6.427096774,5.189630391,6.157272727,3.557170997,5.498928571,0.30929818,63.63636364,5.759390472,0.25,11587.30507,644,0.10003755,0.494425221,21,78,258,4.7,0,0
0,3,46,65,524,6.407142857,4.138771865,8.760153846,2.850925907,4.491521739,0.352749874,70.76923077,10.93181844,0.125,14898.41217,604,0.006848845,0.51904616,25,77,256,4.64,0,0
0,1,39,53,387,6.371621622,3.102038423,7.172830189,2.421021808,3.705384615,0.603346192,73.58490566,9.69474409,0.125,9106.518273,360,0.10302499,0.469137629,25,74,246,,0,0
1,3,92,124,974,6.346637931,4.428676559,6.328064516,3.237742267,5.812826087,1.384149528,74.19354839,20.56731268,0.625,31508.9842,902,0.03644945,0.514152859,27,74,208,4.62,1,0
1,4,41,62,560,6.343035714,6.400721649,10.56032258,3.40840983,7.19902439,0.798302741,66.12903226,13.04996034,0.625,17702.04307,591,0.07272215,0.507079101,22,70,187,4.33,0,0
1,6,115,160,1407,6.304968553,3.629404293,8.9670625,3.142846884,4.690782609,1.061378315,71.875,33.20719169,0.3125,22615.58572,1043,0.034151647,0.462357832,28,73,212,4.57,0,1
0,7,37,60,504,6.29755102,2.00869252,11.711,2.200846682,3.305675676,1.296983156,61.66666667,21.52895866,0.625,14008.62707,531,0.08150795,0.475614417,33,77,254,4.49,1,0
0,2,36,60,349,6.29097561,3.047049385,8.535,2.477850351,3.198055556,0.151006171,60,10.64119374,0.1875,15434.58898,548,0.09309268,0.527394812,29,78,255,4.68,4,0
1,0,59,81,729,6.290133333,3.864131381,10.2908642,3.412791636,3.804576271,-0.05955511,72.83950617,28.29588543,0.375,24540.60019,665,0.0476752,0.517482048,23,74,200,4.63,0,0
1,1,40,61,503,6.276166667,5.835817866,8.503114754,3.174078157,7.08325,1.247432134,65.57377049,13.0206346,0.5625,9697.411646,772,0.1436799,0.448304296,22,76,220,4.52,0,0
1,3,72,101,840,6.26923913,4.186592712,8.78980198,3.208957795,4.885833333,0.699240621,71.28712871,21.1461415,0.1875,9047.314267,815,0.06781257,0.468692667,27,71,196,4.65,0,1
1,7,35,62,599,6.266885246,3.702748723,15.905,3.16748388,3.934285714,0.231536991,56.4516129,19.4541222,0.5625,21727.15594,870,0.042374015,0.535151087,21,74,213,4.54,0,0
1,4,45,62,483,6.250163934,5.27419367,8.760483871,3.212629714,5.747777778,0.473584108,72.58064516,9.697981484,0.25,20782.13439,406,0.0709579,0.51999484,32,70,185,4.56,0,0
0,4,31,45,438,6.238108108,5.383789872,12.61111111,3.904784194,5.808709677,0.424919806,68.88888889,13.13493221,0.3125,22615.58572,469,0.034151647,0.462357832,25,78,220,4.64,1,1
1,3,33,46,451,6.223333333,6.452034026,10.18065217,3.691646872,6.091818182,-0.360215844,71.73913043,11.57538547,0.25,12380.53793,582,0.116303705,0.448257081,24,77,227,4.55,0,0
0,3,28,47,250,6.222926829,3.314748202,7.508723404,3.253626961,3.1675,-0.147248202,59.57446809,8.859072196,0.5625,9697.411646,395,0.1436799,0.448304296,28,74,238,4.62,1,0
1,2,49,74,667,6.218,3.472188841,9.648783784,2.845233708,4.544897959,1.072709119,66.21621622,18.94292529,0.375,25451.52813,688,0.012677608,0.532670332,25,73,203,4.68,0,0
1,10,100,132,1054,6.205583333,4.02851175,10.00545455,3.395380351,3.4658,-0.56271175,75.75757576,28.60503044,0.6875,28986.91208,1002,0.016791783,0.450563043,27,70,182,4.4,1,0
1,6,48,79,621,6.191351351,4.290852386,11.97417722,3.454007267,3.901875,-0.388977386,60.75949367,21.89448541,0.3125,22615.58572,781,0.034151647,0.462357832,23,71,200,4.47,1,0
1,3,28,55,511,6.191090909,4.957030788,16.40527273,3.070112757,6.755357143,1.798326355,50.90909091,19.18835118,0.6875,25398.18167,920,0.075409055,0.477087902,23,73,212,4.39,0,0
0,1,63,109,654,6.19060241,3.822835035,7.094220183,2.947230694,4.733968254,0.911133219,57.79816514,19.73100693,0.6875,15911.48802,837,0.009893209,0.485957925,25,75,240,4.42,1,0
0,3,62,93,673,6.18915493,4.85854388,6.92655914,3.473756995,6.12016129,1.26161741,66.66666667,12.7588734,0.25,18555.71152,733,0.06182024,0.557740476,22,76,249,4.5,0,0
1,3,33,53,501,6.188,4.119554905,15.31188679,3.437165888,3.774848485,-0.34470642,62.26415094,14.48992528,0.25,20782.13439,495,0.0709579,0.51999484,23,69,174,4.3,1,1
1,4,82,107,967,6.18688172,4.701335438,7.87411215,3.510714332,4.452804878,-0.24853056,76.63551402,16.62155497,0.5625,21727.15594,817,0.042374015,0.535151087,31,68,174,4.49,0,0
1,3,51,68,771,6.172769231,3.284252101,11.73441176,2.73293571,4.708627451,1.42437535,75,14.58130419,0.8125,12167.0377,468,0.064562514,0.54629988,31,75,220,4.34,1,1
1,3,33,48,432,6.159512195,4.489490311,8.636458333,3.226845766,6.026969697,1.537479386,68.75,11.84936401,0.0625,8024.270075,632,0.0696412,0.498867676,27,71,205,4.62,0,0
1,14,74,108,925,6.159423077,2.938530966,12.13472222,2.668449227,3.21,0.271469034,68.51851852,32.46909298,0.75,12972.40301,926,0.111193106,0.490247141,30,74,200,4.45,0,1
0,11,52,59,586,6.153877551,5.850756793,7.873389831,4.243192498,4.457307692,-1.3934491,88.13559322,11.48195386,0.25,12380.53793,734,0.116303705,0.448257081,26,77,237,4.58,0,1
1,1,54,72,409,6.143,3.645406925,5.915277778,3.312021113,3.557407407,-0.087999518,75,9.857564101,0.3125,22615.58572,745,0.034151647,0.462357832,37,75,218,4.48,0,0
1,3,30,56,381,6.141764706,3.558334903,11.01839286,3.189248627,4.418333333,0.85999843,53.57142857,12.22131992,0.25,18555.71152,521,0.06182024,0.557740476,21,69,176,3.93,0,1
1,9,97,128,831,6.138846154,4.141888592,5.827265625,3.056727046,4.386185567,0.244296975,75.78125,15.7165132,0.1875,6626.193273,1009,0.07966245,0.467864081,23,73,215,4.54,0,1
1,4,38,67,539,6.100909091,2.386768086,13.06313433,2.491713158,2.898421053,0.511652967,56.71641791,16.80310401,0.125,14898.41217,553,0.006848845,0.51904616,24,74,215,4.58,0,0
0,3,31,45,287,6.088,4.592990373,6.796444444,3.640405903,4.546129032,-0.046861341,68.88888889,7.52360968,0.875,21108.92106,675,0.027098445,0.581360724,24,76,252,4.78,0,0
1,2,23,44,293,6.087142857,4.22401074,13.82909091,2.805171821,3.969130435,-0.254880305,52.27272727,12.05197275,0.25,18555.71152,534,0.06182024,0.557740476,25,73,206,4.52,0,0
1,9,90,143,1374,6.086571429,3.045828476,14.88398601,2.92646925,3.071222222,0.025393746,62.93706294,38.89389385,0.8125,12167.0377,822,0.064562514,0.54629988,25,73,190,4.43,1,0
1,6,59,89,699,6.0845,4.298200759,7.553595506,3.23180278,5.589491525,1.291290766,66.29213483,16.5377226,0.875,21108.92106,593,0.027098445,0.581360724,27,69,177,4.56,0,0
1,2,33,57,309,6.038035714,2.932106461,8.152982456,2.854030523,3.332727273,0.400620812,57.89473684,15.77530577,0.375,24540.60019,584,0.0476752,0.517482048,22,76,225,4.53,1,1
1,4,66,118,1193,6.029230769,4.254826103,13.40788136,2.51026078,6.096212121,1.841386019,55.93220339,39.57471929,0.3125,12642.02966,836,0.056065865,0.527917527,23,72,215,4.56,0,0
1,3,30,60,505,5.930833333,4.733315451,15.574,2.620778234,5.662,0.928684549,50,22.98705803,0.875,21108.92106,651,0.027098445,0.581360724,26,73,215,4.19,1,0
0,6,53,85,703,5.918194444,3.34153075,11.13388235,2.049102035,3.775471698,0.433940948,62.35294118,22.27174742,0.125,24425.94498,621,0.0753505,0.456284131,24,78,252,4.54,0,0
1,4,79,110,841,5.903253012,3.593147868,8.620636364,2.741550116,4.762531646,1.169383777,71.81818182,19.89413794,0.0625,7505.353931,746,0.043029454,0.509957108,25,74,203,4.58,1,0
1,5,74,111,935,5.873218391,4.6352393,9.376486486,3.015356083,4.560945946,-0.074293354,66.66666667,22.3027703,0.75,19448.69305,731,0.024790712,0.45263991,21,74,189,4.5,0,0
0,1,36,72,335,5.858305085,3.152623173,7.33875,2.967404201,2.862222222,-0.290400951,50,10.14429593,0.125,14898.41217,635,0.006848845,0.51904616,29,77,250,4.76,0,0
0,1,40,53,349,5.8521875,4.84052295,4.45490566,3.855346143,5.1995,0.35897705,75.47169811,4.953446706,0.0625,7505.353931,868,0.043029454,0.509957108,24,76,259,4.71,1,0
1,5,44,71,629,5.831290323,4.654480276,10.93887324,2.94331581,5.584772727,0.930292451,61.97183099,19.49643539,0.5625,9697.411646,907,0.1436799,0.448304296,25,74,214,4.55,0,0
1,6,53,79,419,5.821,3.579220381,6.059240506,3.523452703,3.032830189,-0.546390192,67.08860759,9.18993845,0.125,14898.41217,791,0.006848845,0.51904616,25,71,190,4.59,0,0
1,1,47,77,604,5.806184211,4.280281811,11.85441558,2.981461598,3.493617021,-0.78666479,61.03896104,30.98541348,0.375,24540.60019,901,0.0476752,0.517482048,27,69,180,4.27,2,0
1,7,88,125,1400,5.797131148,3.374740374,11.50008,2.634390197,5.318977273,1.944236899,70.4,35.61454798,0.75,12972.40301,886,0.111193106,0.490247141,21,73,192,4.43,0,0
0,9,107,145,1196,5.777477477,4.868387932,7.883931034,2.953782116,5.679906542,0.81151861,73.79310345,26.33213171,0.25,24146.69033,993,0.048290774,0.531851995,27,78,255,4.46,1,0
0,6,72,110,670,5.768918919,3.399045737,7.288090909,2.902572639,4.099166667,0.70012093,65.45454545,22.24185861,0.1875,13707.10152,1081,0.05083388,0.46212995,29,78,250,4.61,0,1
0,8,50,76,456,5.759047619,3.966526213,7.101842105,3.037817974,4.1266,0.160073787,65.78947368,11.4741378,0.25,11587.30507,649,0.10003755,0.494425221,33,79,265,4.53,1,0
0,1,41,62,417,5.726792453,4.983655412,6.31,3.601964477,6.026341463,1.042686051,66.12903226,10.25429993,0.625,31508.9842,707,0.03644945,0.514152859,26,75,240,4.62,0,0
1,8,100,147,992,5.726766917,4.642977006,7.237823129,2.944502019,4.6515,0.008522994,68.02721088,22.62647056,0.6875,25398.18167,874,0.075409055,0.477087902,28,74,211,4.58,2,0
0,8,41,65,448,5.722307692,4.84988836,5.683692308,3.27276598,6.260487805,1.410599444,63.07692308,9.421365364,0.125,9106.518273,778,0.10302499,0.469137629,25,75,248,4.62,1,0
1,9,62,109,859,5.712242991,3.44367675,13.30431193,2.513778395,5.209354839,1.765678089,56.88073394,30.55626962,0.1875,6626.193273,761,0.07966245,0.467864081,22,76,227,4.42,0,0
1,6,51,79,742,5.700263158,3.908519459,12.46189873,2.595981618,4.995098039,1.08657858,64.55696203,19.49948503,0.25,18555.71152,750,0.06182024,0.557740476,26,76,212,4.47,1,0
0,6,67,101,723,5.689506173,5.319777835,7.167425743,3.325123785,5.062686567,-0.257091268,66.33663366,14.55268062,0.625,10345.77332,766,0.07628672,0.495302288,23,77,248,4.7,1,1
1,2,40,63,471,5.675862069,3.51405395,10.82031746,2.785846581,4.70325,1.18919605,63.49206349,14.16498526,0.1875,15434.58898,439,0.09309268,0.527394812,27,75,205,4.35,1,0
1,5,30,56,392,5.671454545,3.324876512,12.99357143,2.276561617,4.607333333,1.282456821,53.57142857,15.33197075,0.1875,6626.193273,514,0.07966245,0.467864081,24,71,213,4.54,0,0
0,2,48,63,634,5.670377358,4.351664934,6.921904762,3.859116871,6.624583333,2.272918399,76.19047619,11.56934897,0.375,25451.52813,443,0.012677608,0.532670332,26,76,250,4.52,0,1
0,7,58,88,701,5.632089552,3.341108134,10.42590909,2.595598192,3.386551724,0.04544359,65.90909091,26.22495355,0.0625,8024.270075,699,0.0696412,0.498867676,24,77,255,4.67,0,0
1,15,87,135,1276,5.626465517,4.217577848,13.22511111,3.433063851,5.22183908,1.004261233,64.44444444,35.58552813,0.625,17702.04307,1083,0.07272215,0.507079101,26,70,185,4.29,0,0
0,5,44,60,521,5.625490196,4.239709346,7.607666667,3.065636977,5.817045455,1.577336109,73.33333333,11.96431099,0.625,31508.9842,908,0.03644945,0.514152859,27,78,257,4.77,0,1
1,5,53,93,706,5.609230769,2.93367814,14.21709677,2.280449723,3.317924528,0.384246389,56.98924731,27.47447755,0.1875,15434.58898,702,0.09309268,0.527394812,23,76,198,4.34,0,1
1,0,28,44,276,5.609210526,2.780870325,9.224772727,2.760845132,2.876071429,0.095201104,63.63636364,9.552061074,0.125,24425.94498,374,0.0753505,0.456284131,24,74,195,4.61,1,0
1,6,102,151,1250,5.600753425,3.274145069,9.500066225,2.307674202,3.64127451,0.367129441,67.54966887,30.4957302,0.25,11587.30507,954,0.10003755,0.494425221,27,74,220,4.6,2,0
1,5,59,105,843,5.556952381,3.263727045,12.12619048,2.718619436,4.511016949,1.247289904,56.19047619,27.28408448,0.75,19448.69305,1004,0.024790712,0.45263991,24,73,200,4.51,0,1
1,5,60,96,748,5.548461538,4.073040519,9.6671875,2.780034138,4.8825,0.809459481,62.5,24.62147843,0.375,25451.52813,728,0.012677608,0.532670332,22,72,206,4.5,0,0
0,4,26,46,231,5.539069767,2.532507408,8.464782609,2.092486751,3.260384615,0.727877207,56.52173913,10.33038228,0.375,25451.52813,247,0.012677608,0.532670332,30,74,242,4.72,4,0
1,6,33,63,690,5.532666667,6.453174686,18.02825397,3.120286621,7.623939394,1.170764708,52.38095238,28.07347976,0.25,12380.53793,875,0.116303705,0.448257081,25,76,207,4.37,0,1
1,2,49,76,485,5.506617647,3.824940722,9.625263158,2.956582269,3.17244898,-0.652491743,64.47368421,15.55111959,0.25,11587.30507,607,0.10003755,0.494425221,25,71,199,4.5,0,0
1,5,48,85,756,5.493647059,2.656320163,15.07117647,2.081118824,3.427083333,0.770763171,56.47058824,27.24316714,0.6875,25398.18167,799,0.075409055,0.477087902,25,76,218,5.3,3,0
1,4,72,109,786,5.4821,4.093116497,8.80266055,2.81959817,4.086666667,-0.006449831,66.05504587,17.533418,0.8125,12167.0377,762,0.064562514,0.54629988,24,72,184,4.42,0,0
1,2,37,55,421,5.48,4.850102844,8.076545455,3.618562096,4.497297297,-0.352805547,67.27272727,8.853778417,0.625,17702.04307,550,0.07272215,0.507079101,27,73,211,4.43,1,0
1,8,127,166,1535,5.470379747,3.532189458,10.24228916,2.951891136,3.674724409,0.142534952,76.5060241,33.54218864,0.5625,21727.15594,1135,0.042374015,0.535151087,26,72,191,4.46,0,0
1,11,70,106,1075,5.445809524,3.655077602,11.32141509,2.404694913,6.162714286,2.507636684,66.03773585,30.60388137,0.125,9106.518273,805,0.10302499,0.469137629,23,72,226,4.49,0,1
1,10,83,129,1303,5.427952756,3.194530421,13.60294574,2.615326192,4.733253012,1.538722591,64.34108527,38.00619005,0.6875,28986.91208,1040,0.016791783,0.450563043,22,76,230,4.33,0,0
1,7,88,144,923,5.420699301,4.34098981,8.051388889,3.16699427,4.633068182,0.292078372,61.11111111,24.42950757,0.1875,6626.193273,811,0.07966245,0.467864081,24,70,181,4.53,0,0
1,3,50,96,751,5.419894737,2.939752341,14.05979167,2.315010113,3.2064,0.266647659,52.08333333,34.44040152,0.6875,15911.48802,877,0.009893209,0.485957925,23,73,190,4.39,0,0
0,11,105,145,1416,5.351693548,4.864403014,8.747034483,3.027427148,5.84647619,0.982073176,72.4137931,25.2795395,0.625,17702.04307,1086,0.07272215,0.507079101,30,77,260,4.63,1,0
1,2,52,81,618,5.343205128,4.101332661,10.78271605,2.467497566,4.179230769,0.077898108,64.19753086,22.89275997,0.625,31508.9842,895,0.03644945,0.514152859,25,75,196,4.52,0,0
0,4,46,70,435,5.33,5.267558797,7.057142857,3.045361778,3.769782609,-1.497776188,65.71428571,11.76677957,0.1875,9047.314267,784,0.06781257,0.468692667,25,76,254,4.72,0,0
0,1,37,49,403,5.311176471,3.604404936,7.763877551,3.666369829,4.838918919,1.234513983,75.51020408,8.066964948,0.125,14674.35299,405,0.09684313,0.517526391,28,76,243,,0,0
1,2,47,104,523,5.259117647,1.920450013,13.90038462,1.724043468,2.105106383,0.18465637,45.19230769,30.32866332,0.0625,7505.353931,820,0.043029454,0.509957108,32,76,210,4.62,3,0
1,4,87,134,1118,5.235546875,4.125530978,9.584552239,2.826290783,5.816781609,1.691250631,64.92537313,35.63208505,0.1875,13707.10152,1018,0.05083388,0.46212995,24,72,210,4.35,0,0
1,3,23,43,319,5.225609756,2.382192992,14.24627907,2.641620625,1.764347826,-0.617845165,53.48837209,14.59152125,0.1875,9047.314267,316,0.06781257,0.468692667,27,71,198,,1,0
1,13,70,109,1006,5.217102804,3.634737196,12.76513761,2.813668038,3.814,0.179262804,64.22018349,24.84354495,0.25,20782.13439,1087,0.0709579,0.51999484,27,77,231,4.53,1,0
1,5,56,93,762,5.206666667,3.407681515,12.68978495,2.460379169,3.596785714,0.1891042,60.21505376,29.62521337,0.5625,9697.411646,744,0.1436799,0.448304296,30,70,183,4.34,0,1
0,4,60,93,613,5.197761194,3.391219069,8.280430108,2.469098921,4.156166667,0.764947598,64.51612903,16.37673639,0.6875,25398.18167,913,0.075409055,0.477087902,25,77,250,4.79,1,0
1,8,48,82,896,5.183461538,4.181145427,15.3402439,2.439920334,5.259375,1.078229573,58.53658537,28.97485805,0.25,24146.69033,731,0.048290774,0.531851995,27,72,198,4.42,0,0
1,0,40,55,438,5.103773585,2.356106898,9.644909091,2.48569839,2.07875,-0.277356898,72.72727273,16.25319031,0.125,14674.35299,441,0.09684313,0.517526391,30,71,195,4.57,2,0
1,3,52,113,856,5.096880734,4.082979662,13.91548673,2.699938833,5.455,1.372020338,46.01769912,31.14502456,0.25,18555.71152,806,0.06182024,0.557740476,21,73,192,4.45,0,1
1,8,53,75,879,5.07527027,4.969613798,12.544,2.97664336,5.898679245,0.929065448,70.66666667,19.94953243,0.125,14674.35299,577,0.09684313,0.517526391,26,72,184,4.32,1,1
0,3,24,44,288,5.0421875,5.414871766,8.287272727,3.969420907,7.232916667,1.8180449,54.54545455,7.193671211,0.5625,21727.15594,618,0.042374015,0.535151087,23,76,254,4.51,0,0
0,7,45,77,623,5.002884615,4.969177032,11.5125974,2.710043003,5.836888889,0.867711857,58.44155844,15.82798425,0.25,20782.13439,1032,0.0709579,0.51999484,31,78,265,4.68,3,0
1,18,115,149,1374,4.977142857,5.196027881,9.086912752,3.166504884,5.34573913,0.149711249,77.18120805,33.46606554,0.25,12380.53793,904,0.116303705,0.448257081,27,73,215,4.56,0,0
1,0,23,44,357,4.953255814,3.49245792,15.11113636,2.134927898,4.959130435,1.466672515,52.27272727,16.35617591,0.875,21108.92106,439,0.027098445,0.581360724,22,75,208,4.38,0,0
1,4,63,103,793,4.826504854,2.239745615,10.31504854,1.738251908,2.952857143,0.713111528,61.16504854,25.00329471,0.125,24425.94498,726,0.0753505,0.456284131,27,75,216,4.45,0,1
1,4,37,52,599,4.819615385,2.654110994,14.38269231,2.802317659,2.47027027,-0.183840723,71.15384615,17.81452316,0.1875,9047.314267,609,0.06781257,0.468692667,25,73,198,4.64,0,0
1,3,33,52,458,4.743076923,3.719866684,12.84384615,3.262185479,5.062121212,1.342254529,63.46153846,13.17603425,0.5625,21727.15594,626,0.042374015,0.535151087,30,71,179,4.34,0,0
0,5,30,43,365,4.6925,4.053864561,8.277209302,2.989944463,4.426333333,0.372468772,69.76744186,8.81797686,0.75,12972.40301,545,0.111193106,0.490247141,22,74,240,4.63,0,1
1,1,54,64,435,7.957272727,6.849621543,1.111875,5.663636698,8.371296296,1.521674753,84.375,1.68526154,0.235294118,22905.15351,453,0.018573288,0.503926756,21,67,180,4.28,0,1
1,2,33,47,272,7.90475,4.713766498,6.885106383,3.730289276,4.54,-0.173766498,70.21276596,6.160711566,0.117647059,12968.33427,603,0.013176538,0.524644368,23,71,210,4.39,0,1
1,1,36,53,366,7.694693878,3.51549399,7.948113208,2.618812388,3.259722222,-0.255771768,67.9245283,10.11973113,0.647058824,18343.99591,344,0.011799677,0.527646394,28,70,201,4.48,1,1
1,6,91,146,1008,7.661544118,4.553452978,11.52013699,3.547443575,4.337032967,-0.216420011,62.32876712,32.02085047,0.117647059,12968.33427,924,0.013176538,0.524644368,24,69,170,4.27,0,1
1,3,36,59,570,7.182592593,5.560030271,10.36135593,3.629111707,6.886388889,1.326358618,61.01694915,16.18130516,0.647058824,17376.99461,298,0.009710815,0.497156964,23,66,170,4.49,1,0
1,0,39,57,420,7.138979592,4.498181099,6.699298246,3.363215457,6.103846154,1.605665055,68.42105263,9.1734612,0.647058824,18343.99591,301,0.011799677,0.527646394,22,72,193,4.39,0,0
1,4,81,140,1055,7.105238095,4.090608236,11.271,2.902197726,5.073703704,0.983095468,57.85714286,36.42714179,0.235294118,15003.61445,986,0.022849798,0.512426973,23,71,172,4.38,0,1
1,1,38,66,410,7.097878788,2.976438712,11.34787879,1.938978447,2.629210526,-0.347228186,57.57575758,17.28992998,0.235294118,15003.61445,617,0.022849798,0.512426973,28,74,220,4.6,2,1
1,1,47,70,546,7.063970588,2.69152491,13.853,3.33946132,3.892553191,1.201028281,67.14285714,19.93278382,0.235294118,24595.61451,710,0.0220574,0.510395269,26,74,200,4.45,0,0
1,5,53,110,519,7.046633663,3.460175817,10.90827273,2.77779288,2.934716981,-0.525458836,48.18181818,27.86638922,0.352941176,13511.42938,978,0.004484822,0.496388029,28,75,190,4.36,0,0
1,3,31,48,448,7.003555556,3.950103032,11.01645833,3.422102741,4.840967742,0.89086471,64.58333333,10.49986498,0.647058824,25477.41241,613,0.03612271,0.498236942,24,73,212,4.39,0,1
1,8,73,107,1175,6.986736842,3.931010338,14.87803738,3.225007835,4.151780822,0.220770484,68.22429907,35.57652769,0.705882353,28058.18673,813,0.021555629,0.512780799,28,70,182,4.4,1,0
1,1,46,68,515,6.907272727,3.137007098,9.174264706,2.662842684,3.879130435,0.742123337,67.64705882,11.87688477,0.117647059,12968.33427,604,0.013176538,0.524644368,21,73,210,4.39,0,1
0,4,30,57,245,6.846666667,3.647566558,7.659122807,2.563676999,2.913333333,-0.734233225,52.63157895,7.637055735,0.352941176,16621.62915,535,0.008555921,0.481174557,30,77,245,4.77,1,0
1,2,59,83,693,6.829275362,6.538327237,7.16313253,4.122586128,8.750677966,2.212350729,71.08433735,12.76403896,0.117647059,14022.59117,723,0.019397646,0.531925402,23,70,187,4.33,0,1
1,4,48,71,576,6.809130435,5.449962812,10.01295775,3.703546755,6.010625,0.560662188,67.6056338,19.07946647,0.705882353,14078.10139,742,0.01371268,0.521178668,27,68,182,4.34,0,0
1,8,68,104,865,6.786153846,3.418487869,11.20259615,2.607778833,3.713088235,0.294600367,65.38461538,22.68716762,0.764705882,18791.29032,898,0.0280718,0.483346711,27,73,211,4.42,0,0
1,1,82,112,693,6.769278351,4.422635113,5.363482143,4.001007353,3.95,-0.472635113,73.21428571,11.22937872,0.705882353,14339.7188,738,0.041309588,0.478306447,32,68,174,4.49,0,0
1,2,26,58,339,6.762241379,3.034228005,13.42344828,2.96771734,2.623076923,-0.411151082,44.82758621,18.70342521,0.647058824,18343.99591,536,0.011799677,0.527646394,24,73,190,4.39,0,0
1,4,34,59,492,6.759473684,2.647831404,13.09711864,2.670059065,3.602352941,0.954521537,57.62711864,18.06528687,0.764705882,13005.03202,450,-0.007971469,0.502581425,26,75,209,,0,0
0,4,48,63,478,6.74,4.495883593,5.455079365,4.134476053,5.307291667,0.811408074,76.19047619,7.680257089,0.705882353,28058.18673,650,0.021555629,0.512780799,27,75,240,4.62,0,0
1,0,41,62,383,6.722264151,4.311252555,7.122258065,3.206488639,3.88902439,-0.422228165,66.12903226,10.59931063,0.235294118,13956.6846,658,-0.002232303,0.514020923,28,71,195,4.53,1,0
1,6,77,121,1397,6.697747748,5.173695639,8.651900826,3.320780214,10.3712987,5.197603063,63.63636364,26.61290938,0.235294118,35846.18382,952,0.041426253,0.529061625,25,72,214,4.48,1,0
1,2,33,57,299,6.696315789,4.800664831,10.05192982,2.879938032,4.44030303,-0.360361801,57.89473684,14.13180742,0.294117647,15658.64761,803,0.03302644,0.474718113,22,71,195,4.47,1,0
1,0,63,100,619,6.69258427,4.834031741,5.7624,3.649670951,6.566507937,1.732476196,63,12.24671963,0.411764706,18183.73328,697,0.026141085,0.508349594,22,73,220,,0,0
1,5,90,119,912,6.66257732,4.113220312,7.20394958,3.485304832,4.825444444,0.712224132,75.6302521,23.00716567,0.705882353,14078.10139,816,0.01371268,0.521178668,21,72,195,4.51,0,0
1,2,46,65,409,6.635517241,5.106548119,4.741230769,4.092235707,5.578478261,0.471930142,70.76923077,7.204793533,0.764705882,13005.03202,390,-0.007971469,0.502581425,25,69,190,4.44,1,0
1,3,32,50,377,6.61,2.79368572,9.9348,2.356899085,3.6821875,0.88850178,64,13.14843539,0.647058824,17376.99461,520,0.009710815,0.497156964,25,74,210,4.49,1,0
1,9,103,128,1038,6.58380531,4.614241637,6.5453125,3.393140888,4.641359223,0.027117586,80.46875,17.22132007,0.235294118,24595.61451,817,0.0220574,0.510395269,25,70,185,4.59,0,1
1,16,145,191,1947,6.565126582,4.849522868,8.382879581,3.63061209,6.156896552,1.307373684,75.91623037,31.3141487,0.764705882,33867.19293,1301,0.040338974,0.504073442,28,74,208,4.62,1,1
1,6,104,140,1015,6.519593496,4.22614152,6.790785714,3.336877119,4.574903846,0.348762326,74.28571429,21.99134419,0.235294118,15243.41361,903,0.0394654,0.452133795,22,70,182,4.37,0,0
0,2,30,49,271,6.510606061,4.682410524,6.359795918,3.51487063,4.895333333,0.212922809,61.2244898,7.480101389,0.235294118,13956.6846,507,-0.002232303,0.514020923,26,77,243,4.69,0,1
