is_wr,recTouchdowns,receptions,targets,yards,avgCushion,avgExpectedYAC,avgIntendedAirYards,avgSeparation,avgYAC,avgYACAboveExpectation,catchPercentage,percentShareOfIntendedAirYards,turf_percentage,total_round_trip_miles,total_snaps,avg_opponent_pass_epa,sos_win_pct,age_season_start,height,weight,forty,past_ir_count,next_season_ir
1,2,30,56,421,6.957142857,1.854187387,16.13928571,2.761898276,1.53,-0.324187387,53.57142857,24.79513425,0.625,14265.76105,639,0.035927385,0.489400585,34,71,180,4.38,1,0
1,1,43,62,351,6.890192308,4.349343371,5.171129032,3.464217051,4.309302326,-0.040041045,69.35483871,6.022564187,0.3125,17539.3791,439,-0.017665174,0.468979779,27,69,195,4.43,1,0
0,3,41,59,349,6.765909091,4.331822161,5.798644068,3.476792173,4.39195122,0.060129058,69.49152542,7.300553538,0.5625,35553.16235,607,0.005700142,0.530688616,25,76,245,4.64,1,0
1,4,34,56,310,6.73245283,4.447409206,7.349464286,3.158416889,5.033823529,0.586414323,60.71428571,11.60296692,0.25,9378.526001,310,0.01133364,0.486331484,22,70,176,4.56,0,1
1,9,86,121,1333,6.635321101,4.64325416,10.35330579,2.812145577,7.075348837,2.432094677,71.07438017,19.6211255,0.25,15718.19533,937,0.061617047,0.487538162,23,73,209,4.42,0,1
1,0,43,78,529,6.579333333,3.995860084,8.800128205,2.714040287,5.609534884,1.6136748,55.12820513,14.40645595,0.125,15572.18963,615,-0.030991523,0.536551051,26,72,195,4.54,0,0
1,1,26,47,198,6.552051282,3.066263803,7.102553191,2.592480295,2.537692308,-0.528571495,55.31914894,9.411041665,0.25,9378.526001,425,0.01133364,0.486331484,23,72,200,4.55,1,0
1,3,31,45,294,6.532195122,2.392068561,10.60666667,2.507047909,2.03,-0.362068561,68.88888889,13.55827245,0.8125,17987.18723,597,0.05367205,0.501821513,22,72,203,,0,0
1,9,62,91,779,6.527471264,2.263014035,13.1521978,2.085480772,2.183709677,-0.079304358,68.13186813,22.17123824,0.5625,13055.6118,818,0.025489721,0.498228952,29,74,198,4.46,2,0
1,8,73,118,1008,6.512982456,3.847951686,11.91008475,2.778384877,4.417534247,0.569582561,61.86440678,32.7018166,0.125,13440.13123,851,0.05485951,0.484174783,22,76,198,4.34,0,0
1,0,28,58,296,6.4725,3.996556916,10.5937931,3.019892657,3.358214286,-0.638342631,48.27586207,12.33022957,0.1875,15103.22834,693,0.04293604,0.536149273,29,70,191,4.39,0,0
1,4,49,71,605,6.452903226,4.750971743,6.582676056,3.456287093,6.774897959,2.023926216,69.01408451,14.38521865,0.25,"30,810.65",435,0.04344977,0.482524671,23,70,185,4.59,0,0
1,3,35,52,477,6.4464,4.274360897,13.76615385,2.889291723,4.119142857,-0.155218039,67.30769231,14.81466151,0.3125,16682.30513,557,0.027878672,0.477734539,23,77,227,4.55,0,1
1,7,46,71,584,6.443968254,4.769195806,10.87661972,2.955510969,5.377608696,0.60841289,64.78873239,21.06969117,0.1875,15488.31238,643,0.013195359,0.491458245,22,69,170,4.27,0,0
1,6,30,48,418,6.408666667,3.635019645,12.706875,3.045636107,4.179333333,0.544313689,62.5,17.32578486,0.8125,17987.18723,542,0.05367205,0.501821513,29,74,200,4.45,0,0
1,0,30,44,365,6.403,2.819583467,11.35772727,2.420682407,3.448333333,0.628749866,68.18181818,14.08865245,0.25,9378.526001,482,0.01133364,0.486331484,22,74,213,4.6,0,0
1,2,32,47,416,6.311818182,4.003780815,11.00042553,3.028028628,3.4603125,-0.543468315,68.08510638,9.712068046,0.3125,17539.3791,522,-0.017665174,0.468979779,27,75,195,4.55,1,0
1,10,94,134,1161,6.296585366,4.728895087,7.221492537,3.387731481,5.957446809,1.228551721,70.14925373,20.36385063,0.1875,22213.65715,884,0.010838929,0.5195635,26,74,208,4.62,1,0
1,1,62,97,678,6.281392405,3.852767363,8.861958763,2.95204081,3.641935484,-0.210831879,63.91752577,15.92398221,0.5625,13055.6118,642,0.025489721,0.498228952,33,71,185,4.58,1,0
1,8,82,110,1057,6.265555556,4.674543333,12.81881818,3.236131614,3.987926829,-0.686616504,74.54545455,30.08970983,0.5625,35553.16235,1104,0.005700142,0.530688616,26,70,182,4.4,1,0
1,4,40,55,561,6.264230769,4.502923094,10.68127273,2.663382771,3.734,-0.768923094,72.72727273,12.93001369,0.1875,14809.98987,715,0.006193194,0.534399725,27,73,202,4.38,0,0
1,1,21,43,326,6.262857143,5.2522983,11.25186047,2.673933957,6.886666667,1.634368367,48.8372093,10.18171487,0.1875,22213.65715,480,0.010838929,0.5195635,24,75,196,4.52,0,0
1,3,55,83,828,6.224383562,4.87714963,9.529638554,3.032001076,6.223636364,1.346486733,66.26506024,14.47650423,0.75,18251.1564,720,0.041035194,0.461345997,29,70,192,4.46,1,1
0,2,31,43,321,6.208965517,5.130657193,5.886744186,3.592003703,5.249354839,0.118697645,72.09302326,6.906364507,0.1875,15488.31238,795,0.013195359,0.491458245,26,76,270,5.04,0,1
1,3,66,101,660,6.206666667,4.791238366,6.970693069,3.196159724,4.883030303,0.091791937,65.34653465,16.38220491,0.125,13440.13123,747,0.05485951,0.484174783,25,72,176,4.39,1,1
1,3,44,80,735,6.169230769,3.547011426,15.596375,2.532039496,4.838863636,1.291852211,55,33.03240735,0.0625,15126.08471,634,0.011821044,0.485769801,23,71,213,4.54,0,0
1,2,42,72,583,6.161666667,3.639951711,13.83958333,3.111044564,4.089285714,0.449334004,58.33333333,20.96928629,0.1875,22213.65715,701,0.010838929,0.5195635,25,70,183,4.33,1,0
1,4,75,109,804,6.151442308,4.468533393,7.485412844,2.975833333,5.050933333,0.58239994,68.80733945,21.61511317,0.1875,21850.53193,887,0.004881634,0.51565725,36,75,218,4.48,0,0
1,6,67,106,778,6.104086022,4.786824609,7.620283019,3.174772846,5.320746269,0.53392166,63.20754717,17.92387098,0.6875,11158.06649,783,0.019048922,0.460574374,30,68,174,4.49,0,0
1,5,59,92,680,6.091304348,4.637080291,8.977282609,3.621548229,5.062881356,0.425801065,64.13043478,21.86549403,0.0625,15126.08471,652,0.011821044,0.485769801,23,70,181,4.53,0,0
1,5,45,68,501,6.085373134,3.940120009,10.19705882,3.009626716,4.802,0.861879991,66.17647059,17.61293207,0.625,11926.73936,478,0.052795835,0.491987283,29,70,183,4.34,0,0
0,10,63,97,854,6.062615385,4.289393485,10.83969072,2.982031155,4.895396825,0.606003341,64.94845361,28.68761886,0.1875,15488.31238,503,0.013195359,0.491458245,23,76,255,4.67,0,0
1,6,78,122,833,6.047029703,3.886787996,7.933852459,3.028693984,4.718076923,0.831288927,63.93442623,24.1320678,0.5625,6786.4375,802,0.005515216,0.457261029,26,69,177,4.56,0,0
1,3,68,108,709,6.046354167,4.522327243,9.481018519,3.455413137,4.406029412,-0.116297832,62.96296296,27.12651534,0.1875,21850.53193,791,0.004881634,0.51565725,22,71,200,4.47,1,0
0,3,69,89,734,5.981384615,5.778851136,6.472921348,3.681872099,6.08884058,0.309989444,77.52808989,12.12323362,0.1875,22213.65715,696,0.010838929,0.5195635,26,78,257,4.77,0,0
1,4,29,48,353,5.960425532,3.20991653,11.54958333,3.148719228,2.910344828,-0.299571703,60.41666667,12.47794224,0.125,12475.30377,445,0.033500705,0.495241819,28,67,167,4.4,0,0
1,5,30,44,358,5.945365854,3.300368074,8.679772727,2.905144014,4.133,0.832631926,68.18181818,12.54302417,0.125,28523.45548,527,0.03880248,0.526458367,24,73,203,4.68,0,0
1,6,36,69,645,5.939375,4.892278819,16.08173913,2.621448716,4.228055556,-0.664223263,52.17391304,17.37967328,0.25,15718.19533,645,0.061617047,0.487538162,25,74,215,4.19,1,0
1,3,39,69,363,5.895076923,3.711150001,10.79913043,3.403384954,3.917692308,0.206542307,56.52173913,15.28166299,0.3125,10341.24902,690,0.044405393,0.456843522,26,72,198,4.42,0,0
0,6,88,135,916,5.87920354,3.175665207,8.681555556,2.719924557,3.230909091,0.055243883,65.18518519,24.03610307,0.3125,10341.24902,988,0.044405393,0.456843522,28,77,250,4.76,0,1
0,3,44,68,467,5.871754386,4.354599525,5.998676471,3.069753624,5.955227273,1.600627747,64.70588235,8.360284804,0.6875,8054.165942,444,0.02881312,0.456520629,24,75,240,4.42,0,0
1,0,27,45,216,5.869318182,3.101579367,11.19822222,3.045900449,2.859259259,-0.242320107,60,11.18192147,0.25,"30,810.65",630,0.04344977,0.482524671,24,74,200,4.45,0,0
1,7,58,89,860,5.86925,4.183096278,12.5788764,3.209023802,4.874655172,0.691558895,65.16853933,23.8589163,0.5625,13548.70984,750,0.006781403,0.5243627,25,70,185,4.29,0,0
0,3,35,44,439,5.856774194,4.620417708,4.8425,3.658182544,8.378,3.757582292,79.54545455,5.621410273,0.125,14043.33279,853,0.044406664,0.529395923,24,75,248,4.62,1,0
1,1,49,74,446,5.843478261,3.404868052,7.062297297,3.189910533,3.500612245,0.095744193,66.21621622,9.732827271,0.6875,13627.09298,516,0.018785335,0.531477092,23,72,184,4.42,0,0
0,2,32,59,367,5.8376,5.553497313,7.95559322,2.322400105,6.37125,0.817752687,54.23728814,8.695104488,0.5625,13055.6118,525,0.025489721,0.498228952,22,77,247,4.7,0,0
1,1,36,58,433,5.832280702,4.493103598,9.905172414,2.47961691,5.134722222,0.641618624,62.06896552,14.32321857,0.5625,6786.4375,459,0.005515216,0.457261029,31,75,225,4.52,1,0
1,6,54,105,627,5.82019802,2.960100643,14.51361905,2.565260402,2.925,-0.035100643,51.42857143,30.58135335,0.1875,15103.22834,955,0.04293604,0.536149273,23,71,195,4.31,1,0
1,1,40,80,575,5.800125,2.909482766,11.713375,2.270224913,3.9675,1.058017234,50,19.66733829,0.125,15572.18963,647,-0.030991523,0.536551051,22,77,228,4.68,0,1
0,5,51,89,570,5.787575758,3.968177355,10.36831461,2.619313143,3.918431373,-0.049745983,57.30337079,17.33414984,0.3125,17539.3791,701,-0.017665174,0.468979779,23,78,252,4.54,0,0
1,3,28,56,506,5.786727273,5.557815789,14.93875,2.94261503,7.445714286,1.887898497,50,17.55803215,0.125,15572.18963,403,-0.030991523,0.536551051,23,71,194,4.22,1,1
0,2,36,55,418,5.778484848,5.170535641,7.193454545,3.387950714,7.066944444,1.896408804,65.45454545,8.707901027,0.1875,14809.98987,655,0.006193194,0.534399725,27,76,243,,0,0
1,3,57,81,802,5.771447368,7.090478542,7.828888889,3.179719618,8.518245614,1.427767072,70.37037037,20.82698371,0.125,28523.45548,857,0.03880248,0.526458367,23,72,214,4.48,0,1
0,3,31,52,375,5.768444444,4.381942615,9.376346154,3.197176865,5.438064516,1.056121901,59.61538462,12.38468025,0.625,11926.73936,325,0.052795835,0.491987283,26,76,253,4.6,0,0
1,6,49,85,670,5.742658228,3.370057092,9.525764706,2.169495335,6.098571429,2.728514337,57.64705882,16.59493271,0.6875,8054.165942,624,0.02881312,0.456520629,31,71,197,4.42,0,0
1,1,32,46,359,5.736888889,3.878387518,9.713913043,3.163584991,4.9153125,1.036924982,69.56521739,11.83769922,0.1875,21850.53193,455,0.004881634,0.51565725,26,69,180,4.27,2,0
1,5,41,72,607,5.731805556,5.30955298,11.54666667,2.824932574,5.864634146,0.555081167,56.94444444,21.11722989,0.625,11926.73936,799,0.052795835,0.491987283,24,74,214,4.55,0,0
1,2,52,85,656,5.717236842,4.548126994,10.33858824,3.118524861,4.438461538,-0.109665455,61.17647059,19.77951239,0.125,12475.30377,686,0.033500705,0.495241819,24,71,199,4.5,0,0
1,3,57,83,576,5.7105,3.177619678,9.937951807,3.129946215,3.318947368,0.141327691,68.6746988,16.90564321,0.6875,8054.165942,602,0.02881312,0.456520629,26,70,201,4.48,0,1
1,2,26,56,452,5.695535714,3.895221711,16.62553571,2.550962272,5.893076923,1.997855212,46.42857143,19.2681246,0.3125,16682.30513,548,0.027878672,0.477734539,24,76,207,4.37,0,0
0,6,75,97,787,5.695411765,4.160746929,6.815979381,3.538407925,4.548133333,0.387386405,77.31958763,12.31292694,0.6875,13627.09298,724,0.018785335,0.531477092,24,76,254,4.72,0,0
1,6,100,153,1117,5.683943662,3.866232032,9.175882353,2.835081643,3.5497,-0.316532032,65.35947712,31.78366704,0.125,10121.62254,1058,0.04606132,0.467437878,33,70,200,4.52,2,1
1,6,83,138,1174,5.678473282,3.877212659,9.802681159,2.587291263,5.538072289,1.66085963,60.14492754,29.60809119,0.0625,13418.22246,976,-0.011796974,0.518047762,26,71,196,4.65,0,0
1,2,34,55,287,5.675098039,3.510348879,8.126363636,3.264178571,3.658823529,0.14847465,61.81818182,9.249850475,0.3125,16682.30513,691,0.027878672,0.477734539,25,75,202,4.67,1,0
0,4,63,83,529,5.671481481,2.831400396,6.527710843,3.270660897,2.812222222,-0.019178174,75.90361446,9.916266301,0.75,18251.1564,845,0.041035194,0.461345997,37,78,263,4.65,0,0
0,6,39,48,367,5.64625,4.621299253,7.08625,3.36194834,5.167179487,0.545880235,81.25,9.662080015,0.8125,17987.18723,897,0.05367205,0.501821513,29,78,265,4.83,1,1
0,5,58,86,607,5.644428571,5.189669199,5.807325581,3.043334303,6.227241379,1.03757218,67.44186047,10.24253288,0.3125,10341.24902,832,0.044405393,0.456843522,24,77,256,4.64,0,1
1,5,83,127,997,5.639669421,4.292667898,10.00181102,3.195246002,4.973012048,0.680344151,65.35433071,26.28803573,0.3125,16682.30513,797,0.027878672,0.477734539,26,73,215,4.56,0,0
0,3,38,60,447,5.615,6.237965058,9.219666667,3.893748261,6.818684211,0.580719153,63.33333333,11.44833267,0.3125,16682.30513,673,0.027878672,0.477734539,32,79,265,4.53,1,0
1,6,66,113,1107,5.573539823,3.832156521,12.60469027,2.218435904,5.365909091,1.53375257,58.40707965,26.06872569,0.75,18251.1564,846,0.041035194,0.461345997,23,73,200,4.51,0,0
1,6,99,157,1394,5.55704698,2.835991569,12.28585987,2.163866476,3.673737374,0.837745805,63.05732484,35.92249644,0.6875,13627.09298,812,0.018785335,0.531477092,30,75,220,4.34,1,0
1,3,49,71,670,5.538142857,4.659799978,14.03507042,2.97122408,4.849591837,0.189791859,69.01408451,21.93240394,0.1875,14809.98987,639,0.006193194,0.534399725,25,72,184,4.32,1,0
1,5,31,46,339,5.525365854,2.604988075,8.539782609,3.009347814,4.741612903,2.136624828,67.39130435,10.71792031,0.1875,15488.31238,757,0.013195359,0.491458245,26,71,205,4.62,0,0
1,4,74,133,1035,5.51484375,3.751833564,13.25729323,2.583158398,4.594054054,0.84222049,55.63909774,38.59161465,0.0625,13418.22246,993,-0.011796974,0.518047762,26,71,198,,1,1
1,2,37,47,374,5.512325581,3.841708671,7.198723404,2.913437429,3.466486486,-0.375222184,78.72340426,8.926399548,0.125,14043.33279,388,0.044406664,0.529395923,26,71,195,4.53,0,1
0,5,55,76,652,5.490350877,3.397810685,10.22842105,2.585142808,3.308363636,-0.089447049,72.36842105,15.7768478,0.125,24880.73956,614,0.031250928,0.513774671,24,77,250,4.79,1,0
0,3,40,66,562,5.487,6.218431623,7.843181818,2.71618084,8.4905,2.272068377,60.60606061,15.18271168,0.25,13782.74332,695,0.025272379,0.507570627,21,76,249,4.5,0,0
1,5,90,148,1046,5.473178295,3.770422164,9.160878378,2.642543886,4.157888889,0.387466725,60.81081081,28.45590396,0.125,15572.18963,978,-0.030991523,0.536551051,24,74,203,4.58,1,0
1,1,27,47,426,5.430212766,5.512180121,11.38021277,2.397657302,6.007037037,0.494856916,57.44680851,11.41367669,0.5625,35553.16235,456,0.005700142,0.530688616,28,75,225,4.52,0,0
0,4,36,55,311,5.421111111,2.227854575,7.151636364,2.570152218,2.779444444,0.551589869,65.45454545,6.160665341,0.25,15718.19533,431,0.061617047,0.487538162,28,77,245,4.77,1,0
1,8,79,119,1189,5.394745763,3.649277368,12.84865546,2.555398621,3.275063291,-0.374214077,66.38655462,27.98425989,0.75,18251.1564,845,0.041035194,0.461345997,25,73,211,4.42,0,0
0,4,43,72,448,5.390392157,5.346033977,7.117083333,3.531383293,5.391162791,0.045128813,59.72222222,13.01614476,0.625,11926.73936,798,0.052795835,0.491987283,29,78,262,4.9,1,0
1,6,104,149,1199,5.390367647,3.595639092,10.04677852,2.745371925,3.722211538,0.126572446,69.79865772,30.38163508,0.125,24880.73956,931,0.031250928,0.513774671,27,74,211,4.58,2,0
0,5,97,136,1229,5.39,3.811219479,9.310514706,3.077840743,4.494639175,0.683419696,71.32352941,26.9855613,0.5625,13548.70984,1151,0.006781403,0.5243627,29,77,260,4.63,1,0
0,3,43,63,436,5.384,2.709388908,8.44031746,2.418961464,2.937906977,0.228518069,68.25396825,11.16022331,0.125,15572.18963,491,-0.030991523,0.536551051,28,78,255,4.68,4,0
0,2,36,47,311,5.376315789,3.583268621,6.058510638,2.989143628,3.886944444,0.303675823,76.59574468,8.088661387,0.8125,17987.18723,684,0.05367205,0.501821513,21,74,240,4.63,0,0
0,3,90,117,1145,5.36606383,5.567095238,7.208376068,3.143290086,6.862444444,1.295349207,76.92307692,25.95846055,0.25,"30,810.65",922,0.04344977,0.482524671,26,78,255,4.46,1,0
1,4,32,55,449,5.363703704,3.49591791,13.35909091,3.077793218,3.3753125,-0.12060541,58.18181818,15.65879908,0.5625,13548.70984,834,0.006781403,0.5243627,24,73,203,4.59,0,0
1,3,52,90,673,5.341710526,5.3331758,9.648111111,2.867584117,5.880769231,0.547593431,57.77777778,18.50562097,0.5625,13548.70984,918,0.006781403,0.5243627,26,73,211,4.43,1,0
1,8,67,118,1157,5.341025641,4.017919094,15.27737288,2.424221524,4.310447761,0.292528667,56.77966102,28.23515592,0.25,15718.19533,792,0.061617047,0.487538162,26,77,231,4.53,0,0
1,5,29,54,397,5.329038462,4.033852751,13.89314815,2.895081677,3.164482759,-0.869369993,53.7037037,16.98475011,0.125,10121.62254,591,0.04606132,0.467437878,26,70,192,4.33,0,1
1,1,28,52,297,5.271041667,4.420150617,8.563269231,3.256236562,4.630357143,0.210206525,53.84615385,13.06038768,0.25,13782.74332,653,0.025272379,0.507570627,24,73,206,4.52,0,0
1,11,65,116,1190,5.270877193,4.189462071,15.40327586,1.947506026,4.889076923,0.699614852,56.03448276,33.09949039,0.5625,13055.6118,937,0.025489721,0.498228952,25,76,213,4.5,0,0
1,4,87,135,1175,5.25625,3.976858448,11.14214815,2.640551015,4.783103448,0.806245001,64.44444444,30.18522235,0.1875,15103.22834,910,0.04293604,0.536149273,22,72,215,4.56,0,0
1,2,49,90,1001,5.233258427,3.43113793,17.38944444,2.003895259,4.761020408,1.329882478,54.44444444,31.76334728,0.125,24880.73956,839,0.031250928,0.513774671,24,76,218,5.3,3,0
1,7,58,93,919,5.23173913,2.634287753,14.14709677,2.111865233,3.896551724,1.262263971,62.3655914,37.09160415,0.25,9378.526001,764,0.01133364,0.486331484,23,72,210,4.35,0,0
0,2,52,82,597,5.200952381,4.680495531,8.764146341,2.821402272,4.449038462,-0.231457069,63.41463415,14.42165677,0.1875,15103.22834,790,0.04293604,0.536149273,34,77,255,4.51,2,1
0,3,38,55,273,5.162903226,3.884020078,4.634545455,3.780452965,4.748421053,0.864400975,69.09090909,6.748331449,0.0625,15126.08471,684,0.011821044,0.485769801,29,76,267,4.69,2,0
1,2,59,89,520,5.161025641,3.639279424,7.551797753,3.101366127,3.276271186,-0.363008238,66.29213483,15.2161609,0.125,10121.62254,803,0.04606132,0.467437878,30,74,215,4.62,1,0
1,9,149,185,1725,5.154972376,3.411483824,8.144486486,2.563296073,4.065704698,0.654220874,80.54054054,41.33610603,0.6875,8054.165942,995,0.02881312,0.456520629,29,70,195,4.57,2,1
0,5,85,107,1053,5.151511628,5.826984498,5.746261682,3.268650382,7.533058824,1.706074325,79.43925234,20.19344456,0.125,28523.45548,980,0.03880248,0.526458367,25,76,250,4.52,0,1
1,5,66,97,869,5.137659574,3.923006651,10.85134021,2.50301766,3.835151515,-0.087855136,68.04123711,34.56975828,0.125,28523.45548,996,0.03880248,0.526458367,32,71,180,4.4,1,0
1,6,72,124,1112,5.116422764,3.693511596,11.80395161,2.501444075,5.20625,1.512738404,58.06451613,42.93013284,0.25,13782.74332,933,0.025272379,0.507570627,23,76,216,4.54,0,1
0,2,37,60,408,5.112653061,4.135146858,8.394333333,2.959677204,5.041081081,0.905934223,61.66666667,10.59901725,0.1875,22213.65715,440,0.010838929,0.5195635,25,75,240,4.62,0,0
1,7,98,154,1147,5.058531469,3.258742668,11.08220779,2.23541376,3.05877551,-0.199967158,63.63636364,38.41337151,0.125,12475.30377,1003,0.033500705,0.495241819,26,74,220,4.6,2,0
0,7,34,48,341,5.050625,4.348480393,5.464375,2.896780837,5.344411765,0.995931371,70.83333333,5.772913154,0.1875,14809.98987,882,0.006193194,0.534399725,33,79,270,4.94,0,0
1,9,72,128,1202,5.042903226,3.482921735,13.77359375,2.134388209,4.203194444,0.72027271,56.25,33.11781015,0.3125,17539.3791,905,-0.017665174,0.468979779,26,75,216,4.45,0,0
0,1,34,53,459,5.040833333,4.190909562,9.415660377,2.466795176,5.020882353,0.829972791,64.1509434,7.816028944,0.25,15718.19533,782,0.061617047,0.487538162,24,78,250,4.51,2,1
1,7,104,150,1165,5.038819444,4.01757046,10.28633333,2.672764359,3.908846154,-0.108724306,69.33333333,33.95980156,0.1875,14809.98987,1116,0.006193194,0.534399725,27,73,212,4.57,0,0
1,5,47,90,775,5.002222222,3.885941498,14.30633333,2.343314128,5.351489362,1.465547864,52.22222222,29.96028006,0.125,13440.13123,866,0.05485951,0.484174783,26,75,205,4.35,1,0
1,6,42,64,651,4.960862069,4.51171497,13.48765625,2.61973489,5.038809524,0.527094553,65.625,26.56880971,0.25,"30,810.65",727,0.04344977,0.482524671,27,76,205,4.43,0,1
1,8,52,84,1051,4.9575,4.108227992,13.44666667,2.18627347,8.835384615,4.727156623,61.9047619,29.8000438,0.125,14043.33279,842,0.044406664,0.529395923,22,73,226,4.49,0,0
1,7,58,100,900,4.9111,3.417457114,13.3591,2.47979123,5.038275862,1.620818748,58,28.5071977,0.5625,35553.16235,1038,0.005700142,0.530688616,21,76,230,4.33,0,0
0,9,43,65,705,4.880784314,4.060558359,10.87353846,2.349453497,6.057209302,1.996650943,66.15384615,19.39002543,0.625,14265.76105,535,0.035927385,0.489400585,32,77,254,4.49,1,0
1,3,42,70,552,4.861612903,4.341737684,9.573285714,2.373298046,6.033095238,1.691357554,60,17.74130778,0.0625,15126.08471,573,0.011821044,0.485769801,22,73,215,4.54,0,0
1,8,48,84,740,4.806666667,3.170067805,14.52440476,2.163035078,3.984375,0.814307195,57.14285714,25.00543129,0.6875,8054.165942,701,0.02881312,0.456520629,22,73,190,4.39,0,0
1,4,43,73,490,4.767638889,3.428361717,11.21,2.483647299,3.140232558,-0.288129158,58.90410959,16.78267611,0.3125,10341.24902,493,0.044405393,0.456843522,29,75,218,4.48,1,0
1,6,72,115,1060,4.649553571,3.04275908,14.16173913,2.387455361,3.112777778,0.070018698,62.60869565,36.13842931,0.6875,11158.06649,997,0.019048922,0.460574374,29,71,179,4.34,0,1
1,6,63,94,1126,4.621182796,4.229065313,14.89797872,2.504979811,5.098571429,0.869506115,67.0212766,39.78030656,0.8125,17987.18723,877,0.05367205,0.501821513,25,72,191,4.46,0,0
1,3,32,60,428,4.540338983,2.495263626,14.3445,2.125521711,2.42,-0.075263626,53.33333333,16.16743183,0.3125,17539.3791,404,-0.017665174,0.468979779,22,77,218,4.61,0,1
0,2,28,50,388,4.45975,4.594862036,9.4782,2.844542227,5.597142857,1.002280821,56,10.51600334,0.6875,11158.06649,705,0.019048922,0.460574374,22,76,254,4.51,0,0
1,5,52,96,779,4.337446809,3.547760594,15.344375,2.173501235,3.8,0.252239406,54.16666667,36.72577955,0.5625,6786.4375,927,0.005515216,0.457261029,26,75,190,4.36,0,0
1,4,61,98,631,7.62752809,3.913009417,11.73540816,3.21906344,4.420327869,0.507318452,62.24489796,24.44892293,0.25,11587.30507,781,0.10003755,0.494425221,22,71,172,4.38,0,0
1,8,58,100,769,7.455670103,3.876105687,13.7479,3.265744792,4.845344828,0.969239141,58,39.29655567,0.0625,8024.270075,914,0.0696412,0.498867676,23,69,170,4.27,0,0
1,3,37,55,394,7.141666667,5.614923543,7.708,3.423245681,6.172702703,0.55777916,67.27272727,10.4288487,0.875,21108.92106,290,0.027098445,0.581360724,24,69,190,4.44,1,1
1,5,58,79,600,7.064571429,4.13510729,6.410253165,3.311375513,5.222068966,1.086961676,73.41772152,10.52295826,0.1875,15434.58898,585,0.09309268,0.527394812,21,73,220,,0,0
1,2,26,43,452,6.963589744,5.830800154,16.91953488,3.34740267,5.998076923,0.167276769,60.46511628,16.75838161,0.25,24146.69033,581,0.048290774,0.531851995,21,72,190,,0,0
1,1,32,48,477,6.951458333,6.475281806,10.93416667,3.524658653,8.1090625,1.633780694,66.66666667,14.5610112,0.1875,13707.10152,711,0.05083388,0.46212995,24,77,214,,1,0
1,1,33,44,391,6.914634146,7.829263579,2.106818182,4.6000523,12.26939394,4.440130361,75,2.459362158,0.375,25451.52813,305,0.012677608,0.532670332,24,72,214,4.48,0,0
1,6,90,129,936,6.900932203,5.717379116,7.077906977,3.41209112,5.669888889,-0.047490227,69.76744186,23.93202942,0.625,31508.9842,1119,0.03644945,0.514152859,28,72,193,4.51,1,1
1,3,77,97,851,6.805316456,4.752918988,7.058041237,3.473624456,4.562987013,-0.189931975,79.3814433,17.12504033,0.3125,12642.02966,659,0.056065865,0.527917527,24,71,195,4.31,1,1
1,5,65,92,984,6.78,4.009703099,12.29195652,2.411305685,4.483076923,0.473373824,70.65217391,28.83890547,0.125,9106.518273,751,0.10302499,0.469137629,25,75,209,,0,1
1,6,35,47,417,6.7175,4.939943266,9.268723404,4.093774477,5.173428571,0.233485306,74.46808511,9.435163707,0.6875,28986.91208,513,0.016791783,0.450563043,25,72,215,4.86,0,0
1,6,81,119,1143,6.692454545,3.684021376,12.02756303,2.98250915,4.318518519,0.634497143,68.06722689,30.35009224,0.125,14674.35299,801,0.09684313,0.517526391,26,70,183,4.33,1,0
1,4,34,50,448,6.68,2.892812606,9.5078,3.48488347,3.855882353,0.963069747,68,14.56558173,0.625,14008.62707,706,0.08150795,0.475614417,24,74,210,4.49,0,1
1,0,46,69,602,6.6728125,5.392822294,8.304202899,3.434234043,6.55326087,1.160438575,66.66666667,11.51875298,0.625,10345.77332,460,0.07628672,0.495302288,34,71,185,4.58,1,1
1,9,76,115,978,6.661071429,2.525771339,12.86669565,2.533997025,2.785526316,0.259754977,66.08695652,29.74563818,0.625,10345.77332,939,0.07628672,0.495302288,30,74,198,4.46,3,0
0,4,63,89,615,6.647580645,3.537218604,6.737191011,3.065083673,4.491746032,0.954527428,70.78651685,12.84885914,0.75,19448.69305,973,0.024790712,0.45263991,24,77,242,4.75,0,0
1,2,56,77,656,6.631029412,5.711911941,6.841688312,3.477421529,6.495892857,0.783980916,72.72727273,12.13470464,0.25,24146.69033,550,0.048290774,0.531851995,24,70,185,4.59,0,0
1,3,45,59,466,6.608245614,3.606818805,9.587118644,4.223176901,3.862888889,0.256070084,76.27118644,11.27406232,0.625,17702.04307,845,0.07272215,0.507079101,25,73,203,4.59,0,0
1,1,36,54,373,6.589245283,3.566878882,10.11777778,3.146773974,4.798888889,1.232010007,66.66666667,12.85782869,0.125,24425.94498,370,0.0753505,0.456284131,27,67,169,,2,1
1,5,55,88,642,6.579012346,3.102783424,11.38920455,3.260938638,3.462727273,0.359943849,62.5,20.82627695,0.1875,15434.58898,785,0.09309268,0.527394812,27,73,194,4.59,0,0
1,2,35,52,388,6.578958333,2.554016068,9.095,2.136361178,2.413428571,-0.140587497,67.30769231,12.0676897,0.6875,15911.48802,424,0.009893209,0.485957925,32,71,197,4.42,0,0
