,avgCushion,avgExpectedYAC,avgIntendedAirYards,avgSeparation,avgYAC,avgYACAboveExpectation,catchPercentage,percentShareOfIntendedAirYards,recTouchdowns,receptions,targets,yards,player_x,playerName,position,teamId,season,player_clean,team_abbr,total_round_trip_miles,birth_date,turf_percentage,player_y,total_snaps,avg_opponent_pass_epa,sos_win_pct,age_season_start,height,weight,forty
43,6.079245283,3.659694966,10.25473214,3.051198104,4.345538462,0.685843496,58.03571429,35.85078224,4,65,112,891,"{'season': 2018, 'currentTeamId': '2100', 'displayName': 'Corey Davis', 'esbId': 'DAV247957', 'firstName': 'Corey', 'footballName': 'Corey', 'gsisId': '00-0033871', 'gsisItId': 44817, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/bvc0v713yjjeq5pvlep4', 'jerseyNumber': 84, 'lastName': 'Davis', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'C.Davis', 'smartId': '32004441-5624-7957-ef31-0e38b3301e4b', 'status': 'ACT'}",corey davis,WR,2100,2018,corey davis,TEN,12049.56799,1995-01-11,0.3125,Corey Davis,872,0.009323124,0.5104878848469212,23,75.0,209.0,
52,5.899390244,3.865493658,7.404137931,2.866364179,3.414153846,-0.451339812,74.71264368,16.15833239,3,65,87,672,"{'season': 2018, 'currentTeamId': '1200', 'displayName': 'Cole Beasley', 'esbId': 'BEA434808', 'firstName': 'Cole', 'footballName': 'Cole', 'gsisId': '00-0029000', 'gsisItId': 38947, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/f8ps0df05hmcu1tzrbub', 'jerseyNumber': 11, 'lastName': 'Beasley', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'C.Beasley', 'smartId': '32004245-4143-4808-b9d8-45a5d1a5ad73', 'status': 'ACT'}",cole beasley,WR,1200,2018,cole beasley,DAL,18985.53715,1989-04-26,0.8125,Cole Beasley,769,0.05710488,0.5028057275541795,29,68.0,180.0,
54,5.855714286,4.846703826,14.8040146,3.148717596,6.379655172,1.532951347,63.50364964,38.42517686,12,87,137,1479,"{'season': 2018, 'currentTeamId': '2310', 'displayName': 'Tyreek Hill', 'esbId': 'HIL628694', 'firstName': 'Tyreek', 'footballName': 'Tyreek', 'gsisId': '00-0033040', 'gsisItId': 43454, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/daheq1ssy3lui6kxtudq', 'jerseyNumber': 10, 'lastName': 'Hill', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'T.Hill', 'smartId': '32004849-4c62-8694-8490-45499711dee4', 'status': 'ACT'}",tyreek hill,WR,2310,2018,tyreek hill,KC,17312.03603,1994-03-01,0.125,Tyreek Hill,1021,0.025024401,0.4927880021404273,24,70.0,185.0,
58,5.770486111,3.427741437,9.596928105,2.903090043,3.854867257,0.427125819,73.85620915,32.74803065,9,113,153,1373,"{'season': 2018, 'currentTeamId': '3000', 'displayName': 'Adam Thielen', 'esbId': 'THI510348', 'firstName': 'Adam', 'footballName': 'Adam', 'gsisId': '00-0030035', 'gsisItId': 40488, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/stmxpojttikyk6i8hgi0', 'jerseyNumber': 19, 'lastName': 'Thielen', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'A.Thielen', 'smartId': '32005448-4951-0348-440c-28f32f21652b', 'status': 'ACT'}",adam thielen,WR,3000,2018,adam thielen,MIN,14371.79524,1990-08-22,0.75,Adam Thielen,1011,0.031576075,0.4912280701754386,28,74.0,200.0,
62,5.742619048,4.128700067,9.96375,3.12823136,5.118461538,0.989761472,69.64285714,12.07343118,4,39,56,502,"{'season': 2018, 'currentTeamId': '3430', 'displayName': 'Chris Herndon', 'esbId': 'HER373492', 'firstName': 'Christopher', 'footballName': 'Christopher', 'gsisId': '00-0034766', 'gsisItId': 46176, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/orypxaqv1ux3nbqssqqx', 'jerseyNumber': 89, 'lastName': 'Herndon', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'C.Herndon', 'smartId': '32004845-5237-3492-2b18-4e74e810b869', 'status': 'ACT'}",chris herndon,TE,3430,2018,chris herndon,NYJ,9420.503367,1996-02-23,0.6875,Chris Herndon,625,-0.006351409,0.5000147811317509,22,76.0,252.0,
69,5.678955224,4.978758879,6.389027778,3.644751079,5.096037736,0.117278856,73.61111111,9.330396351,2,53,72,485,"{'season': 2018, 'currentTeamId': '2200', 'displayName': 'Chester Rogers', 'esbId': 'ROG146742', 'firstName': 'Chester', 'footballName': 'Chester', 'gsisId': '00-0032355', 'gsisItId': 43556, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/xcttpybweoxgmeycjvof', 'jerseyNumber': 80, 'lastName': 'Rogers', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'C.Rogers', 'smartId': '3200524f-4714-6742-8aec-cfa06f6c3ab6', 'status': 'ACT', 'suffix': 'III'}",chester rogers,WR,2200,2018,chester rogers,IND,14502.58425,1994-01-12,0.6875,Chester Rogers,684,0.029891133,0.486355970263349,24,72.0,184.0,
74,5.647837838,2.656718139,8.701428571,2.868555935,2.106333333,-0.550384806,61.2244898,6.459926397,6,30,49,289,"{'season': 2018, 'currentTeamId': '4900', 'displayName': 'Cameron Brate', 'esbId': 'BRA663798', 'firstName': 'Cameron', 'footballName': 'Cameron', 'gsisId': '00-0031273', 'gsisItId': 42033, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/og8g0lqdnbrwcbmjwbfu', 'jerseyNumber': 84, 'lastName': 'Brate', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'C.Brate', 'smartId': '32004252-4166-3798-c2b3-ef206ba23ba8', 'status': 'ACT'}",cameron brate,TE,4900,2018,cameron brate,TB,11937.85766,1991-07-03,0.3125,Cameron Brate,534,0.056278113,0.5088337418300654,27,77.0,235.0,
79,5.581395349,3.415494182,12.14931818,2.210701572,4.213214286,0.797720104,63.63636364,14.27034559,5,28,44,427,"{'season': 2018, 'currentTeamId': '3300', 'displayName': ""Tre'Quan Smith"", 'esbId': 'SMI764556', 'firstName': ""Tre'Quan"", 'footballName': ""Tre'Quan"", 'gsisId': '00-0034765', 'gsisItId': 46160, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/if2chjv6qwxa3fyjg35g', 'jerseyNumber': 10, 'lastName': 'Smith', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'T.Smith', 'smartId': '3200534d-4976-4556-d545-e418d85634bb', 'status': 'ACT'}",tre'quan smith,WR,3300,2018,tre'quan smith,NO,11869.09747,1996-01-07,0.8125,Tre'Quan Smith,631,0.059760243,0.4938558269311623,22,73.0,210.0,
82,5.564677419,5.339300242,12.50184615,2.760509326,5.143658537,-0.195641705,63.07692308,20.14647111,5,41,65,653,"{'season': 2018, 'currentTeamId': '4400', 'displayName': 'Tyrell Williams', 'esbId': 'WIL547641', 'firstName': 'Tyrell', 'footballName': 'Tyrell', 'gsisId': '00-0032160', 'gsisItId': 43090, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/knhalhbzfbwtsvdav0q8', 'jerseyNumber': 16, 'lastName': 'Williams', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'Ty.Williams', 'smartId': '32005749-4c54-7641-fdca-10f8368b7b2e', 'status': 'ACT'}",tyrell williams,WR,4400,2018,tyrell williams,LAC,29416.74184,1992-02-12,0.125,Tyrell Williams,862,0.024343356,0.4853036731261705,26,76.0,205.0,
95,5.361395349,5.359851903,11.83733333,3.37600308,7.574444444,2.214592542,60.0,13.60654733,5,27,45,467,"{'season': 2018, 'currentTeamId': '4500', 'displayName': 'Dante Pettis', 'esbId': 'PET735981', 'firstName': 'Dante', 'footballName': 'Dante', 'gsisId': '00-0034860', 'gsisItId': 46113, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/d0utivdrtm4tumhdm3ik', 'jerseyNumber': 18, 'lastName': 'Pettis', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'D.Pettis', 'smartId': '32005045-5473-5981-8eda-5f27db81c106', 'status': 'RES', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",dante pettis,WR,4500,2018,dante pettis,SF,18381.19579,1995-10-23,0.125,Dante Pettis,452,0.02577737,0.486296547127623,22,73.0,195.0,
96,5.328604651,2.95369856,8.390217391,3.053193703,2.350666667,-0.603031893,65.2173913,8.825970925,2,30,46,243,"{'season': 2018, 'currentTeamId': '1400', 'displayName': 'DaeSean Hamilton', 'esbId': 'HAM200565', 'firstName': 'DaeSean', 'footballName': 'DaeSean', 'gsisId': '00-0034370', 'gsisItId': 46182, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/iz3vfnnc3rwi6mpdsvia', 'jerseyNumber': 17, 'lastName': 'Hamilton', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'D.Hamilton', 'smartId': '32004841-4d20-0565-a51e-2028f6290d41', 'status': 'ACT'}",daesean hamilton,WR,1400,2018,daesean hamilton,DEN,15500.69311,1995-03-10,0.125,DaeSean Hamilton,471,0.031874347,0.5040244990540076,23,73.0,206.0,
103,5.188510638,4.698406791,11.33148148,2.97224551,5.383636364,0.685229572,61.11111111,13.7125672,7,33,54,423,"{'season': 2018, 'currentTeamId': '0810', 'displayName': 'Anthony Miller', 'esbId': 'MIL140090', 'firstName': 'Anthony', 'footballName': 'Anthony', 'gsisId': '00-0034353', 'gsisItId': 46120, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/bd1p24ouboy5l6aqelbc', 'jerseyNumber': 17, 'lastName': 'Miller', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'A.Miller', 'smartId': '32004d49-4c14-0090-2d8a-386614adf145', 'status': 'ACT'}",anthony miller,WR,810,2018,anthony miller,CHI,12825.42167,1994-10-09,0.25,Anthony Miller,615,0.037970804,0.4291239199498169,23,71.0,190.0,
104,5.1703125,3.223001517,9.904565217,2.64262798,3.034,-0.189001517,76.08695652,12.16250848,2,35,46,400,"{'season': 2018, 'currentTeamId': '3300', 'displayName': 'Benjamin Watson', 'esbId': 'WAT311042', 'firstName': 'Benjamin', 'footballName': 'Benjamin', 'gsisId': '00-0022943', 'gsisItId': 28985, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/dorymozpdnrllkqlfzpu', 'jerseyNumber': 82, 'lastName': 'Watson', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'B.Watson', 'smartId': '32005741-5431-1042-6fe6-3cd4a15a0a0c', 'status': 'ACT', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE'}",ben watson,TE,3300,2018,benjamin watson,NO,11869.09747,1980-12-18,0.8125,Ben Watson,533,0.059760243,0.4938558269311623,37,75.0,251.0,
105,5.156515152,3.197621466,12.12863014,2.823577008,3.6118,0.414178534,68.49315068,22.91755643,5,50,73,618,"{'season': 2018, 'currentTeamId': '4600', 'displayName': 'Doug Baldwin', 'esbId': 'BAL312014', 'firstName': 'Doug', 'footballName': 'Doug', 'gsisId': '00-0028434', 'gsisItId': 37914, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/kccmcttfdtl7m3g49vb8', 'jerseyNumber': 89, 'lastName': 'Baldwin', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'D.Baldwin', 'smartId': '32004241-4c31-2014-c93d-20c503b6b7fe', 'status': 'ACT', 'suffix': 'Jr.'}",doug baldwin,WR,4600,2018,doug baldwin,SEA,24565.10818,1988-09-21,0.5625,Doug Baldwin,763,0.03545595,0.4787644934134645,29,70.0,192.0,
106,5.151764706,5.043176079,7.737954545,3.257800895,5.650606061,0.607429981,75.0,7.735282357,4,33,44,334,"{'season': 2018, 'currentTeamId': '3700', 'displayName': 'Dallas Goedert', 'esbId': 'GOE595520', 'firstName': 'Dallas', 'footballName': 'Dallas', 'gsisId': '00-0034351', 'gsisItId': 46118, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/bekz0emretqdor3engkr', 'jerseyNumber': 88, 'lastName': 'Goedert', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'D.Goedert', 'smartId': '3200474f-4559-5520-b7af-5e002aedafbb', 'status': 'ACT'}",dallas goedert,TE,3700,2018,dallas goedert,PHI,18211.13552,1995-01-03,0.1875,Dallas Goedert,573,0.041282054,0.5329890971983335,23,77.0,260.0,
107,5.118461538,5.693538919,7.866976744,3.448165033,6.751666667,1.058127748,55.81395349,7.706151162,0,24,43,305,"{'season': 2018, 'currentTeamId': '2120', 'displayName': 'Ryan Griffin', 'esbId': 'GRI293499', 'firstName': 'Ryan', 'footballName': 'Ryan', 'gsisId': '00-0030108', 'gsisItId': 40149, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/ntkwyyft1r9xefhlc66m', 'jerseyNumber': 84, 'lastName': 'Griffin', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'R.Griffin', 'smartId': '32004752-4929-3499-4553-f2c6b22bb2af', 'status': 'ACT'}",ryan griffin,TE,2120,2018,ryan griffin,TB,11937.85766,1989-11-17,0.3125,Ryan Griffin,800,0.056278113,0.5088337418300654,28,77.0,210.0,
108,5.118461538,5.693538919,7.866976744,3.448165033,6.751666667,1.058127748,55.81395349,7.706151162,0,24,43,305,"{'season': 2018, 'currentTeamId': '2120', 'displayName': 'Ryan Griffin', 'esbId': 'GRI293499', 'firstName': 'Ryan', 'footballName': 'Ryan', 'gsisId': '00-0030108', 'gsisItId': 40149, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/ntkwyyft1r9xefhlc66m', 'jerseyNumber': 84, 'lastName': 'Griffin', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'R.Griffin', 'smartId': '32004752-4929-3499-4553-f2c6b22bb2af', 'status': 'ACT'}",ryan griffin,TE,2120,2018,ryan griffin,TB,11937.85766,1989-11-17,0.3125,Ryan Griffin,800,0.056278113,0.5088337418300654,28,77.0,255.0,
109,5.118461538,5.693538919,7.866976744,3.448165033,6.751666667,1.058127748,55.81395349,7.706151162,0,24,43,305,"{'season': 2018, 'currentTeamId': '2120', 'displayName': 'Ryan Griffin', 'esbId': 'GRI293499', 'firstName': 'Ryan', 'footballName': 'Ryan', 'gsisId': '00-0030108', 'gsisItId': 40149, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/ntkwyyft1r9xefhlc66m', 'jerseyNumber': 84, 'lastName': 'Griffin', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'R.Griffin', 'smartId': '32004752-4929-3499-4553-f2c6b22bb2af', 'status': 'ACT'}",ryan griffin,TE,2120,2018,ryan griffin,TB,11937.85766,1989-11-17,0.3125,Ryan Griffin,800,0.056278113,0.5088337418300654,28,78.0,210.0,
110,5.118461538,5.693538919,7.866976744,3.448165033,6.751666667,1.058127748,55.81395349,7.706151162,0,24,43,305,"{'season': 2018, 'currentTeamId': '2120', 'displayName': 'Ryan Griffin', 'esbId': 'GRI293499', 'firstName': 'Ryan', 'footballName': 'Ryan', 'gsisId': '00-0030108', 'gsisItId': 40149, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/ntkwyyft1r9xefhlc66m', 'jerseyNumber': 84, 'lastName': 'Griffin', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'R.Griffin', 'smartId': '32004752-4929-3499-4553-f2c6b22bb2af', 'status': 'ACT'}",ryan griffin,TE,2120,2018,ryan griffin,TB,11937.85766,1989-11-17,0.3125,Ryan Griffin,800,0.056278113,0.5088337418300654,28,78.0,255.0,
113,5.025208333,4.472854716,7.45203125,2.754435361,4.881162791,0.408308074,67.1875,10.79510731,3,43,64,439,"{'season': 2018, 'currentTeamId': '0920', 'displayName': 'C.J. Uzomah', 'esbId': 'UZO415291', 'firstName': 'Christopher', 'footballName': 'C.J.', 'gsisId': '00-0032134', 'gsisItId': 42500, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/dyibbshsufxng0ckdsv4', 'jerseyNumber': 87, 'lastName': 'Uzomah', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'C.Uzomah', 'smartId': '3200555a-4f41-5291-7c48-f42f95ee20d2', 'status': 'ACT'}",c.j. uzomah,TE,920,2018,cj uzomah,CIN,8279.790101,1993-01-14,0.625,C.J. Uzomah,839,0.033791225,0.5162377450980392,25,78.0,265.0,
121,4.721267606,4.109941086,13.99746479,2.107671167,7.077317073,2.967375987,57.74647887,22.90045026,4,41,71,737,"{'season': 2018, 'currentTeamId': '3200', 'displayName': 'Josh Gordon', 'esbId': 'GOR190310', 'firstName': 'Josh', 'footballName': 'Josh', 'gsisId': '00-0029664', 'gsisItId': 39646, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/atwcq5nczzb5k85fince', 'jerseyNumber': 10, 'lastName': 'Gordon', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'J.Gordon', 'smartId': '3200474f-5219-0310-af1f-30d8c9d32e21', 'status': 'SUS', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",josh gordon,WR,3200,2018,josh gordon,NE,18869.44337,1991-04-13,0.6875,Josh Gordon,633,0.004994475,0.5122469809715207,27,75.0,225.0,
128,4.449473684,4.675236958,8.789333333,2.464236806,4.533214286,-0.142022672,62.22222222,9.805729926,2,28,45,333,"{'season': 2018, 'currentTeamId': '4400', 'displayName': 'Antonio Gates', 'esbId': 'GAT194627', 'firstName': 'Antonio', 'footballName': 'Antonio', 'gsisId': '00-0021547', 'gsisItId': 28495, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/kndulvysinvn4tpvt0bc', 'jerseyNumber': 85, 'lastName': 'Gates', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'A.Gates', 'smartId': '32004741-5419-4627-d7b9-c6962c8e21f2', 'status': 'ACT'}",antonio gates,TE,4400,2018,antonio gates,LAC,29416.74184,1980-06-18,0.125,Antonio Gates,441,0.024343356,0.4853036731261705,38,76.0,255.0,
133,7.209402985,3.327346876,12.26333333,2.712406234,4.902325581,1.574978706,62.31884058,22.32444141,2,43,69,601,"{'season': 2019, 'currentTeamId': '2100', 'displayName': 'Corey Davis', 'esbId': 'DAV247957', 'firstName': 'Corey', 'footballName': 'Corey', 'gsisId': '00-0033871', 'gsisItId': 44817, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/bvc0v713yjjeq5pvlep4', 'jerseyNumber': 84, 'lastName': 'Davis', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'C.Davis', 'smartId': '32004441-5624-7957-ef31-0e38b3301e4b', 'status': 'ACT', 'uniformNumber': '84'}",corey davis,WR,2100,2019,corey davis,TEN,14043.33279,1995-01-11,0.125,Corey Davis,859,0.044406664,0.529395922727355,24,75.0,209.0,
136,6.765909091,4.331822161,5.798644068,3.476792173,4.39195122,0.060129058,69.49152542,7.300553538,3,41,59,349,"{'season': 2019, 'currentTeamId': '4600', 'displayName': 'Jacob Hollister', 'esbId': 'HOL292467', 'firstName': 'Jacob', 'footballName': 'Jacob', 'gsisId': '00-0033387', 'gsisItId': 45281, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/ekswzksp2camcm4yrznj', 'jerseyNumber': 48, 'lastName': 'Hollister', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'J.Hollister', 'smartId': '3200484f-4c29-2467-de51-661befd08df1', 'status': 'ACT', 'uniformNumber': '48'}",jacob hollister,TE,4600,2019,jacob hollister,SEA,35553.16235,1993-11-18,0.5625,Jacob Hollister,607,0.005700142,0.5306886156021863,25,76.0,245.0,
137,6.73245283,4.447409206,7.349464286,3.158416889,5.033823529,0.586414323,60.71428571,11.60296692,4,34,56,310,"{'season': 2019, 'currentTeamId': '5110', 'displayName': 'Steven Sims', 'esbId': 'SIM809106', 'firstName': 'Steven', 'footballName': 'Steven', 'gsisId': '00-0034928', 'gsisItId': 48051, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/swrcnypswgiyxaaidmwl', 'jerseyNumber': 15, 'lastName': 'Sims', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'S.Sims', 'smartId': '32005349-4d80-9106-3126-855ed37450b4', 'status': 'ACT', 'uniformNumber': '15'}",steven sims,WR,5110,2019,steven sims,WAS,9378.526001,1997-03-31,0.25,Steven Sims,310,0.01133364,0.4863314843481252,22,70.0,176.0,
139,6.579333333,3.995860084,8.800128205,2.714040287,5.609534884,1.6136748,55.12820513,14.40645595,0,43,78,529,"{'season': 2019, 'currentTeamId': '0920', 'displayName': 'Alex Erickson', 'esbId': 'ERI090697', 'firstName': 'Alex', 'footballName': 'Alex', 'gsisId': '00-0032543', 'gsisItId': 43663, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/ynfigtd9x55vsxotphsg', 'jerseyNumber': 12, 'lastName': 'Erickson', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'A.Erickson', 'smartId': '32004552-4909-0697-7ef2-dee5ba714d1b', 'status': 'ACT', 'uniformNumber': '12'}",alex erickson,WR,920,2019,alex erickson,CIN,15572.18963,1992-11-06,0.125,Alex Erickson,615,-0.030991523,0.5365510513415893,26,72.0,195.0,
141,6.532195122,2.392068561,10.60666667,2.507047909,2.03,-0.362068561,68.88888889,13.55827245,3,31,45,294,"{'season': 2019, 'currentTeamId': '3000', 'displayName': 'Bisi Johnson', 'esbId': 'JOH000023', 'firstName': 'Olabisi', 'footballName': 'Olabisi', 'gsisId': '00-0035006', 'gsisItId': 48030, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/hbzkzporasmgee2kpfyk', 'jerseyNumber': 81, 'lastName': 'Johnson', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'O.Johnson', 'smartId': '32004a4f-4800-0023-5262-0061a9786a43', 'status': 'ACT', 'uniformNumber': '81'}",olabisi johnson,WR,3000,2019,bisi johnson,MIN,17987.18723,1997-03-17,0.8125,Olabisi Johnson,597,0.05367205,0.5018215132056721,22,72.0,203.0,
147,6.443968254,4.769195806,10.87661972,2.955510969,5.377608696,0.60841289,64.78873239,21.06969117,7,46,71,584,"{'season': 2019, 'currentTeamId': '0325', 'displayName': 'Marquise Brown', 'esbId': 'BRO413218', 'firstName': 'Marquise', 'footballName': 'Marquise', 'gsisId': '00-0035662', 'gsisItId': 47808, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/zsfjardpwq8fw0jr2cnf', 'jerseyNumber': 15, 'lastName': 'Brown', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'M.Brown', 'smartId': '32004252-4f41-3218-bf76-54f4042e0396', 'status': 'ACT', 'uniformNumber': '15'}",marquise brown,WR,325,2019,marquise brown,BAL,15488.31238,1997-06-04,0.1875,Marquise Brown,643,0.013195359,0.4914582448046298,22,69.0,170.0,
148,6.408666667,3.635019645,12.706875,3.045636107,4.179333333,0.544313689,62.5,17.32578486,6,30,48,418,"{'season': 2019, 'currentTeamId': '3000', 'displayName': 'Adam Thielen', 'esbId': 'THI510348', 'firstName': 'Adam', 'footballName': 'Adam', 'gsisId': '00-0030035', 'gsisItId': 40488, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/stmxpojttikyk6i8hgi0', 'jerseyNumber': 19, 'lastName': 'Thielen', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'A.Thielen', 'smartId': '32005448-4951-0348-440c-28f32f21652b', 'status': 'ACT', 'uniformNumber': '19'}",adam thielen,WR,3000,2019,adam thielen,MIN,17987.18723,1990-08-22,0.8125,Adam Thielen,542,0.05367205,0.5018215132056721,29,74.0,200.0,
158,6.206666667,4.791238366,6.970693069,3.196159724,4.883030303,0.091791937,65.34653465,16.38220491,3,66,101,660,"{'season': 2019, 'currentTeamId': '2250', 'displayName': 'Dede Westbrook', 'esbId': 'WES551470', 'firstName': 'Decrick', 'footballName': 'Dede', 'gsisId': '00-0033839', 'gsisItId': 44923, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/ka3wmdkh42mcj3lgbjoe', 'jerseyNumber': 12, 'lastName': 'Westbrook', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'D.Westbrook', 'smartId': '32005745-5355-1470-8067-83ca40023853', 'status': 'ACT', 'uniformNumber': '12'}",dede westbrook,WR,2250,2019,dede westbrook,JAX,13440.13123,1993-11-21,0.125,Dede Westbrook,747,0.05485951,0.4841747828517372,25,72.0,176.0,
162,6.104086022,4.786824609,7.620283019,3.174772846,5.320746269,0.53392166,63.20754717,17.92387098,6,67,106,778,"{'season': 2019, 'currentTeamId': '0610', 'displayName': 'Cole Beasley', 'esbId': 'BEA434808', 'firstName': 'Cole', 'footballName': 'Cole', 'gsisId': '00-0029000', 'gsisItId': 38947, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/f8ps0df05hmcu1tzrbub', 'jerseyNumber': 10, 'lastName': 'Beasley', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'C.Beasley', 'smartId': '32004245-4143-4808-b9d8-45a5d1a5ad73', 'status': 'ACT', 'uniformNumber': '10'}",cole beasley,WR,610,2019,cole beasley,BUF,11158.06649,1989-04-26,0.6875,Cole Beasley,783,0.019048922,0.4605743742285356,30,68.0,174.0,
