,avgCushion,avgExpectedYAC,avgIntendedAirYards,avgSeparation,avgYAC,avgYACAboveExpectation,catchPercentage,percentShareOfIntendedAirYards,recTouchdowns,receptions,targets,yards,player_x,playerName,position,teamId,season,player_clean,team_abbr,total_round_trip_miles,birth_date,turf_percentage,player_y,total_snaps,avg_opponent_pass_epa,sos_win_pct,age_season_start,height,weight,forty
291,6.407142857,4.138771865,8.760153846,2.850925907,4.491521739,0.352749874,70.76923077,10.93181844,3,46,65,524,"{'season': 2020, 'currentTeamId': '3700', 'displayName': 'Dallas Goedert', 'esbId': 'GOE595520', 'firstName': 'Dallas', 'footballName': 'Dallas', 'gsisId': '00-0034351', 'gsisItId': 46118, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/bekz0emretqdor3engkr', 'jerseyNumber': 88, 'lastName': 'Goedert', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'D.Goedert', 'smartId': '3200474f-4559-5520-b7af-5e002aedafbb', 'status': 'INA', 'uniformNumber': '88', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE'}",dallas goedert,TE,3700,2020,dallas goedert,PHI,14898.41217,1995-01-03,0.125,Dallas Goedert,604,0.006848845,0.5190461601307189,25,77.0,256.0,
292,6.371621622,3.102038423,7.172830189,2.421021808,3.705384615,0.603346192,73.58490566,9.69474409,1,39,53,387,"{'season': 2020, 'currentTeamId': '2100', 'displayName': 'Anthony Firkser', 'esbId': 'FIR355963', 'firstName': 'Anthony', 'footballName': 'Anthony', 'gsisId': '00-0033455', 'gsisItId': 45355, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/s1mjbvtn2mrliukptu5n', 'jerseyNumber': 86, 'lastName': 'Firkser', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'A.Firkser', 'smartId': '32004649-5235-5963-ed29-7b11917cedd5', 'status': 'ACT', 'uniformNumber': '86'}",anthony firkser,TE,2100,2020,anthony firkser,TEN,9106.518273,1995-02-19,0.125,Anthony Firkser,360,0.10302499,0.4691376292519071,25,74.0,246.0,
303,6.238108108,5.383789872,12.61111111,3.904784194,5.808709677,0.424919806,68.88888889,13.13493221,4,31,45,438,"{'season': 2020, 'currentTeamId': '3800', 'displayName': 'Dan Arnold', 'esbId': 'ARN413883', 'firstName': 'Daniel', 'footballName': 'Dan', 'gsisId': '00-0034011', 'gsisItId': 45785, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/od0cezg8gqjalkzvuju6', 'jerseyNumber': 85, 'lastName': 'Arnold', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'D.Arnold', 'smartId': '32004152-4e41-3883-2521-46a3b5976b3b', 'status': 'ACT', 'uniformNumber': '85'}",dan arnold,TE,3800,2020,dan arnold,ARI,22615.58572,1995-03-15,0.3125,Dan Arnold,469,0.034151647,0.4623578323873409,25,78.0,220.0,
309,6.191090909,4.957030788,16.40527273,3.070112757,6.755357143,1.798326355,50.90909091,19.18835118,3,28,55,511,"{'season': 2020, 'currentTeamId': '4400', 'displayName': 'Jalen Guyton', 'esbId': 'GUY706299', 'firstName': 'Jalen', 'footballName': 'Jalen', 'gsisId': '00-0035414', 'gsisItId': 48556, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/dsh0m17sl7afrzo9xnd7', 'jerseyNumber': 15, 'lastName': 'Guyton', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'J.Guyton', 'smartId': '32004755-5970-6299-fcda-7c74fd80b038', 'status': 'ACT', 'uniformNumber': '15'}",jalen guyton,WR,4400,2020,jalen guyton,LAC,25398.18167,1997-06-07,0.6875,Jalen Guyton,920,0.075409055,0.4770879020467836,23,73.0,212.0,
312,6.188,4.119554905,15.31188679,3.437165888,3.774848485,-0.34470642,62.26415094,14.48992528,3,33,53,501,"{'season': 2020, 'currentTeamId': '4900', 'displayName': 'Scott Miller', 'esbId': 'MIL546315', 'firstName': 'Scott', 'footballName': 'Scott', 'gsisId': '00-0035298', 'gsisItId': 47991, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/knmpvvmftnvmqtx5g8me', 'jerseyNumber': 10, 'lastName': 'Miller', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'S.Miller', 'smartId': '32004d49-4c54-6315-cdf3-7806972abae8', 'status': 'ACT', 'uniformNumber': '10'}",scott miller,WR,4900,2020,scott miller,TB,20782.13439,1997-07-31,0.25,Scott Miller,495,0.0709579,0.5199948400412796,23,69.0,174.0,
313,6.18688172,4.701335438,7.87411215,3.510714332,4.452804878,-0.24853056,76.63551402,16.62155497,4,82,107,967,"{'season': 2020, 'currentTeamId': '0610', 'displayName': 'Cole Beasley', 'esbId': 'BEA434808', 'firstName': 'Cole', 'footballName': 'Cole', 'gsisId': '00-0029000', 'gsisItId': 38947, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/ydpdhw4uw8rc2bobc6b7', 'jerseyNumber': 11, 'lastName': 'Beasley', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'C.Beasley', 'smartId': '32004245-4143-4808-b9d8-45a5d1a5ad73', 'status': 'ACT', 'uniformNumber': '11'}",cole beasley,WR,610,2020,cole beasley,BUF,21727.15594,1989-04-26,0.5625,Cole Beasley,817,0.042374015,0.5351510872123549,31,68.0,174.0,
316,6.159423077,2.938530966,12.13472222,2.668449227,3.21,0.271469034,68.51851852,32.46909298,14,74,108,925,"{'season': 2020, 'currentTeamId': '3000', 'displayName': 'Adam Thielen', 'esbId': 'THI510348', 'firstName': 'Adam', 'footballName': 'Adam', 'gsisId': '00-0030035', 'gsisItId': 40488, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/ivv1msxgjhj02lwmkwtj', 'jerseyNumber': 19, 'lastName': 'Thielen', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'A.Thielen', 'smartId': '32005448-4951-0348-440c-28f32f21652b', 'status': 'ACT', 'uniformNumber': '19'}",adam thielen,WR,3000,2020,adam thielen,MIN,12972.40301,1990-08-22,0.75,Adam Thielen,926,0.111193106,0.4902471405228758,30,74.0,200.0,
317,6.153877551,5.850756793,7.873389831,4.243192498,4.457307692,-1.3934491,88.13559322,11.48195386,11,52,59,586,"{'season': 2020, 'currentTeamId': '1800', 'displayName': 'Robert Tonyan', 'esbId': 'TON816385', 'firstName': 'Robert', 'footballName': 'Robert', 'gsisId': '00-0033757', 'gsisItId': 45635, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/z9djtrw0ncxandqumune', 'jerseyNumber': 85, 'lastName': 'Tonyan', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'R.Tonyan', 'smartId': '3200544f-4e81-6385-721e-9beac148ba1c', 'status': 'ACT', 'uniformNumber': '85'}",robert tonyan,TE,1800,2020,robert tonyan,GB,12380.53793,1994-04-30,0.25,Robert Tonyan,734,0.116303705,0.4482570806100218,26,77.0,237.0,
319,6.141764706,3.558334903,11.01839286,3.189248627,4.418333333,0.85999843,53.57142857,12.22131992,3,30,56,381,"{'season': 2020, 'currentTeamId': '1400', 'displayName': 'K.J. Hamler', 'esbId': 'HAM386186', 'firstName': 'Kahlee', 'footballName': 'K.J.', 'gsisId': '00-0036412', 'gsisItId': 52454, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/w2zhcr5cconyonvyhhbo', 'jerseyNumber': 13, 'lastName': 'Hamler', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'K.Hamler', 'smartId': '32004841-4d38-6186-eea5-110d32b9644c', 'status': 'RES', 'uniformNumber': '13', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR'}",k.j. hamler,WR,1400,2020,kj hamler,DEN,18555.71152,1999-07-08,0.25,,521,0.06182024,0.5577404755761954,21,69.0,176.0,
322,6.088,4.592990373,6.796444444,3.640405903,4.546129032,-0.046861341,68.88888889,7.52360968,3,31,45,287,"{'season': 2020, 'currentTeamId': '3430', 'displayName': 'Christopher Herndon', 'esbId': 'HER373492', 'firstName': 'Christopher', 'footballName': 'Christopher', 'gsisId': '00-0034766', 'gsisItId': 46176, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/orypxaqv1ux3nbqssqqx', 'jerseyNumber': 89, 'lastName': 'Herndon', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'C.Herndon', 'smartId': '32004845-5237-3492-2b18-4e74e810b869', 'status': 'ACT', 'uniformNumber': '89'}",chris herndon,TE,3430,2020,christopher herndon,NYJ,21108.92106,1996-02-23,0.875,Chris Herndon,675,0.027098445,0.5813607241142071,24,76.0,252.0,
323,6.087142857,4.22401074,13.82909091,2.805171821,3.969130435,-0.254880305,52.27272727,12.05197275,2,23,44,293,"{'season': 2020, 'currentTeamId': '1400', 'displayName': 'DaeSean Hamilton', 'esbId': 'HAM200565', 'firstName': 'DaeSean', 'footballName': 'DaeSean', 'gsisId': '00-0034370', 'gsisItId': 46182, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/thfspx6c8befeosbsj1b', 'jerseyNumber': 17, 'lastName': 'Hamilton', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'D.Hamilton', 'smartId': '32004841-4d20-0565-a51e-2028f6290d41', 'status': 'ACT', 'uniformNumber': '17'}",daesean hamilton,WR,1400,2020,daesean hamilton,DEN,18555.71152,1995-03-10,0.25,DaeSean Hamilton,534,0.06182024,0.5577404755761954,25,73.0,206.0,
328,5.930833333,4.733315451,15.574,2.620778234,5.662,0.928684549,50.0,22.98705803,3,30,60,505,"{'season': 2020, 'currentTeamId': '3430', 'displayName': 'Breshad Perriman', 'esbId': 'PER440170', 'firstName': 'Breshad', 'footballName': 'Breshad', 'gsisId': '00-0032054', 'gsisItId': 42369, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/bne5jiks934q5elln42g', 'jerseyNumber': 19, 'lastName': 'Perriman', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'B.Perriman', 'smartId': '32005045-5244-0170-6920-f60eb457c1fb', 'status': 'CUT', 'uniformNumber': '19'}",breshad perriman,WR,3430,2020,breshad perriman,NYJ,21108.92106,1993-09-10,0.875,Breshad Perriman,651,0.027098445,0.5813607241142071,26,73.0,215.0,
335,5.821,3.579220381,6.059240506,3.523452703,3.032830189,-0.546390192,67.08860759,9.18993845,6,53,79,419,"{'season': 2020, 'currentTeamId': '3700', 'displayName': 'Greg Ward', 'esbId': 'WAR170484', 'firstName': 'Gregory', 'footballName': 'Greg', 'gsisId': '00-0033733', 'gsisItId': 45607, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/u3rspijhwrmzah2fahpb', 'jerseyNumber': 84, 'lastName': 'Ward', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'G.Ward', 'smartId': '32005741-5217-0484-b321-8aea367bc0a5', 'status': 'ACT', 'uniformNumber': '84'}",greg ward,WR,3700,2020,greg ward,PHI,14898.41217,1995-07-12,0.125,Greg Ward,791,0.006848845,0.5190461601307189,25,71.0,190.0,
336,5.806184211,4.280281811,11.85441558,2.981461598,3.493617021,-0.78666479,61.03896104,30.98541348,1,47,77,604,"{'season': 2020, 'currentTeamId': '3200', 'displayName': 'Damiere Byrd', 'esbId': 'BYR127180', 'firstName': 'Damiere', 'footballName': 'Damiere', 'gsisId': '00-0031868', 'gsisItId': 42899, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/thhwhd13yrxfotpmg3mr', 'jerseyNumber': 10, 'lastName': 'Byrd', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'D.Byrd', 'smartId': '32004259-5212-7180-f659-822413a5f5b7', 'status': 'ACT', 'uniformNumber': '10'}",damiere byrd,WR,3200,2020,damiere byrd,NE,24540.60019,1993-01-27,0.375,Damiere Byrd,901,0.0476752,0.5174820476436188,27,69.0,180.0,
345,5.700263158,3.908519459,12.46189873,2.595981618,4.995098039,1.08657858,64.55696203,19.49948503,6,51,79,742,"{'season': 2020, 'currentTeamId': '1400', 'displayName': 'Tim Patrick', 'esbId': 'PAT283375', 'firstName': 'Tim', 'footballName': 'Tim', 'gsisId': '00-0033375', 'gsisItId': 45267, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/wokwngkb2toke3lf8ejq', 'jerseyNumber': 81, 'lastName': 'Patrick', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'T.Patrick', 'smartId': '32005041-5428-3375-95f4-ff207c5ba0aa', 'status': 'ACT', 'uniformNumber': '81'}",tim patrick,WR,1400,2020,tim patrick,DEN,18555.71152,1993-11-23,0.25,Tim Patrick,750,0.06182024,0.5577404755761954,26,76.0,212.0,
351,5.626465517,4.217577848,13.22511111,3.433063851,5.22183908,1.004261233,64.44444444,35.58552813,15,87,135,1276,"{'season': 2020, 'currentTeamId': '2310', 'displayName': 'Tyreek Hill', 'esbId': 'HIL628694', 'firstName': 'Tyreek', 'footballName': 'Tyreek', 'gsisId': '00-0033040', 'gsisItId': 43454, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/bsgiiaeo4l2arlrw1sbz', 'jerseyNumber': 10, 'lastName': 'Hill', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'T.Hill', 'smartId': '32004849-4c62-8694-8490-45499711dee4', 'status': 'ACT', 'uniformNumber': '10'}",tyreek hill,WR,2310,2020,tyreek hill,KC,17702.04307,1994-03-01,0.625,Tyreek Hill,1083,0.07272215,0.5070791012619268,26,70.0,185.0,
360,5.506617647,3.824940722,9.625263158,2.956582269,3.17244898,-0.652491743,64.47368421,15.55111959,2,49,76,485,"{'season': 2020, 'currentTeamId': '0810', 'displayName': 'Anthony Miller', 'esbId': 'MIL140090', 'firstName': 'Anthony', 'footballName': 'Anthony', 'gsisId': '00-0034353', 'gsisItId': 46120, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/yhnxkbu614nzgmz1vmkm', 'jerseyNumber': 17, 'lastName': 'Miller', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'A.Miller', 'smartId': '32004d49-4c14-0090-2d8a-386614adf145', 'status': 'ACT', 'uniformNumber': '17'}",anthony miller,WR,810,2020,anthony miller,CHI,11587.30507,1994-10-09,0.25,Anthony Miller,607,0.10003755,0.4944252210688197,25,71.0,199.0,
362,5.4821,4.093116497,8.80266055,2.81959817,4.086666667,-0.006449831,66.05504587,17.533418,4,72,109,786,"{'season': 2020, 'currentTeamId': '0200', 'displayName': 'Russell Gage', 'esbId': 'GAG130654', 'firstName': 'Russell', 'footballName': 'Russell', 'gsisId': '00-0034411', 'gsisItId': 46263, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/oh8urg1edgyaqwdg6jid', 'jerseyNumber': 83, 'lastName': 'Gage', 'ngsPosition': 'SLOT_WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'R.Gage', 'smartId': '32004741-4713-0654-eda3-03cdf234354d', 'status': 'ACT', 'uniformNumber': '83'}",russell gage,WR,200,2020,russell gage,ATL,12167.0377,1996-01-22,0.8125,Russell Gage,762,0.064562514,0.5462998796009632,24,72.0,184.0,
366,5.427952756,3.194530421,13.60294574,2.615326192,4.733253012,1.538722591,64.34108527,38.00619005,10,83,129,1303,"{'season': 2020, 'currentTeamId': '4600', 'displayName': 'DK Metcalf', 'esbId': 'MET363377', 'firstName': 'DeKaylin', 'footballName': 'DK', 'gsisId': '00-0035640', 'gsisItId': 47847, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/fcqab5su86kysoaeghmn', 'jerseyNumber': 14, 'lastName': 'Metcalf', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'D.Metcalf', 'smartId': '32004d45-5436-3377-5806-d2746f1b94aa', 'status': 'ACT', 'uniformNumber': '14'}",dk metcalf,WR,4600,2020,dk metcalf,SEA,28986.91208,1997-12-14,0.6875,,1040,0.016791783,0.4505630425544831,22,76.0,230.0,
372,5.311176471,3.604404936,7.763877551,3.666369829,4.838918919,1.234513983,75.51020408,8.066964948,1,37,49,403,"{'season': 2020, 'currentTeamId': '2120', 'displayName': 'Jordan Akins', 'esbId': 'AKI501776', 'firstName': 'Jordan', 'footballName': 'Jordan', 'gsisId': '00-0034364', 'gsisItId': 46167, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/wuxw6o0sgzl77lnqifsz', 'jerseyNumber': 88, 'lastName': 'Akins', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'J.Akins', 'smartId': '3200414b-4950-1776-ed8f-713681e78d61', 'status': 'ACT', 'uniformNumber': '88'}",jordan akins,TE,2120,2020,jordan akins,HOU,14674.35299,1992-04-19,0.125,Jordan Akins,405,0.09684313,0.5175263910388717,28,76.0,243.0,
378,5.225609756,2.382192992,14.24627907,2.641620625,1.764347826,-0.617845165,53.48837209,14.59152125,3,23,43,319,"{'season': 2020, 'currentTeamId': '1050', 'displayName': 'Odell Beckham', 'esbId': 'BEC573252', 'firstName': 'Odell', 'footballName': 'Odell', 'gsisId': '00-0031235', 'gsisItId': 41238, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/tdmjzyhxihazjteaxhiq', 'jerseyNumber': 13, 'lastName': 'Beckham', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'O.Beckham', 'smartId': '32004245-4357-3252-264b-1da3e93d2745', 'status': 'RES', 'uniformNumber': '13', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",odell beckham,WR,1050,2020,odell beckham,CLE,9047.314267,1992-11-05,0.1875,,316,0.06781257,0.4686926671253297,27,71.0,198.0,
389,5.0421875,5.414871766,8.287272727,3.969420907,7.232916667,1.8180449,54.54545455,7.193671211,3,24,44,288,"{'season': 2020, 'currentTeamId': '0610', 'displayName': 'Dawson Knox', 'esbId': 'KNO490795', 'firstName': 'Dawson', 'footballName': 'Dawson', 'gsisId': '00-0035689', 'gsisItId': 47879, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/nfxkya3qusm0vjzsgqyv', 'jerseyNumber': 88, 'lastName': 'Knox', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'D.Knox', 'smartId': '32004b4e-4f49-0795-942a-0c363ee9b439', 'status': 'ACT', 'uniformNumber': '88'}",dawson knox,TE,610,2020,dawson knox,BUF,21727.15594,1996-11-14,0.5625,Dawson Knox,618,0.042374015,0.5351510872123549,23,76.0,254.0,
400,7.661544118,4.553452978,11.52013699,3.547443575,4.337032967,-0.216420011,62.32876712,32.02085047,6,91,146,1008,"{'season': 2021, 'currentTeamId': '0325', 'displayName': 'Marquise Brown', 'esbId': 'BRO413218', 'firstName': 'Marquise', 'footballName': 'Marquise', 'gsisId': '00-0035662', 'gsisItId': 47808, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/fihs5hshnjghcpimjjtw', 'jerseyNumber': 5, 'lastName': 'Brown', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'M.Brown', 'smartId': '32004252-4f41-3218-bf76-54f4042e0396', 'status': 'ACT', 'uniformNumber': '5', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",marquise brown,WR,325,2021,marquise brown,BAL,12968.33427,1997-06-04,0.117647059,Marquise Brown,924,0.013176538,0.524644367550942,24,69.0,170.0,
401,7.182592593,5.560030271,10.36135593,3.629111707,6.886388889,1.326358618,61.01694915,16.18130516,3,36,59,570,"{'season': 2021, 'currentTeamId': '3300', 'displayName': 'Deonte Harris', 'esbId': 'HAR363871', 'firstName': 'Deonte', 'footballName': 'Deonte', 'gsisId': '00-0035215', 'gsisItId': 48415, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/yjq2zdkus7z8zoxigr5u', 'jerseyNumber': 11, 'lastName': 'Harris', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'D.Harris', 'smartId': '32004841-5236-3871-2f21-12e477161944', 'status': 'ACT', 'uniformNumber': '11', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",deonte harris,WR,3300,2021,deonte harris,NO,17376.99461,1997-12-04,0.647058824,Deonte Harris,298,0.009710815,0.4971569639207592,23,66.0,170.0,
406,7.046633663,3.460175817,10.90827273,2.77779288,2.934716981,-0.525458836,48.18181818,27.86638922,5,53,110,519,"{'season': 2021, 'currentTeamId': '0750', 'displayName': 'Robby Anderson', 'esbId': 'AND460305', 'firstName': 'Robby', 'footballName': 'Robby', 'gsisId': '00-0032688', 'gsisItId': 43808, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/zgwiwdaqskofwe9rsvtj', 'jerseyNumber': 11, 'lastName': 'Anderson', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'R.Anderson', 'smartId': '3200414e-4446-0305-58a8-61667bde4206', 'status': 'ACT', 'uniformNumber': '11', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",robby anderson,WR,750,2021,robby anderson,CAR,13511.42938,1993-05-09,0.352941176,Robby Anderson,978,0.004484822,0.4963880288957688,28,75.0,190.0,
407,7.003555556,3.950103032,11.01645833,3.422102741,4.840967742,0.89086471,64.58333333,10.49986498,3,31,48,448,"{'season': 2021, 'currentTeamId': '4400', 'displayName': 'Jalen Guyton', 'esbId': 'GUY706299', 'firstName': 'Jalen', 'footballName': 'Jalen', 'gsisId': '00-0035414', 'gsisItId': 48556, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/bbvqbvctga7wrtnt9b4h', 'jerseyNumber': 15, 'lastName': 'Guyton', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'J.Guyton', 'smartId': '32004755-5970-6299-fcda-7c74fd80b038', 'status': 'ACT', 'uniformNumber': '15', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",jalen guyton,WR,4400,2021,jalen guyton,LAC,25477.41241,1997-06-07,0.647058824,Jalen Guyton,613,0.03612271,0.4982369418355578,24,73.0,212.0,
410,6.846666667,3.647566558,7.659122807,2.563676999,2.913333333,-0.734233225,52.63157895,7.637055735,4,30,57,245,"{'season': 2021, 'currentTeamId': '4900', 'displayName': 'Cameron Brate', 'esbId': 'BRA663798', 'firstName': 'Cameron', 'footballName': 'Cameron', 'gsisId': '00-0031273', 'gsisItId': 42033, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/lh1e0z6x8k9hqz1aba5b', 'jerseyNumber': 84, 'lastName': 'Brate', 'position': 'TE', 'positionGroup': 'TE', 'shortName': 'C.Brate', 'smartId': '32004252-4166-3798-c2b3-ef206ba23ba8', 'status': 'ACT', 'uniformNumber': '84', 'ngsPosition': 'TE', 'ngsPositionGroup': 'TE'}",cameron brate,TE,4900,2021,cameron brate,TB,16621.62915,1991-07-03,0.352941176,Cameron Brate,535,0.008555921,0.4811745566185846,30,77.0,245.0,
412,6.809130435,5.449962812,10.01295775,3.703546755,6.010625,0.560662188,67.6056338,19.07946647,4,48,71,576,"{'season': 2021, 'currentTeamId': '1540', 'displayName': 'Kalif Raymond', 'esbId': 'RAY748263', 'firstName': 'Kalif', 'footballName': 'Kalif', 'gsisId': '00-0032464', 'gsisItId': 43584, 'headshot': 'https://static.www.nfl.com/image/private/{formatInstructions}/league/v5tzzalsktjaeeepc59o', 'jerseyNumber': 11, 'lastName': 'Raymond', 'position': 'WR', 'positionGroup': 'WR', 'shortName': 'K.Raymond', 'smartId': '32005241-5974-8263-1ad0-b2ba085ce237', 'status': 'ACT', 'uniformNumber': '11', 'ngsPosition': 'WR', 'ngsPositionGroup': 'WR'}",kalif raymond,WR,1540,2021,kalif raymond,DET,14078.10139,1994-08-08,0.705882353,Kalif Raymond,742,0.01371268,0.5211786675454496,27,68.0,182.0,
