Season,Team,Acquired,Relinquished,Notes,,,,Date
2019,Cowboys,,• Daniel Ross,placed on ir with shoulder injury,,,,8/31/2019
2019,Cowboys,,• Jalen Jelks,placed on ir with undisclosed injury,,,,8/31/2019
2019,Cowboys,,• Jon'Vea Johnson,placed on ir with shoulder injury,,,,8/31/2019
2019,Eagles,,• Aziz Shittu,placed on ir with head injury,,,,8/31/2019
2019,Falcons,,• Matt Simms,placed on ir with undisclosed injury,,,,8/31/2019
2019,Giants,,• Brittan Golden,placed on ir with calf injury,,,,8/31/2019
2019,Giants,,• George Asafo-Adjei,placed on ir with concussion,,,,8/31/2019
2019,Giants,,• Jonathan Anderson,placed on ir with knee injury,,,,8/31/2019
2019,Giants,,• Rod Smith (b. 1992-01-10),placed on ir with adductor injury,,,,8/31/2019
2019,Giants,,• Scott Simonson,placed on ir with ankle injury,,,,8/31/2019
2019,Jaguars,,• Ben Ijalana,placed on ir with elbow injury,,,,8/31/2019
2019,Jaguars,,• Terrelle Pryor,placed on ir with hamstring injury,,,,8/31/2019
2019,Packers,,• Equanimeous St. Brown,placed on ir with ankle injury,,,,8/31/2019
2019,Patriots,,• David Andrews,placed on ir with blood clot in lungs,,,,8/31/2019
2019,Patriots,,• Derek Rivers,placed on ir with undisclosed injury,,,,8/31/2019
2019,Patriots,,• Hjalte Froholdt,placed on ir with shoulder injury,,,,8/31/2019
2019,Patriots,,• Malik Gant,placed on ir with leg injury,,,,8/31/2019
2019,Raiders,,• Justin Ellis,placed on ir with knee injury,,,,8/31/2019
2019,Rams,,• Micah Kiser,placed on ir with pectoral muscle injury,,,,8/31/2019
2019,Ravens,,• Alvin Jones (b. 1994-12-02),placed on ir with undisclosed injury,,,,8/31/2019
2019,Ravens,,• Fish Smithson,placed on ir with undisclosed injury,,,,8/31/2019
2019,Ravens,,• Kenneth Dixon,placed on ir with undisclosed injury,,,,8/31/2019
2019,Ravens,,• Randin Crecelius,placed on ir with concussion,,,,8/31/2019
2019,Ravens,,• Tavon Young,placed on ir with neck injury,,,,8/31/2019
2019,Saints,,• Cameron Tom,placed on ir with undisclosed injury,,,,8/31/2019
2019,Saints,,• Marcus Sherels,placed on ir with undisclosed injury,,,,8/31/2019
2019,Saints,,• Marshall Newhouse,placed on ir with undisclosed injury,,,,8/31/2019
2019,Seahawks,,• Jordan Simmons,placed on ir with knee injury,,,,8/31/2019
2019,Texans,,• Joe Webb,placed on ir with foot injury,,,,8/31/2019
2019,49ers,,• Adrian Colbert,placed on ir with hamstring injury,,,,9/1/2019
2019,49ers,,• Andrew Lauderdale,placed on ir with undisclosed injury,,,,9/1/2019
2019,49ers,,• Kentavius Street,placed on ir with knee injury,,,,9/1/2019
2019,Bills,,• Jason Croom,placed on ir with hamstring injury,,,,9/1/2019
2019,Broncos,,• Dadi Lhomme Nicolas / Dadi Nicolas,placed on ir with undisclosed injury,,,,9/1/2019
2019,Broncos,,• Dymonte Thomas,placed on ir with knee injury,,,,9/1/2019
2019,Broncos,,• Joe Dineen Jr.,placed on ir with fractured right hand,,,,9/1/2019
2019,Broncos,,• Ryan Crozier,placed on ir with undisclosed injury,,,,9/1/2019
2019,Browns,,• Joe Kerridge,placed on ir with concussion,,,,9/1/2019
2019,Browns,,• Kyle Kalis,placed on ir with concussion,,,,9/1/2019
2019,Buccaneers,,• Cortrelle Simpson,placed on ir with undisclosed injury,,,,9/1/2019
2019,Buccaneers,,• Jeremiah Ledbetter,placed on ir with ankle injury,,,,9/1/2019
2019,Buccaneers,,• K.J. Brent,placed on ir with undisclosed injury,,,,9/1/2019
2019,Cardinals,,• Brandon Williams (b. 1992-09-09),placed on ir with shoulder injury,,,,9/1/2019
2019,Cardinals,,• Pita Taumoepenu,placed on ir with hamstring injury,,,,9/1/2019
2019,Cardinals,,• Rees Odhiambo,placed on ir with chest injury,,,,9/1/2019
2019,Cardinals,,• Robert Alford,placed on ir with leg injury,,,,9/1/2019
2019,Cardinals,,• William Sweet,placed on ir with foot injury,,,,9/1/2019
2019,Chargers,,• Ben Johnson (b. 1994-07-28),placed on ir with undisclosed injury,,,,9/1/2019
2019,Chargers,,• Brant Weiss,placed on ir with undisclosed injury,,,,9/1/2019
2019,Chargers,,• Derwin James Jr.,placed on ir with foot injury,,,,9/1/2019
2019,Chargers,,• Vince Mayle,placed on ir with undisclosed injury,,,,9/1/2019
2019,Chiefs,,• Chad Henne,placed on ir with ankle injury,,,,9/1/2019
2019,Chiefs,,• Felton Davis,placed on ir with shoulder injury,,,,9/1/2019
2019,Chiefs,,• Michael Hunter,placed on ir with groin injury,,,,9/1/2019
2019,Colts,,• Ahmad Thomas,placed on ir with undisclosed injury,,,,9/1/2019
2019,Colts,,• Isaiah Johnson (Nathan),placed on ir with undisclosed injury,,,,9/1/2019
2019,Colts,,• Kai Nacua,placed on ir with undisclosed injury,,,,9/1/2019
2019,Colts,,• Marcus Johnson (b. 1994-08-05),placed on ir with concussion,,,,9/1/2019
2019,Colts,,• Penny Hart,placed on ir with undisclosed injury,,,,9/1/2019
2019,Colts,,• Shakial Taylor,placed on ir with concussion,,,,9/1/2019
2019,Cowboys,,• Codey McElroy,placed on ir with neck injury,,,,9/1/2019
2019,Cowboys,,• Jameill Showers,placed on ir with hamstring injury,,,,9/1/2019
2019,Cowboys,,• Tyvis Powell,placed on ir with hamstring injury,,,,9/1/2019
2019,Dolphins,,• Quentin Poling,placed on ir with undisclosed injury,,,,9/1/2019
2019,Falcons,,• Alex Gray (b. 1991-05-01),placed on ir with undisclosed injury,,,,9/1/2019
2019,Falcons,,• Richie Brown,placed on ir with undisclosed injury,,,,9/1/2019
2019,Falcons,,• Taveze Calhoun,placed on ir with head injury,,,,9/1/2019
2019,Giants,,• Alex Wesley,placed on ir with foot injury,,,,9/1/2019
2019,Giants,,• Chad Wheeler,placed on ir with back injury,,,,9/1/2019
2019,Giants,,• Henre' Toliver,placed on ir with ankle injury,,,,9/1/2019
2019,Giants,,• Keion Adams,placed on ir with knee injury,,,,9/1/2019
2019,Giants,,• Kenny Ladler,placed on ir with hamstring injury,,,,9/1/2019
2019,Giants,,• Ronald Zamort,placed on ir with ankle injury,,,,9/1/2019
2019,Giants,,• Sam Beal,placed on ir with hamstring injury,,,,9/1/2019
2019,Giants,,• Victor Salako,placed on ir with shoulder injury,,,,9/1/2019
2019,Jaguars,,• Alfred Blue,placed on ir with ankle injury,,,,9/1/2019
2019,Jaguars,,• Devante Mays,placed on ir with ankle injury,,,,9/1/2019
2019,Jaguars,,• Donnell Greene,placed on ir with undisclosed injury,,,,9/1/2019
2019,Jaguars,,• K.C. McDermott,placed on ir with ankle injury,,,,9/1/2019
2019,Jaguars,,• Leonard Wester,placed on ir with undisclosed injury,,,,9/1/2019
2019,Jets,,• Mark Myers (b) / Marko Myers,placed on ir with head injury,,,,9/1/2019
2019,Lions,,• Andy Jones,placed on ir with undisclosed injury,,,,9/1/2019
2019,Packers,,• Curtis Bolton,placed on ir with knee injury,,,,9/1/2019
2019,Packers,,• Malcolm Johnson (Jamaine),placed on ir with shoulder injury,,,,9/1/2019
2019,Panthers,,• Damian Parms,placed on ir with undisclosed injury,,,,9/1/2019
2019,Panthers,,• Kofi Amichia,placed on ir with undisclosed injury,,,,9/1/2019
2019,Panthers,,• Marcus Baugh,placed on ir with undisclosed injury,,,,9/1/2019
2019,Raiders,,• Alex Barrett,placed on ir with undisclosed injury,,,,9/1/2019
2019,Raiders,,• Cameron Hunt,placed on ir with undisclosed injury,,,,9/1/2019
2019,Raiders,,• Eddie Vanderdoes,placed on ir with concussion,,,,9/1/2019
2019,Raiders,,• Makinton Dorleant,placed on ir with undisclosed injury,,,,9/1/2019
2019,Raiders,,• Paul Butler,placed on ir with undisclosed injury,,,,9/1/2019
2019,Rams,,• Alex Bachman,placed on ir with undisclosed injury,,,,9/1/2019
2019,Rams,,• Dominique Hatfield,placed on ir with ankle injury,,,,9/1/2019
2019,Rams,,• Josh Carraway,placed on ir with achilles injury,,,,9/1/2019
2019,Rams,,• Trevon Young,placed on ir with ankle injury,,,,9/1/2019
2019,Redskins,,• Matt Flanagan,placed on ir with undisclosed injury,,,,9/1/2019
2019,Seahawks,,• Jeremy Boykins,placed on ir with undisclosed injury,,,,9/1/2019
2019,Seahawks,,• Justin Currie,placed on ir with undisclosed injury,,,,9/1/2019
2019,Texans,,• B.J. Bello,placed on ir with hamstring injury,,,,9/1/2019
2019,Texans,,• Xavier Woodson-Luster,placed on ir with ankle injury,,,,9/1/2019
2019,Vikings,,• Ade Aruna,placed on ir with undisclosed injury,,,,9/1/2019
2019,Vikings,,• Isaiah Wharton,placed on ir with undisclosed injury,,,,9/1/2019
2019,Bengals,,• O'Shea Dugas,placed on ir with knee injury,,,,9/2/2019
2019,Broncos,,• Jake Butt,placed on ir with knee injury,,,,9/2/2019
2019,Broncos,,• Theo Riddick,placed on ir with shoulder injury,,,,9/2/2019
2019,Browns,,• Drew Forbes,placed on ir with knee injury,,,,9/2/2019
2019,Cowboys,,• Connor McGovern (b. 1997-11-03),placed on ir with pectoral muscle injury,,,,9/2/2019
2019,Eagles,,• Cre'Von LeBlanc,placed on ir with foot injury,,,,9/2/2019
2019,Eagles,,• Jordan Thomas (b. 1996-01-12),placed on ir with cracked rib,,,,9/2/2019
2019,Jets,,• Brent Qvale,placed on ir with knee injury,,,,9/2/2019
2019,Lions,,• Austin Bryant,placed on ir with arm injury / pectoral injury,,,,9/2/2019
2019,Patriots,,• N'Keal Harry,placed on ir with ankle injury,,,,9/2/2019
2019,Raiders,,• Isaiah Johnson (b. 1995-12-20),"placed on ir with concussion, facial fracture",,,,9/2/2019
2019,Raiders,,• Nathan Peterman,placed on ir with elbow injury,,,,9/2/2019
2019,Rams,,• Justin Lawler,placed on ir with foot injury,,,,9/2/2019
2019,Ravens,,• Iman Lewis-Marshall / Iman Marshall,placed on ir with toe injury,,,,9/2/2019
2019,Redskins,,• Jordan Brailford,placed on ir with undisclosed injury,,,,9/2/2019
2019,Redskins,,• Shaun Wilson,placed on ir with ankle injury,,,,9/2/2019
2019,Seahawks,,• Ed Dickson,placed on ir with knee injury,,,,9/2/2019
2019,Texans,,• Kahale Warring,placed on ir with concussion,,,,9/2/2019
2019,Titans,,• Joshua Kalu,placed on ir with ankle injury,,,,9/2/2019
2019,Packers,,• Jace Sternberger,placed on ir with ankle / knee injury,,,,9/3/2019
2019,Titans,,• Ryan Succop,placed on ir with knee injury,,,,9/4/2019
2019,Dolphins,,• Andrew Van Ginkel,placed on ir with foot injury,,,,9/6/2019
2019,Buccaneers,,• Justin Evans (b. 1995-08-26),placed on ir with achilles injury,,,,9/9/2019
2019,Colts,,• Devin Funchess,placed on ir with fractured left clavicle,,,,9/9/2019
2019,Falcons,,• Chris Lindstrom (b. 1997-02-28),placed on ir with foot injury,,,,9/9/2019
2019,Jaguars,,• Nick Foles,placed on ir with fractured left clavicle,,,,9/9/2019
2019,Cardinals,,• Marcus Gilbert (Christopher),placed on ir with knee injury,,,,9/10/2019
2019,Eagles,,• Malik Jackson (Barron),placed on ir with lisfranc injury in foot,,,,9/10/2019
2019,Broncos,,• Tim Patrick,placed on ir with left hand injury,,,,9/11/2019
2019,Chargers,,• Trevor Williams,placed on ir with quadriceps injury,,,,9/11/2019
2019,Giants,,• Kareem Martin,placed on ir with knee injury,,,,9/11/2019
2019,Jets,,• Quincy Enunwa,placed on ir with neck injury,,,,9/11/2019
2019,Raiders,,• Johnathan Abram,placed on ir with shoulder injury,,,,9/11/2019
2019,Redskins,,• Greg Stroman,placed on ir with undisclosed injury,,,,9/11/2019
2019,Dolphins,,• Jonathan Ledbetter,placed on ir with ankle injury,,,,9/12/2019
2019,Vikings,,• Josh Doctson,placed on ir with hamstring injury,,,,9/12/2019
2019,Dolphins,,• Julie'n Davenport / Julien Davenport,placed on ir with knee injury,,,,9/13/2019
2019,Redskins,,• Caleb Brantley,placed on ir with foot injury,,,,9/13/2019
2019,Redskins,,• Derrius Guice,placed on ir with knee injury,,,,9/13/2019
2019,Browns,,• Drew Stanton,placed on ir with knee injury,,,,9/16/2019
2019,Packers,,• Raven Greene,placed on ir with ankle injury,,,,9/16/2019
2019,Saints,,• Alex Anzalone,placed on ir with shoulder injury,,,,9/16/2019
2019,Steelers,,• Ben Roethlisberger,placed on ir with surgery on right elbow,,,,9/16/2019
2019,Chargers,,• Adrian Phillips,placed on ir with fractured right forearm,,,,9/17/2019
2019,Falcons,,• Ra'Shede Hageman,placed on ir with hamstring injury,,,,9/17/2019
2019,Patriots,,• Isaiah Wynn,placed on ir with turf toe,,,,9/17/2019
2019,Saints,,• Keith Kirkwood,placed on ir with hamstring injury,,,,9/17/2019
2019,Steelers,,• Sean Davis,placed on ir with shoulder injury,,,,9/17/2019
2019,Jets,,• Trevor Siemian,placed on ir with ankle injury,,,,9/18/2019
2019,Redskins,,• Dominique Rodgers-Cromartie,placed on ir with ankle injury,,,,9/18/2019
2019,49ers,,• Trent Taylor,placed on ir with foot injury,,,,9/20/2019
2019,Browns,,• David Njoku,placed on ir with fractured wrist,,,,9/20/2019
2019,Browns,,• Christian Kirksey,placed on ir with chest injury,,,,9/21/2019
2019,Eagles,,• Jordan Mailata,placed on ir with back injury,,,,9/21/2019
2019,Packers,,• Lane Taylor,placed on ir with biceps injury,,,,9/21/2019
2019,Panthers,,• Brandon Greene,placed on ir with neck injury,,,,9/23/2019
2019,Patriots,,• James Develin,placed on ir with neck injury,,,,9/23/2019
2019,Bills,,• Harrison Phillips,placed on ir with torn acl in left knee,,,,9/24/2019
2019,Buccaneers,,• Blaine Gabbert,placed on ir with left shoulder injury,,,,9/24/2019
2019,Falcons,,• Keanu Neal,placed on ir with torn left achilles tendon,,,,9/24/2019
2019,Raiders,,• Marquel Lee,placed on ir with ankle injury,,,,9/24/2019
2019,Vikings,,• Chad Beebe,placed on ir with torn ligaments in ankle,,,,9/24/2019
2019,Dolphins,,• Danny Isidora,placed on ir with surgery on foot,,,,9/25/2019
2019,Saints,,• Kaden Elliss,placed on ir with knee injury,,,,9/25/2019
2019,Steelers,,• Xavier Grimble,placed on ir with calf injury,,,,9/25/2019
2019,Texans,,• Senio Kelemete,placed on ir with wrist injury,,,,9/25/2019
2019,Bengals,,• Darius Phillips,placed on ir with left knee injury,,,,9/26/2019
2019,Dolphins,,• James Crawford,placed on ir with knee injury,,,,9/26/2019
2019,Giants,,• Russell Shepard,placed on ir with foot injury,,,,9/26/2019
2019,Ravens,,• Otaro Alaka,placed on ir with hamstring injury,,,,9/28/2019
2019,Giants,,• Ryan Connelly,placed on ir with torn acl in knee,,,,9/30/2019
2019,Broncos,,• Bradley Chubb,placed on ir with torn acl in left knee,,,,10/1/2019
2019,Chargers,,• Sean Culkin,placed on ir with torn achilles tendon,,,,10/1/2019
2019,Panthers,,• Kawann Short,placed on ir with partially torn rotator cuff in shoulder,,,,10/1/2019
2019,Bengals,,• John Ross III,placed on ir with clavicle injury,,,,10/2/2019
2019,Chargers,,• Dontrelle Inman,placed on ir with quadriceps injury,,,,10/2/2019
2019,Cowboys,,• Kavon Frazier,placed on ir with torn pectoral muscle,,,,10/2/2019
2019,Panthers,,• Chris Hogan,placed on ir with left knee injury,,,,10/2/2019
2019,Patriots,,• Stephen Gostkowski,placed on ir with surgery on left hip,,,,10/2/2019
2019,49ers,,• Jalen Hurd,placed on ir with back injury,,,,10/3/2019
2019,49ers,,• Jason Verrett,placed on ir with ankle / knee injury,,,,10/3/2019
2019,Ravens,,• Brynden Trawick,placed on ir with elbow injury,,,,10/3/2019
2019,Jets,,• John Franklin-Myers,placed on ir with undisclosed injury,,,,10/4/2019
2019,Titans,,• David Fluellen,placed on ir with knee injury,,,,10/4/2019
2019,Browns,,• Willie Harvey,placed on ir with shoulder injury,,,,10/4/2019
2019,Cardinals,,• Jordan Mills,placed on ir with knee injury,,,,10/5/2019
2019,Falcons,,• Matt Bosher,placed on ir with right groin injury,,,,10/5/2019
2019,Raiders,,• Jordan Devey,placed on ir with torn pectoral muscle,,,,10/5/2019
2019,Eagles,,• Alex Ellis,placed on ir with knee injury,,,,10/7/2019
2019,Ravens,,• Tony Jefferson,placed on ir with torn acl in knee,,,,10/7/2019
2019,Broncos,,• De'Vante Bausby / DeVante Bausby,placed on ir with neck injury,,,,10/8/2019
2019,Falcons,,• Johnathan Cyprien,placed on ir with foot injury,,,,10/8/2019
2019,Chargers,,• Mike Pouncey,placed on ir with neck injury,,,,10/9/2019
2019,Chiefs,,• Xavier Williams,placed on ir with ankle injury,,,,10/9/2019
2019,Jaguars,,• James O'Shaughnessy,placed on ir with torn acl in knee,,,,10/9/2019
2019,Buccaneers,,• Zack Bailey,placed on ir with foot injury,,,,10/11/2019
2019,Eagles,,• Corey Clement,placed on ir with shoulder injury,,,,10/11/2019
2019,Seahawks,,• Ethan Pocic,placed on ir with back injury,,,,10/11/2019
2019,Redskins,,• Jordan Reed,placed on ir with concussion,,,,10/12/2019
2019,Bears,,• Kyle Long,placed on ir with hip injury,,,,10/14/2019
2019,Bengals,,• Kerry Wynn,placed on ir with concussion,,,,10/14/2019
2019,Colts,,• Kemoko Turay,placed on ir with fractured ankle,,,,10/14/2019
2019,Patriots,,• Jakob Johnson,placed on ir with shoulder injury,,,,10/14/2019
2019,Rams,,• Aqib Talib,placed on ir with fractured ribs,,,,10/14/2019
2019,Bears,,• Akiem Hicks,placed on ir with elbow injury,,,,10/15/2019
2019,Cowboys,,• Tyrone Crawford,placed on ir with surgery on hip,,,,10/15/2019
2019,Rams,,• Joe Noteboom,"placed on ir with torn acl, mcl in knee",,,,10/15/2019
2019,Ravens,,• DeShon Elliott,placed on ir with knee injury,,,,10/15/2019
2019,Redskins,,• Jerome Cunningham,placed on ir with knee injury,,,,10/15/2019
2019,Steelers,,• Stephon Tuitt,placed on ir with torn pectoral muscle,,,,10/15/2019
2019,Rams,,• John Johnson III,placed on ir with shoulder injury,,,,10/16/2019
2019,Chargers,,• Travis Benjamin,placed on ir with quadriceps injury,,,,10/17/2019
2019,Seahawks,,• Will Dissly,placed on ir with ruptured achilles tendon,,,,10/19/2019
2019,Texans,,• Phillip Gaines,placed on ir with surgery on left ankle,,,,10/21/2019
2019,Jaguars,,• D.J. Alexander,placed on ir with foot injury,,,,10/22/2019
2019,Jaguars,,• Geoff Swaim,"placed on ir with ankle injury, concussion",,,,10/22/2019
2019,Lions,,• Kerryon Johnson,placed on ir with knee injury,,,,10/22/2019
2019,Panthers,,• Natrell Jamerson,placed on ir with foot injury,,,,10/22/2019
2019,Ravens,,• Pernell McPhee,placed on ir with torn triceps,,,,10/22/2019
2019,Chargers,,• Forrest Lamp,placed on ir with fractured fibula in right leg,,,,10/23/2019
2019,Eagles,,• Hassan Ridgeway,placed on ir with ankle injury,,,,10/23/2019
