Season,Team,Acquired,Relinquished,Notes,,,,Date
2015,Ravens,,• Chase Ford,placed on ir with shoulder injury,,,,11/30/2015
2015,Seahawks,,• Jimmy Graham,placed on ir with torn patellar tendon in right knee,,,,11/30/2015
2015,Bills,,• Kyle Williams (Derrick),placed on ir with left knee injury,,,,12/1/2015
2015,Cardinals,,• Chris Johnson (Duan),placed on ir with fractured leg,,,,12/1/2015
2015,Giants,,• Geoff Schwartz,placed on ir with fractured left leg,,,,12/1/2015
2015,Patriots,,• Trey Flowers,"placed on ir with shoulder, knee injury",,,,12/1/2015
2015,Browns,,• Josh McCown,placed on ir with fractured clavicle,,,,12/2/2015
2015,Chiefs,,• Ben Grubbs,placed on ir with neck injury,,,,12/2/2015
2015,Cowboys,,• Ryan Russell,placed on ir with abdominal injury,,,,12/2/2015
2015,Dolphins,,• Calvin Mosley / C.J. Mosley,placed on ir with calf injury,,,,12/2/2015
2015,Falcons,,• Leonard Hankerson,placed on ir with hamstring injury,,,,12/4/2015
2015,Jaguars,,• Toby Gerhart,placed on ir with groin injury,,,,12/5/2015
2015,Seahawks,,• Paul Richardson Jr.,placed on ir with hamstring injury,,,,12/5/2015
2015,Browns,,• Joel Bitonio,placed on ir with ankle injury,,,,12/7/2015
2015,Jaguars,,• Bernard Pierce,placed on ir with calf injury,,,,12/7/2015
2015,Redskins,,• Trenton Robinson,placed on ir with hamstring injury,,,,12/7/2015
2015,49ers,,• Garrett Celek,placed on ir with left ankle injury,,,,12/8/2015
2015,Bears,,• Martellus Bennett,placed on ir with fractured ribs,,,,12/8/2015
2015,Browns,,• Malcolm Johnson (Jamaine),placed on ir with groin injury,,,,12/8/2015
2015,Cardinals,,• Earl Watford,placed on ir with hand injury,,,,12/8/2015
2015,Colts,,• Nate Irving,placed on ir with wrist injury,,,,12/8/2015
2015,Giants,,• Larry Donnell,placed on ir with neck injury,,,,12/8/2015
2015,Giants,,• Zak DeOssie,placed on ir with wrist injury,,,,12/8/2015
2015,Jets,,• Mike Catapano,placed on ir with foot injury,,,,12/8/2015
2015,Vikings,,• Antone Exum Jr.,"placed on ir with fractured rib, shoulder",,,,12/8/2015
2015,Dolphins,,• Robert Thomas II,placed on ir with elbow injury,,,,12/8/2015
2015,Rams,,• Robert Quinn,placed on ir with back injury,,,,12/9/2015
2015,Saints,,• Mark Ingram II / Mark Ingram Jr.,placed on ir with shoulder injury,,,,12/9/2015
2015,Bills,,• Tony Steward,placed on ir with back injury,,,,12/10/2015
2015,Falcons,,• Matt Bryant,placed on ir with right quadriceps injury,,,,12/11/2015
2015,Rams,,• T.J. McDonald,placed on ir with shoulder injury,,,,12/11/2015
2015,Redskins,,• Stephen Paea,placed on ir with toe injury,,,,12/11/2015
2015,49ers,,• Carlos Hyde,placed on ir with foot injury,,,,12/12/2015
2015,Bears,,• Marquess Wilson,placed on ir with foot injury,,,,12/12/2015
2015,Chargers,,• Brandon Flowers,placed on ir with knee injury,,,,12/12/2015
2015,Chargers,,• Corey Liuget,placed on ir with foot injury,,,,12/12/2015
2015,Raiders,,• Neiron Ball,placed on ir with knee injury,,,,12/12/2015
2015,Ravens,,• Eugene Monroe,placed on ir with shoulder injury,,,,12/12/2015
2015,Titans,,• Yannik Cudjoe-Virgil,placed on ir with knee injury,,,,12/12/2015
2015,Bears,,• Antrel Rolle,placed on ir with knee injury,,,,12/14/2015
2015,Browns,,• Joe Haden,placed on ir with concussion,,,,12/14/2015
2015,Dolphins,,• Brandon Williams (Darnell),placed on ir with fractured foot,,,,12/14/2015
2015,Browns,,• Brian Hartline,placed on ir with fractured clavicle,,,,12/15/2015
2015,Falcons,,• William Moore,placed on ir with ankle injury,,,,12/15/2015
2015,Lions,,• Brandon Pettigrew,placed on ir with torn acl in knee (out for season),,,,12/15/2015
2015,Panthers,,• Bene Benwikere / Bene' Benwikere,placed on ir with fractured left leg,,,,12/15/2015
2015,Patriots,,• Dominique Easley,placed on ir with thigh injury,,,,12/15/2015
2015,Raiders,,• Jon Condo,placed on ir with shoulder injury,,,,12/15/2015
2015,Ravens,,• Chris Canty (Lee),placed on ir with torn pectoral muscle,,,,12/15/2015
2015,Redskins,,• Derek Carrier,"placed on ir with torn acl, mcl in knee",,,,12/15/2015
2015,Seahawks,,• Thomas Rawls,placed on ir with fractured ankle,,,,12/15/2015
2015,Bills,,• Stephon Gilmore,placed on ir with torn labrum in left shoulder,,,,12/16/2015
2015,Patriots,,• LeGarrette Blount,placed on ir with hip injury,,,,12/16/2015
2015,Saints,,• Damian Swann,placed on ir with concussion,,,,12/16/2015
2015,Saints,,• Marcus Murphy (b. 1991-10-03),placed on ir with ankle injury,,,,12/16/2015
2015,Titans,,• Dexter McCluster,placed on ir with knee / wrist injury,,,,12/16/2015
2015,Rams,,• Robert Quinn,placed on ir with back injury,,,,12/17/2015
2015,Titans,,• Derrick Morgan,placed on ir with shoulder injury,,,,12/17/2015
2015,Falcons,,• James Stone,placed on ir with knee injury,,,,12/18/2015
2015,Jets,,• Devin Smith (b. 1992-03-03),placed on ir with torn acl in knee,,,,12/18/2015
2015,Raiders,,• Austin Howard,placed on ir with knee injury,,,,12/19/2015
2015,Vikings,,• Scott Crichton,"placed on ir with concussion, neck injury",,,,12/19/2015
2015,Colts,,• Billy Winn,placed on ir with torn rotator cuff in shoulder,,,,12/21/2015
2015,Colts,,• Griff Whalen,placed on ir with fractured ribs,,,,12/21/2015
2015,Packers,,• Ty Montgomery,placed on ir with ankle injury,,,,12/21/2015
2015,Patriots,,• Eric Martin (b. 1991-07-21),placed on ir with concussion,,,,12/21/2015
2015,Ravens,,• Crockett Gillmore,placed on ir with back injury,,,,12/21/2015
2015,Redskins,,• Andre Roberts,placed on ir with torn mcl in right knee,,,,12/21/2015
2015,Texans,,• Taylor Yates / T.J. Yates,placed on ir with torn acl in left knee,,,,12/21/2015
2015,Bills,,• Randell Johnson,placed on ir with high ankle sprain,,,,12/22/2015
2015,Bills,,• Robert Woods (Thomas),placed on ir with groin injury,,,,12/22/2015
2015,Broncos,,• David Bruton Jr.,placed on ir with fractured fibula,,,,12/22/2015
2015,Browns,,• John Greco,placed on ir with knee injury,,,,12/22/2015
2015,Cardinals,,• Tyrann Mathieu,placed on ir with torn acl in right knee,,,,12/22/2015
2015,Chargers,,• Melvin Gordon III,placed on ir with knee injury,,,,12/22/2015
2015,Dolphins,,• Chris McCain,placed on ir with knee injury,,,,12/22/2015
2015,Dolphins,,• Koa Misi,placed on ir with back injury,,,,12/22/2015
2015,Packers,,• Brett Goode,placed on ir with knee injury,,,,12/22/2015
2015,Titans,,• Mike Martin (Brendan),placed on ir with knee injury,,,,12/22/2015
2015,Browns,,• Andrew Hawkins,placed on ir with concussion,,,,12/23/2015
2015,Giants,,• Nikita Whitlock,placed on ir with knee injury,,,,12/23/2015
2015,Raiders,,• Mario Edwards Jr.,placed on ir with neck injury,,,,12/23/2015
2015,Colts,,• D'Joun Smith,placed on ir with knee injury,,,,12/24/2015
2015,Cowboys,,• Gavin Escobar,placed on ir with achilles injury,,,,12/25/2015
2015,Cowboys,,• Tony Romo (Ramiro),placed on ir with left shoulder injury,,,,12/25/2015
2015,Giants,,• James Morris (b. 1991-11-20),placed on ir with quadriceps injury,,,,12/25/2015
2015,Giants,,• Markus Kuhn,placed on ir with knee injury,,,,12/25/2015
2015,49ers,,• Alex Boone,placed on ir with knee injury,,,,12/26/2015
2015,Buccaneers,,• Akeem Spence,placed on ir with ankle injury,,,,12/26/2015
2015,Seahawks,,• Anthony McCoy,"placed on ir with ankle, knee injury",,,,12/26/2015
2015,Bills,,• Marcus Easley,placed on ir with dislocated left knee cap,,,,12/28/2015
2015,Chargers,,• Darrell Stuckey,placed on ir with knee injury,,,,12/28/2015
2015,Chargers,,• Eric Weddle,placed on ir with groin injury,,,,12/28/2015
2015,Chargers,,• Ladarius Green,placed on ir with ankle injury,,,,12/28/2015
2015,Chargers,,• Sean Lissemore,placed on ir with shoulder injury,,,,12/28/2015
2015,Colts,,• Charlie Whitehurst,placed on ir with hamstring injury,,,,12/28/2015
2015,Colts,,• Hugh Thornton,placed on ir with ankle injury,,,,12/28/2015
2015,Giants,,• Devon Kennard,"placed on ir with foot, hamstring injuries",,,,12/28/2015
2015,Steelers,,• Roosevelt Nix (Delbert),placed on ir with foot injury,,,,12/28/2015
2015,Colts,,• Josh McNary,placed on ir with groin injury,,,,12/29/2015
2015,Ravens,,• Marlon Brown (D.),placed on ir with back injury,,,,12/29/2015
2015,Texans,,• Charles James II,placed on ir with foot injury,,,,12/29/2015
2015,49ers,,• Shaun Draughn,placed on ir with sprained knee,,,,12/30/2015
2015,Bears,,• Alshon Jeffery,placed on ir with hamstring injury,,,,12/30/2015
2015,Bears,,• Eddie Goldman,placed on ir with right high ankle sprain,,,,12/30/2015
2015,Bills,,• Charles Clay (b. 1989-02-13),placed on ir with back injury,,,,12/30/2015
2015,Bills,,• Ron Brooks (a),placed on ir with concussion / neck injury,,,,12/30/2015
2015,Buccaneers,,• Major Wright,placed on ir with various undisclosed injuries,,,,12/30/2015
2015,Buccaneers,,• Vincent Jackson,placed on ir with sprained mcl in right knee,,,,12/30/2015
2015,Cowboys,,• Barry Church,placed on ir with fractured right arm,,,,12/30/2015
2015,Cowboys,,• David Irving,placed on ir with fractured left wrist,,,,12/30/2015
2015,Cowboys,,• Dez Bryant,"placed on ir with right ankle, foot injury",,,,12/30/2015
2015,Falcons,,• Paul Soliai,placed on ir with calf injury,,,,12/30/2015
2015,Raiders,,• Nate Allen (b),placed on ir with knee injury,,,,12/30/2015
2015,Saints,,• C.J. Spiller,placed on ir with undisclosed injury,,,,12/30/2015
2015,Colts,,• Dwayne Allen,placed on ir with calf injury,,,,12/31/2015
2015,Giants,,• Danny Aiken,placed on ir with thumb injury,,,,12/31/2015
2015,Giants,,• J.T. Thomas III,placed on ir with ankle injury,,,,12/31/2015
2015,Rams,,• Doug Worthington,placed on ir with thigh injury,,,,12/31/2015
2015,Rams,,• Nick Fairley,placed on ir with concussion,,,,12/31/2015
2015,Buccaneers,,• Chris Conte,placed on ir with knee injury,,,,1/1/2016
2015,Jaguars,,• Abry Jones,placed on ir with knee injury,,,,1/1/2016
2015,Rams,,• Eric Patterson,placed on ir with ankle injury,,,,1/1/2016
2015,Saints,,• Kendall Hunter,placed on ir with knee injury,,,,1/1/2016
2015,49ers,,• Michael Wilhoite,placed on ir with ankle injury,,,,1/2/2016
2015,Dolphins,,• Rishard Matthews,placed on ir with rib injury,,,,1/2/2016
2015,Eagles,,• Bennie Logan,placed on ir with calf injury (out for season),,,,1/2/2016
2015,Lions,,• Travis Swanson,placed on ir with shoulder injury,,,,1/2/2016
2015,Bengals,,• Emmanuel Lamur,placed on ir with knee injury,,,,1/4/2016
2015,Panthers,,• Charles Tillman,placed on ir with torn acl in right knee,,,,1/5/2016
2015,Redskins,,• Kyshoen Jarrett,placed on ir with nerve injury in neck / right arm,,,,1/5/2016
2015,Texans,,• Duane Brown,placed on ir with right quadriceps injury,,,,1/5/2016
2015,Bengals,,• Brandon Thompson,placed on ir with knee injury (out for season),,,,1/6/2016
2015,Vikings,,• Rhett Ellison,placed on ir with torn patellar tendon in knee,,,,1/6/2016
2015,Cardinals,,• Cory Redding,placed on ir with ankle injury,,,,1/12/2016
2015,Packers,,• Andrew Quarless,placed on ir with knee injury,,,,1/15/2016
2015,Broncos,,• Omar Bolden,placed on ir with torn pcl in right knee,,,,1/19/2016
2015,Patriots,,• Jerod Mayo,placed on ir with shoulder injury,,,,1/19/2016
2016,Chiefs,,• Tautvydas Kieras,placed on ir with undisclosed injury,,,,5/9/2016
2016,Giants,,• Ben Edwards,placed on ir with torn acl in knee,,,,5/10/2016
2016,Packers,,• David Grinnage,placed on ir with undisclosed injury,,,,5/10/2016
2016,Seahawks,,• Jeff Fuller (b),placed on ir with undisclosed injury,,,,5/10/2016
2016,Seahawks,,• Mohammed Seisay,placed on ir with undisclosed injury,,,,5/10/2016
2016,Colts,,• Mike McFarland (b),placed on ir with undisclosed injury,,,,5/11/2016
2016,Giants,,• Uani 'Unga / Uani Unga / Uani' Unga,placed on ir with undisclosed injury,,,,5/11/2016
2016,Buccaneers,,• Dez Stewart,placed on ir with undisclosed injury,,,,5/12/2016
2016,Chargers,,• Brock Hekking,placed on ir with undisclosed injury,,,,5/17/2016
2016,Seahawks,,• Christian French,placed on ir with undisclosed injury,,,,5/17/2016
2016,Panthers,,• Jake McGee,placed on ir with undisclosed injury,,,,5/23/2016
2016,Chargers,,• Matt Daniels,placed on ir with leg injury,,,,5/24/2016
2016,Raiders,,• Andre Debose,placed on ir with undisclosed injury,,,,5/25/2016
2016,Bengals,,• Jonathan Brown (b) / Jon Brown,placed on ir with foot injury,,,,5/26/2016
2016,Lions,,• Timothy Wright / Tim Wright (a),placed on ir with torn acl in knee,,,,5/31/2016
2016,Vikings,,• B.J. Dubose,placed on ir with torn acl in knee,,,,6/1/2016
2016,Titans,,• Byron Bell,placed on ir with ankle injury,,,,6/3/2016
2016,Colts,,• Isiah Cage,placed on ir with undisclosed injury,,,,6/7/2016
2016,Steelers,,• Jay Rome,placed on ir with undisclosed injury,,,,6/8/2016
2016,Steelers,,• Tyriq McCord,placed on ir with undisclosed injury,,,,6/8/2016
2016,Cowboys,,• Jerrell Harris,placed on ir with undisclosed injury,,,,6/9/2016
2016,Steelers,,• Kevin Anderson (b),placed on ir with undisclosed injury,,,,6/9/2016
2016,Cowboys,,• Brandon McGee,placed on ir with undisclosed injury,,,,6/13/2016
2016,Lions,,• Corey Washington,placed on ir with undisclosed injury,,,,6/13/2016
2016,Patriots,,• Michael Williams (b),placed on ir with torn acl in knee,,,,6/13/2016
2016,Rams,,• Louis Trinca-Pasat,placed on ir with torn acl in knee,,,,6/13/2016
2016,Chiefs,,• Kenny Cook,placed on ir with quadriceps injury,,,,6/17/2016
2016,Saints,,• Jamarca Sanford,placed on ir with undisclosed injury,,,,6/17/2016
2016,Bills,,• Phillip Thomas (b. 1989-03-01),placed on ir with undisclosed injury,,,,6/20/2016
2016,Saints,,• Kyle Wilson (b. 1987-05-30),placed on ir with torn labrum in shoulder,,,,6/24/2016
2016,Texans,,• Richard Leonard,placed on ir with torn hamstring,,,,7/21/2016
2016,Saints,,• Vincent Brown Jr.,placed on ir with undisclosed injury,,,,7/26/2016
2016,Ravens,,• Cavellis Luckett,placed on ir with undisclosed injury,,,,7/28/2016
2016,Ravens,,• Jumal Rolle,placed on ir with torn achilles tendon,,,,7/28/2016
2016,Raiders,,• Roy Helu Jr.,placed on ir with undisclosed injury,,,,7/29/2016
2016,Saints,,• Tony Carter (Lamar),placed on ir with undisclosed injury,,,,7/29/2016
2016,Colts,,• Brian Tyms,placed on ir with rib injury,,,,7/30/2016
2016,Broncos,,• Phillip Taylor / Phil Taylor,placed on ir with knee injury,,,,7/31/2016
2016,Chargers,,• Carlos Wray,placed on ir with undisclosed injury,,,,8/1/2016
2016,Chargers,,• Terrell Chestnut,placed on ir with undisclosed injury,,,,8/1/2016
2016,Chiefs,,• Tre Jones,placed on ir with hamstring injury,,,,8/1/2016
2016,Saints,,• Ryker Mathews,placed on ir with knee injury,,,,8/1/2016
2016,Seahawks,,• Tyler Slavin,placed on ir with undisclosed injury,,,,8/1/2016
2016,Colts,,• Andrew Williamson,placed on ir with knee injury,,,,8/2/2016
2016,Steelers,,• Brandon Johnson (c),placed on ir with undisclosed injury,,,,8/2/2016
2016,Steelers,,• Quinton Schooley,placed on ir with undisclosed injury,,,,8/2/2016
2016,Bears,,• Brandon Boykin,placed on ir with pectoral muscle injury,,,,8/3/2016
2016,Browns,,• Dylan Wynn,placed on ir with ankle injury,,,,8/3/2016
2016,Lions,,• Ryan Spadola,placed on ir with torn pectoral muscle,,,,8/3/2016
2016,Titans,,• Bennett Okotcha,placed on ir with shoulder injury,,,,8/3/2016
2016,Chargers,,• Jamaal Jones,placed on ir with undisclosed injury,,,,8/4/2016
2016,Dolphins,,• Tyler Murphy,placed on ir with undisclosed injury,,,,8/4/2016
2016,Jets,,• Kendall James (b),placed on ir with undisclosed injury,,,,8/4/2016
2016,Saints,,• Alden Darby,placed on ir with undisclosed injury,,,,8/4/2016
2016,Saints,,• Kyle Prater,placed on ir with undisclosed injury,,,,8/4/2016
2016,Steelers,,• Mandel Dixon,placed on ir with undisclosed injury,,,,8/4/2016
2016,Steelers,,• Shakim Phillips,placed on ir with undisclosed injury,,,,8/4/2016
2016,Bears,,• Marquis Jackson,placed on ir with hamstring injury,,,,8/5/2016
2016,Browns,,• Patrick Skov,placed on ir with left foot injury,,,,8/5/2016
2016,Buccaneers,,• George Johnson,placed on ir with hip injury,,,,8/5/2016
2016,Cowboys,,• Darryl Baldwin,placed on ir with undisclosed injury,,,,8/5/2016
2016,Cowboys,,• Rolan Milligan,placed on ir with undisclosed injury,,,,8/5/2016
2016,Eagles,,• Connor Wujciak,placed on ir with shoulder injury,,,,8/5/2016
2016,Broncos,,• Sam Brenner,placed on ir with concussion,,,,8/6/2016
2016,Raiders,,• SaQwan Edwards,placed on ir with undisclosed injury,,,,8/6/2016
2016,Steelers,,• Canaan Severin,placed on ir with shoulder injury,,,,8/6/2016
2016,Chiefs,,• Vernon Harris,placed on ir with undisclosed injury,,,,8/7/2016
2016,Colts,,• Darion Griswold,placed on ir with undisclosed injury,,,,8/7/2016
2016,Saints,,• D.J. Pettway,placed on ir with undisclosed injury,,,,8/7/2016
2016,Seahawks,,• Brandon Cottom,placed on ir with achilles injury,,,,8/7/2016
2016,Seahawks,,• Cooper Helfet,placed on ir with foot injury,,,,8/7/2016
2016,Seahawks,,• David Perkins,placed on ir with ankle injury,,,,8/7/2016
2016,Seahawks,,• Ronnie Shields,placed on ir with achilles injury,,,,8/7/2016
2016,Seahawks,,• Tre Madden,placed on ir with shoulder injury,,,,8/7/2016
2016,Bills,,• Kevin Reddick,placed on ir with knee injury,,,,8/8/2016
2016,Browns,,• Kyle Rose,placed on ir with hamstring injury,,,,8/9/2016
2016,Dolphins,,• Ifo Ekpre-Olomu,placed on ir with torn acl in right knee,,,,8/9/2016
2016,Jets,,• Julien Obioha,placed on ir with undisclosed injury,,,,8/9/2016
2016,Redskins,,• Steven Daniels,placed on ir with torn labrum in shoulder,,,,8/9/2016
2016,Panthers,,• Chas Alecxih,placed on ir with knee injury,,,,8/10/2016
2016,Panthers,,• Tobais Palmer,placed on ir with ankle injury,,,,8/10/2016
