player_season_name,season_ps,ir_name,season_ir,fuzzy_score
jameson williams,2024,william jackson,2019,83.87096774
jameson williams,2024,jarren williams,2021,83.87096774
jameson williams,2024,jarren williams,2022,83.87096774
jameson williams,2024,damien williams,2022,83.87096774
jameson williams,2024,william jackson,2022,83.87096774
jameson williams,2024,jarren williams,2023,83.87096774
adonai mitchell,2024,mitchell fraboni,2022,83.87096774
gabe davis,2022,tae davis,2021,84.21052632
gabe davis,2022,tae davis,2022,84.21052632
gabe davis,2022,tae davis,2024,84.21052632
gabe davis,2023,tae davis,2021,84.21052632
gabe davis,2023,tae davis,2022,84.21052632
gabe davis,2023,tae davis,2024,84.21052632
desean jackson,2018,deon jackson,2024,84.61538462
desean jackson,2018,dane jackson,2024,84.61538462
adam humphries,2018,dj humphries,2017,84.61538462
adam humphries,2018,dj humphries,2018,84.61538462
adam humphries,2018,dj humphries,2022,84.61538462
adam humphries,2018,dj humphries,2023,84.61538462
allen robinson,2018,lee robinson,2010,84.61538462
michael gallup,2018,michael hall,2024,84.61538462
antonio brown,2018,anthony brown,2019,84.61538462
antonio brown,2018,anthony brown,2020,84.61538462
antonio brown,2018,anthony brown,2022,84.61538462
antonio brown,2018,anthony brown,2024,84.61538462
mike williams,2018,kyle williams,2011,84.61538462
mike williams,2018,kyle williams,2012,84.61538462
mike williams,2018,nick williams,2013,84.61538462
mike williams,2018,kyle williams,2013,84.61538462
mike williams,2018,kyle williams,2014,84.61538462
mike williams,2018,kyle williams,2015,84.61538462
mike williams,2018,kyle williams,2015,84.61538462
mike williams,2018,nick williams,2019,84.61538462
mike williams,2018,nick williams,2022,84.61538462
bisi johnson,2019,isaiah johnson,2019,84.61538462
bisi johnson,2019,isaiah johnson,2019,84.61538462
bisi johnson,2019,isaiah johnson,2022,84.61538462
jordan akins,2019,jordan jenkins,2020,84.61538462
jordan akins,2019,jordan jenkins,2021,84.61538462
jordan akins,2019,jordan jenkins,2022,84.61538462
michael gallup,2019,michael hall,2024,84.61538462
adam humphries,2019,dj humphries,2017,84.61538462
adam humphries,2019,dj humphries,2018,84.61538462
adam humphries,2019,dj humphries,2022,84.61538462
adam humphries,2019,dj humphries,2023,84.61538462
mike williams,2019,kyle williams,2011,84.61538462
mike williams,2019,kyle williams,2012,84.61538462
mike williams,2019,nick williams,2013,84.61538462
mike williams,2019,kyle williams,2013,84.61538462
mike williams,2019,kyle williams,2014,84.61538462
mike williams,2019,kyle williams,2015,84.61538462
mike williams,2019,kyle williams,2015,84.61538462
mike williams,2019,nick williams,2019,84.61538462
mike williams,2019,nick williams,2022,84.61538462
allen robinson,2019,lee robinson,2010,84.61538462
antonio brown,2020,anthony brown,2019,84.61538462
antonio brown,2020,anthony brown,2020,84.61538462
antonio brown,2020,anthony brown,2022,84.61538462
antonio brown,2020,anthony brown,2024,84.61538462
allen robinson,2020,lee robinson,2010,84.61538462
michael gallup,2020,michael hall,2024,84.61538462
mike williams,2020,kyle williams,2011,84.61538462
mike williams,2020,kyle williams,2012,84.61538462
mike williams,2020,nick williams,2013,84.61538462
mike williams,2020,kyle williams,2013,84.61538462
mike williams,2020,kyle williams,2014,84.61538462
mike williams,2020,kyle williams,2015,84.61538462
mike williams,2020,kyle williams,2015,84.61538462
mike williams,2020,nick williams,2019,84.61538462
mike williams,2020,nick williams,2022,84.61538462
jordan akins,2020,jordan jenkins,2020,84.61538462
jordan akins,2020,jordan jenkins,2021,84.61538462
jordan akins,2020,jordan jenkins,2022,84.61538462
allen robinson,2021,lee robinson,2010,84.61538462
adam humphries,2021,dj humphries,2017,84.61538462
adam humphries,2021,dj humphries,2018,84.61538462
adam humphries,2021,dj humphries,2022,84.61538462
adam humphries,2021,dj humphries,2023,84.61538462
antonio brown,2021,anthony brown,2019,84.61538462
antonio brown,2021,anthony brown,2020,84.61538462
antonio brown,2021,anthony brown,2022,84.61538462
antonio brown,2021,anthony brown,2024,84.61538462
tyler johnson,2021,terry johnson,2010,84.61538462
michael gallup,2021,michael hall,2024,84.61538462
mike williams,2021,kyle williams,2011,84.61538462
mike williams,2021,kyle williams,2012,84.61538462
mike williams,2021,nick williams,2013,84.61538462
mike williams,2021,kyle williams,2013,84.61538462
mike williams,2021,kyle williams,2014,84.61538462
mike williams,2021,kyle williams,2015,84.61538462
mike williams,2021,kyle williams,2015,84.61538462
mike williams,2021,nick williams,2019,84.61538462
mike williams,2021,nick williams,2022,84.61538462
michael gallup,2022,michael hall,2024,84.61538462
jordan akins,2022,jordan jenkins,2020,84.61538462
jordan akins,2022,jordan jenkins,2021,84.61538462
jordan akins,2022,jordan jenkins,2022,84.61538462
mike williams,2022,kyle williams,2011,84.61538462
mike williams,2022,kyle williams,2012,84.61538462
mike williams,2022,nick williams,2013,84.61538462
mike williams,2022,kyle williams,2013,84.61538462
mike williams,2022,kyle williams,2014,84.61538462
mike williams,2022,kyle williams,2015,84.61538462
mike williams,2022,kyle williams,2015,84.61538462
mike williams,2022,nick williams,2019,84.61538462
mike williams,2022,nick williams,2022,84.61538462
allen robinson,2022,lee robinson,2010,84.61538462
allen robinson,2023,lee robinson,2010,84.61538462
michael gallup,2023,michael hall,2024,84.61538462
jordan akins,2024,jordan jenkins,2020,84.61538462
jordan akins,2024,jordan jenkins,2021,84.61538462
jordan akins,2024,jordan jenkins,2022,84.61538462
maurice harris,2018,marcell harris,2018,85.71428571
corey davis,2018,cody davis,2017,85.71428571
corey davis,2018,cody davis,2020,85.71428571
corey davis,2018,cody davis,2022,85.71428571
jordy nelson,2018,jr nelson,2017,85.71428571
john brown,2018,jamon brown,2015,85.71428571
john brown,2018,jaron brown,2016,85.71428571
john brown,2018,jayon brown,2020,85.71428571
john brown,2018,jayon brown,2021,85.71428571
john brown,2018,jayon brown,2022,85.71428571
tyrell williams,2018,trey williams,2018,85.71428571
allen robinson,2018,alton robinson,2022,85.71428571
chad williams,2018,chavis williams,2011,85.71428571
mike williams,2018,madieu williams,2010,85.71428571
mike williams,2018,damien williams,2022,85.71428571
josh gordon,2018,josh gordy,2015,85.71428571
corey davis,2019,cody davis,2017,85.71428571
corey davis,2019,cody davis,2020,85.71428571
corey davis,2019,cody davis,2022,85.71428571
josh gordon,2019,josh gordy,2015,85.71428571
mike williams,2019,madieu williams,2010,85.71428571
mike williams,2019,damien williams,2022,85.71428571
allen robinson,2019,alton robinson,2022,85.71428571
tyrell williams,2019,trey williams,2018,85.71428571
john brown,2019,jamon brown,2015,85.71428571
john brown,2019,jaron brown,2016,85.71428571
john brown,2019,jayon brown,2020,85.71428571
john brown,2019,jayon brown,2021,85.71428571
john brown,2019,jayon brown,2022,85.71428571
corey davis,2020,cody davis,2017,85.71428571
corey davis,2020,cody davis,2020,85.71428571
corey davis,2020,cody davis,2022,85.71428571
allen robinson,2020,alton robinson,2022,85.71428571
mike williams,2020,madieu williams,2010,85.71428571
mike williams,2020,damien williams,2022,85.71428571
john brown,2020,jamon brown,2015,85.71428571
john brown,2020,jaron brown,2016,85.71428571
john brown,2020,jayon brown,2020,85.71428571
john brown,2020,jayon brown,2021,85.71428571
john brown,2020,jayon brown,2022,85.71428571
deonte harris,2021,davontae harris,2018,85.71428571
deonte harris,2021,davontae harris,2020,85.71428571
deonte harris,2021,davontae harris,2021,85.71428571
allen robinson,2021,alton robinson,2022,85.71428571
corey davis,2021,cody davis,2017,85.71428571
corey davis,2021,cody davis,2020,85.71428571
corey davis,2021,cody davis,2022,85.71428571
mike williams,2021,madieu williams,2010,85.71428571
mike williams,2021,damien williams,2022,85.71428571
bryan edwards,2021,braylon edwards,2012,85.71428571
deandre carter,2022,dewayne carter,2024,85.71428571
corey davis,2022,cody davis,2017,85.71428571
corey davis,2022,cody davis,2020,85.71428571
corey davis,2022,cody davis,2022,85.71428571
mike williams,2022,madieu williams,2010,85.71428571
mike williams,2022,damien williams,2022,85.71428571
allen robinson,2022,alton robinson,2022,85.71428571
allen robinson,2023,alton robinson,2022,85.71428571
jake ferguson,2023,parker ferguson,2021,85.71428571
jalen coker,2024,jake coker,2016,85.71428571
brian thomas jr.,2024,brian thomas,2013,85.71428571
brian thomas jr.,2024,brian thomas,2024,85.71428571
jake ferguson,2024,parker ferguson,2021,85.71428571
deebo samuel sr.,2024,deebo samuel,2020,85.71428571
chad williams,2018,chandler williams,2010,86.66666667
chad williams,2018,chandler williams,2010,86.66666667
jameson williams,2024,jalen williams,2017,86.66666667
calvin austin iii,2024,calvin austin,2022,86.66666667
chris conley,2018,chris conte,2011,86.95652174
chris conley,2018,chris conte,2015,86.95652174
chris conley,2018,chris conte,2018,86.95652174
chris conley,2019,chris conte,2011,86.95652174
chris conley,2019,chris conte,2015,86.95652174
chris conley,2019,chris conte,2018,86.95652174
chris conley,2020,chris conte,2011,86.95652174
chris conley,2020,chris conte,2015,86.95652174
chris conley,2020,chris conte,2018,86.95652174
gabe davis,2022,gabriel davis,2024,86.95652174
gabe davis,2023,gabriel davis,2024,86.95652174
dj moore,2018,jd moore,2018,87.5
dj moore,2018,aj moore,2020,87.5
dj moore,2018,aj moore,2021,87.5
dj moore,2018,cj moore,2022,87.5
dj moore,2018,aj moore,2022,87.5
demarcus robinson,2019,darius robinson,2024,87.5
dj moore,2019,jd moore,2018,87.5
dj moore,2019,aj moore,2020,87.5
dj moore,2019,aj moore,2021,87.5
dj moore,2019,cj moore,2022,87.5
dj moore,2019,aj moore,2022,87.5
demarcus robinson,2020,darius robinson,2024,87.5
dj moore,2020,jd moore,2018,87.5
dj moore,2020,aj moore,2020,87.5
dj moore,2020,aj moore,2021,87.5
dj moore,2020,cj moore,2022,87.5
dj moore,2020,aj moore,2022,87.5
dj moore,2021,jd moore,2018,87.5
dj moore,2021,aj moore,2020,87.5
dj moore,2021,aj moore,2021,87.5
dj moore,2021,cj moore,2022,87.5
dj moore,2021,aj moore,2022,87.5
demarcus robinson,2022,darius robinson,2024,87.5
dj moore,2022,jd moore,2018,87.5
dj moore,2022,aj moore,2020,87.5
dj moore,2022,aj moore,2021,87.5
dj moore,2022,cj moore,2022,87.5
dj moore,2022,aj moore,2022,87.5
dj moore,2023,jd moore,2018,87.5
dj moore,2023,aj moore,2020,87.5
dj moore,2023,aj moore,2021,87.5
dj moore,2023,cj moore,2022,87.5
dj moore,2023,aj moore,2022,87.5
parker washington,2024,mark washington,2010,87.5
dj moore,2024,jd moore,2018,87.5
dj moore,2024,aj moore,2020,87.5
dj moore,2024,aj moore,2021,87.5
dj moore,2024,cj moore,2022,87.5
dj moore,2024,aj moore,2022,87.5
demarcus robinson,2024,darius robinson,2024,87.5
deonte harris,2021,dejon harris,2022,88
deonte harris,2021,dejon harris,2023,88
robby anderson,2018,rory anderson,2015,88.88888889
chad williams,2018,chase williams,2015,88.88888889
chad williams,2018,chase williams,2024,88.88888889
john ross,2018,josh ross,2022,88.88888889
john ross,2019,josh ross,2022,88.88888889
deebo samuel sr,2019,deebo samuel,2020,88.88888889
robby anderson,2019,rory anderson,2015,88.88888889
robby anderson,2020,rory anderson,2015,88.88888889
deonte harris,2021,devante harris,2018,88.88888889
robby anderson,2021,rory anderson,2015,88.88888889
odell beckham jr,2018,odell beckham,2017,89.65517241
odell beckham jr,2018,odell beckham,2020,89.65517241
tyrell williams,2018,trill williams,2022,89.65517241
tyrell williams,2019,trill williams,2022,89.65517241
christian kirk,2018,christian kirksey,2018,90.32258065
christian kirk,2018,christian kirksey,2019,90.32258065
christian kirk,2018,christian kirksey,2020,90.32258065
christian kirk,2018,christian kirksey,2021,90.32258065
tyrell williams,2018,terrell williams,2018,90.32258065
christian kirk,2019,christian kirksey,2018,90.32258065
christian kirk,2019,christian kirksey,2019,90.32258065
christian kirk,2019,christian kirksey,2020,90.32258065
christian kirk,2019,christian kirksey,2021,90.32258065
tyrell williams,2019,terrell williams,2018,90.32258065
christian kirk,2020,christian kirksey,2018,90.32258065
christian kirk,2020,christian kirksey,2019,90.32258065
christian kirk,2020,christian kirksey,2020,90.32258065
christian kirk,2020,christian kirksey,2021,90.32258065
christian kirk,2021,christian kirksey,2018,90.32258065
christian kirk,2021,christian kirksey,2019,90.32258065
christian kirk,2021,christian kirksey,2020,90.32258065
christian kirk,2021,christian kirksey,2021,90.32258065
christian kirk,2022,christian kirksey,2018,90.32258065
christian kirk,2022,christian kirksey,2019,90.32258065
christian kirk,2022,christian kirksey,2020,90.32258065
christian kirk,2022,christian kirksey,2021,90.32258065
christian kirk,2023,christian kirksey,2018,90.32258065
christian kirk,2023,christian kirksey,2019,90.32258065
christian kirk,2023,christian kirksey,2020,90.32258065
christian kirk,2023,christian kirksey,2021,90.32258065
christian kirk,2024,christian kirksey,2018,90.32258065
christian kirk,2024,christian kirksey,2019,90.32258065
christian kirk,2024,christian kirksey,2020,90.32258065
christian kirk,2024,christian kirksey,2021,90.32258065
chris hogan,2018,chris hovan,2010,90.90909091
chris hogan,2018,chris hovan,2010,90.90909091
ian thomas,2018,brian thomas,2013,90.90909091
ian thomas,2018,brian thomas,2024,90.90909091
chris conley,2018,chris cooley,2011,91.66666667
chris conley,2019,chris cooley,2011,91.66666667
robert tonyan,2020,robert tony,2010,91.66666667
chris conley,2020,chris cooley,2011,91.66666667
nico collins,2021,nick collins,2011,91.66666667
josh palmer,2021,joshua palmer,2023,91.66666667
robert tonyan,2022,robert tony,2010,91.66666667
josh palmer,2022,joshua palmer,2023,91.66666667
nico collins,2022,nick collins,2011,91.66666667
josh palmer,2023,joshua palmer,2023,91.66666667
nico collins,2023,nick collins,2011,91.66666667
josh palmer,2024,joshua palmer,2023,91.66666667
nico collins,2024,nick collins,2011,91.66666667
keon coleman,2024,kenyon coleman,2012,92.30769231
keon coleman,2024,kenyon coleman,2013,92.30769231
tyler johnson,2021,tyler johnstone,2016,92.85714286
diontae johnson,2019,dyontae johnson,2024,93.33333333
diontae johnson,2020,dyontae johnson,2024,93.33333333
diontae johnson,2021,dyontae johnson,2024,93.33333333
diontae johnson,2022,dyontae johnson,2024,93.33333333
diontae johnson,2023,dyontae johnson,2024,93.33333333
jameson williams,2024,james williams,2010,93.33333333
jameson williams,2024,jason williams,2010,93.33333333
jameson williams,2024,james williams,2011,93.33333333
diontae johnson,2024,dyontae johnson,2024,93.33333333
deandre hopkins,2018,deandre thompkins,2021,93.75
deandre hopkins,2019,deandre thompkins,2021,93.75
deandre hopkins,2020,deandre thompkins,2021,93.75
deandre hopkins,2021,deandre thompkins,2021,93.75
deandre hopkins,2022,deandre thompkins,2021,93.75
deandre hopkins,2023,deandre thompkins,2021,93.75
deandre hopkins,2024,deandre thompkins,2021,93.75
n'keal harry,2020,nkeal harry,2019,95.65217391
n'keal harry,2020,nkeal harry,2021,95.65217391
n'keal harry,2020,nkeal harry,2022,95.65217391
scott miller,2020,scotty miller,2019,96
scott miller,2020,scotty miller,2021,96
tre'quan smith,2018,trequan smith,2020,96.2962963
tre'quan smith,2018,trequan smith,2021,96.2962963
tre'quan smith,2018,trequan smith,2023,96.2962963
tre'quan smith,2018,trequan smith,2024,96.2962963
tre'quan smith,2020,trequan smith,2020,96.2962963
tre'quan smith,2020,trequan smith,2021,96.2962963
tre'quan smith,2020,trequan smith,2023,96.2962963
tre'quan smith,2020,trequan smith,2024,96.2962963
tre'quan smith,2021,trequan smith,2020,96.2962963
tre'quan smith,2021,trequan smith,2021,96.2962963
tre'quan smith,2021,trequan smith,2023,96.2962963
tre'quan smith,2021,trequan smith,2024,96.2962963
diontae johnson,2019,dontae johnson,2018,96.55172414
diontae johnson,2020,dontae johnson,2018,96.55172414
diontae johnson,2021,dontae johnson,2018,96.55172414
diontae johnson,2022,dontae johnson,2018,96.55172414
diontae johnson,2023,dontae johnson,2018,96.55172414
diontae johnson,2024,dontae johnson,2018,96.55172414
wan'dale robinson,2023,wandale robinson,2022,96.96969697
wan'dale robinson,2024,wandale robinson,2022,96.96969697
josh reynolds,2018,josh reynolds,2024,100
desean jackson,2018,desean jackson,2012,100
desean jackson,2018,desean jackson,2019,100
desean jackson,2018,desean jackson,2020,100
taywan taylor,2018,taywan taylor,2020,100
taywan taylor,2018,taywan taylor,2021,100
curtis samuel,2018,curtis samuel,2017,100
curtis samuel,2018,curtis samuel,2021,100
cooper kupp,2018,cooper kupp,2018,100
cooper kupp,2018,cooper kupp,2022,100
cooper kupp,2018,cooper kupp,2023,100
jordan reed,2018,jordan reed,2013,100
jordan reed,2018,jordan reed,2017,100
jordan reed,2018,jordan reed,2018,100
jordan reed,2018,jordan reed,2019,100
jordan reed,2018,jordan reed,2020,100
tyler lockett,2018,tyler lockett,2016,100
maurice harris,2018,maurice harris,2018,100
maurice harris,2018,maurice harris,2019,100
quincy enunwa,2018,quincy enunwa,2017,100
quincy enunwa,2018,quincy enunwa,2018,100
quincy enunwa,2018,quincy enunwa,2019,100
adam humphries,2018,adam humphries,2020,100
chris conley,2018,chris conley,2017,100
kendrick bourne,2018,kendrick bourne,2023,100
jamison crowder,2018,jamison crowder,2022,100
jamison crowder,2018,jamison crowder,2024,100
robert woods,2018,robert woods,2015,100
robert woods,2018,robert woods,2021,100
jermaine kearse,2018,jermaine kearse,2019,100
calvin ridley,2018,calvin ridley,2019,100
robert foster,2018,robert foster,2021,100
robert foster,2018,robert foster,2022,100
marquez valdes-scantling,2018,marquez valdes-scantling,2021,100
danny amendola,2018,danny amendola,2011,100
danny amendola,2018,danny amendola,2021,100
jimmy graham,2018,jimmy graham,2015,100
chris godwin,2018,chris godwin,2020,100
chris godwin,2018,chris godwin,2021,100
chris godwin,2018,chris godwin,2024,100
chris hogan,2018,chris hogan,2019,100
chris hogan,2018,chris hogan,2020,100
julian edelman,2018,julian edelman,2012,100
julian edelman,2018,julian edelman,2017,100
julian edelman,2018,julian edelman,2020,100
christian kirk,2018,christian kirk,2018,100
christian kirk,2018,christian kirk,2023,100
christian kirk,2018,christian kirk,2024,100
tajae sharpe,2018,tajae sharpe,2017,100
tajae sharpe,2018,tajae sharpe,2022,100
emmanuel sanders,2018,emmanuel sanders,2018,100
dede westbrook,2018,dede westbrook,2017,100
dede westbrook,2018,dede westbrook,2020,100
rob gronkowski,2018,rob gronkowski,2012,100
rob gronkowski,2018,rob gronkowski,2013,100
rob gronkowski,2018,rob gronkowski,2016,100
evan engram,2018,evan engram,2019,100
evan engram,2018,evan engram,2024,100
zach ertz,2018,zach ertz,2020,100
zach ertz,2018,zach ertz,2022,100
zach ertz,2018,zach ertz,2023,100
corey davis,2018,corey davis,2021,100
ian thomas,2018,ian thomas,2023,100
ian thomas,2018,ian thomas,2024,100
demaryius thomas,2018,demaryius thomas,2018,100
stefon diggs,2018,stefon diggs,2024,100
ty hilton,2018,ty hilton,2021,100
sterling shepard,2018,sterling shepard,2020,100
sterling shepard,2018,sterling shepard,2021,100
sterling shepard,2018,sterling shepard,2022,100
jordy nelson,2018,jordy nelson,2015,100
marquise goodwin,2018,marquise goodwin,2015,100
marquise goodwin,2018,marquise goodwin,2019,100
marquise goodwin,2018,marquise goodwin,2022,100
ryan switzer,2018,ryan switzer,2019,100
ryan switzer,2018,ryan switzer,2021,100
adam thielen,2018,adam thielen,2021,100
adam thielen,2018,adam thielen,2024,100
kyle rudolph,2018,kyle rudolph,2013,100
kyle rudolph,2018,kyle rudolph,2020,100
trey burton,2018,trey burton,2019,100
trey burton,2018,trey burton,2020,100
eric ebron,2018,eric ebron,2019,100
eric ebron,2018,eric ebron,2021,100
chris herndon,2018,chris herndon,2019,100
nick vannett,2018,nick vannett,2021,100
mohamed sanu,2018,mohamed sanu,2012,100
mohamed sanu,2018,mohamed sanu,2021,100
julio jones,2018,julio jones,2013,100
julio jones,2018,julio jones,2021,100
mike evans,2018,mike evans,2019,100
john brown,2018,john brown,2020,100
chester rogers,2018,chester rogers,2019,100
chester rogers,2018,chester rogers,2022,100
brandin cooks,2018,brandin cooks,2014,100
brandin cooks,2018,brandin cooks,2024,100
jeff heuerman,2018,jeff heuerman,2015,100
jeff heuerman,2018,jeff heuerman,2018,100
ryan grant,2018,ryan grant,2010,100
jarvis landry,2018,jarvis landry,2021,100
jarvis landry,2018,jarvis landry,2022,100
cameron brate,2018,cameron brate,2016,100
tyler boyd,2018,tyler boyd,2018,100
travis kelce,2018,travis kelce,2013,100
josh doctson,2018,josh doctson,2016,100
josh doctson,2018,josh doctson,2019,100
jared cook,2018,jared cook,2012,100
pierre garcon,2018,pierre garcon,2017,100
pierre garcon,2018,pierre garcon,2018,100
tyrell williams,2018,tyrell williams,2020,100
tyrell williams,2018,tyrell williams,2021,100
david njoku,2018,david njoku,2019,100
david njoku,2018,david njoku,2020,100
david njoku,2018,david njoku,2024,100
allen robinson,2018,allen robinson,2014,100
allen robinson,2018,allen robinson,2017,100
allen robinson,2018,allen robinson,2022,100
vance mcdonald,2018,vance mcdonald,2014,100
vance mcdonald,2018,vance mcdonald,2016,100
sammy watkins,2018,sammy watkins,2016,100
sammy watkins,2018,sammy watkins,2022,100
kelvin benjamin,2018,kelvin benjamin,2015,100
alshon jeffery,2018,alshon jeffery,2015,100
alshon jeffery,2018,alshon jeffery,2019,100
will fuller,2018,will fuller,2018,100
will fuller,2018,will fuller,2021,100
chad williams,2018,chad williams,2020,100
chad williams,2018,chad williams,2021,100
george kittle,2018,george kittle,2020,100
george kittle,2018,george kittle,2021,100
willie snead,2018,willie snead,2024,100
john ross,2018,john ross,2017,100
john ross,2018,john ross,2019,100
john ross,2018,john ross,2020,100
john ross,2018,john ross,2021,100
randall cobb,2018,randall cobb,2013,100
randall cobb,2018,randall cobb,2020,100
randall cobb,2018,randall cobb,2021,100
randall cobb,2018,randall cobb,2022,100
dante pettis,2018,dante pettis,2018,100
dante pettis,2018,dante pettis,2021,100
dante pettis,2018,dante pettis,2023,100
dante pettis,2018,dante pettis,2024,100
michael gallup,2018,michael gallup,2021,100
michael gallup,2018,michael gallup,2021,100
juju smith-schuster,2018,juju smith-schuster,2021,100
juju smith-schuster,2018,juju smith-schuster,2023,100
ricky seals-jones,2018,ricky seals-jones,2021,100
ricky seals-jones,2018,ricky seals-jones,2022,100
ricky seals-jones,2018,ricky seals-jones,2023,100
keenan allen,2018,keenan allen,2015,100
keenan allen,2018,keenan allen,2016,100
mark andrews,2018,mark andrews,2023,100
anthony miller,2018,anthony miller,2022,100
benjamin watson,2018,benjamin watson,2011,100
benjamin watson,2018,benjamin watson,2016,100
dallas goedert,2018,dallas goedert,2020,100
dallas goedert,2018,dallas goedert,2022,100
dallas goedert,2018,dallas goedert,2024,100
ryan griffin,2018,ryan griffin,2015,100
ryan griffin,2018,ryan griffin,2017,100
ryan griffin,2018,ryan griffin,2017,100
ryan griffin,2018,ryan griffin,2019,100
ryan griffin,2018,ryan griffin,2020,100
ryan griffin,2018,ryan griffin,2021,100
ryan griffin,2018,ryan griffin,2015,100
ryan griffin,2018,ryan griffin,2017,100
ryan griffin,2018,ryan griffin,2017,100
ryan griffin,2018,ryan griffin,2019,100
ryan griffin,2018,ryan griffin,2020,100
ryan griffin,2018,ryan griffin,2021,100
ryan griffin,2018,ryan griffin,2015,100
ryan griffin,2018,ryan griffin,2017,100
ryan griffin,2018,ryan griffin,2017,100
ryan griffin,2018,ryan griffin,2019,100
ryan griffin,2018,ryan griffin,2020,100
ryan griffin,2018,ryan griffin,2021,100
ryan griffin,2018,ryan griffin,2015,100
ryan griffin,2018,ryan griffin,2017,100
ryan griffin,2018,ryan griffin,2017,100
ryan griffin,2018,ryan griffin,2019,100
ryan griffin,2018,ryan griffin,2020,100
ryan griffin,2018,ryan griffin,2021,100
devante parker,2018,devante parker,2021,100
cj uzomah,2018,cj uzomah,2020,100
cj uzomah,2018,cj uzomah,2023,100
cj uzomah,2018,cj uzomah,2024,100
devin funchess,2018,devin funchess,2016,100
devin funchess,2018,devin funchess,2019,100
devin funchess,2018,devin funchess,2021,100
antonio callaway,2018,antonio callaway,2021,100
mike williams,2018,mike williams,2011,100
mike williams,2018,mike williams,2013,100
mike williams,2018,mike williams,2014,100
mike williams,2018,mike williams,2023,100
deandre hopkins,2018,deandre hopkins,2021,100
david moore,2018,david moore,2022,100
josh gordon,2018,josh gordon,2019,100
michael thomas,2018,michael thomas,2014,100
michael thomas,2018,michael thomas,2017,100
michael thomas,2018,michael thomas,2020,100
michael thomas,2018,michael thomas,2020,100
michael thomas,2018,michael thomas,2022,100
michael thomas,2018,michael thomas,2023,100
michael thomas,2018,michael thomas,2014,100
michael thomas,2018,michael thomas,2017,100
michael thomas,2018,michael thomas,2020,100
michael thomas,2018,michael thomas,2020,100
michael thomas,2018,michael thomas,2022,100
michael thomas,2018,michael thomas,2023,100
michael thomas,2018,michael thomas,2014,100
michael thomas,2018,michael thomas,2017,100
michael thomas,2018,michael thomas,2020,100
michael thomas,2018,michael thomas,2020,100
michael thomas,2018,michael thomas,2022,100
michael thomas,2018,michael thomas,2023,100
michael thomas,2018,michael thomas,2014,100
michael thomas,2018,michael thomas,2017,100
michael thomas,2018,michael thomas,2020,100
michael thomas,2018,michael thomas,2020,100
michael thomas,2018,michael thomas,2022,100
michael thomas,2018,michael thomas,2023,100
courtland sutton,2018,courtland sutton,2020,100
oj howard,2018,oj howard,2017,100
oj howard,2018,oj howard,2018,100
oj howard,2018,oj howard,2020,100
antonio gates,2018,antonio gates,2010,100
aj green,2018,aj green,2016,100
aj green,2018,aj green,2018,100
aj green,2018,aj green,2019,100
marvin jones,2018,marvin jones,2014,100
marvin jones,2018,marvin jones,2018,100
marvin jones,2018,marvin jones,2019,100
calvin ridley,2019,calvin ridley,2019,100
robert woods,2019,robert woods,2015,100
robert woods,2019,robert woods,2021,100
corey davis,2019,corey davis,2021,100
ted ginn,2019,ted ginn,2018,100
albert wilson,2019,albert wilson,2018,100
jacob hollister,2019,jacob hollister,2018,100
jacob hollister,2019,jacob hollister,2022,100
jacob hollister,2019,jacob hollister,2023,100
steven sims,2019,steven sims,2020,100
chris godwin,2019,chris godwin,2020,100
chris godwin,2019,chris godwin,2021,100
chris godwin,2019,chris godwin,2024,100
trey quinn,2019,trey quinn,2018,100
trey quinn,2019,trey quinn,2018,100
trey quinn,2019,trey quinn,2019,100
trey quinn,2019,trey quinn,2021,100
trey quinn,2019,trey quinn,2023,100
marvin jones,2019,marvin jones,2014,100
marvin jones,2019,marvin jones,2018,100
marvin jones,2019,marvin jones,2019,100
dj chark,2019,dj chark,2021,100
dj chark,2019,dj chark,2022,100
dj chark,2019,dj chark,2024,100
hunter renfrow,2019,hunter renfrow,2022,100
allen lazard,2019,allen lazard,2020,100
allen lazard,2019,allen lazard,2024,100
marquise brown,2019,marquise brown,2022,100
marquise brown,2019,marquise brown,2023,100
marquise brown,2019,marquise brown,2024,100
adam thielen,2019,adam thielen,2021,100
adam thielen,2019,adam thielen,2024,100
allen hurns,2019,allen hurns,2018,100
allen hurns,2019,allen hurns,2021,100
cooper kupp,2019,cooper kupp,2018,100
cooper kupp,2019,cooper kupp,2022,100
cooper kupp,2019,cooper kupp,2023,100
danny amendola,2019,danny amendola,2011,100
danny amendola,2019,danny amendola,2021,100
tyler lockett,2019,tyler lockett,2016,100
josh reynolds,2019,josh reynolds,2024,100
randall cobb,2019,randall cobb,2013,100
randall cobb,2019,randall cobb,2020,100
randall cobb,2019,randall cobb,2021,100
randall cobb,2019,randall cobb,2022,100
nick boyle,2019,nick boyle,2020,100
nick boyle,2019,nick boyle,2021,100
dede westbrook,2019,dede westbrook,2017,100
dede westbrook,2019,dede westbrook,2020,100
james washington,2019,james washington,2022,100
brandin cooks,2019,brandin cooks,2014,100
brandin cooks,2019,brandin cooks,2024,100
diontae johnson,2019,diontae johnson,2023,100
ty hilton,2019,ty hilton,2021,100
mark andrews,2019,mark andrews,2023,100
jamison crowder,2019,jamison crowder,2022,100
jamison crowder,2019,jamison crowder,2024,100
christian kirk,2019,christian kirk,2018,100
